"","date_series","series","type"
"1",2020-11-05,1.26403471501018,"Workplaces"
"2",2020-11-06,0.706361378002892,"Workplaces"
"3",2020-11-07,0.0551476080079612,"Workplaces"
"4",2020-11-08,-0.700919974003947,"Workplaces"
"5",2020-11-09,-0.764225460514762,"Workplaces"
"6",2020-11-10,-0.780594486798287,"Workplaces"
"7",2020-11-11,-0.886419267518929,"Workplaces"
"8",2020-11-12,-0.88500131731736,"Workplaces"
"9",2020-11-13,-0.871138512769966,"Workplaces"
"10",2020-11-14,-0.865232084662127,"Workplaces"
"11",2020-11-15,-0.857994008553816,"Workplaces"
"12",2020-11-16,-0.853749263117264,"Workplaces"
"13",2020-11-17,-0.862661536265648,"Workplaces"
"14",2020-11-18,-0.654939747761686,"Workplaces"
"15",2020-11-19,-0.470841039171516,"Workplaces"
"16",2020-11-20,-0.431362794939566,"Workplaces"
"17",2020-11-21,-0.369694486652017,"Workplaces"
"18",2020-11-22,-0.280490335912845,"Workplaces"
"19",2020-11-23,-0.176042485518125,"Workplaces"
"20",2020-11-24,-0.0972028611380507,"Workplaces"
"21",2020-11-25,0.0734693503257223,"Workplaces"
"22",2020-11-26,0.228535327373812,"Workplaces"
"23",2020-11-27,0.360933437515906,"Workplaces"
"24",2020-11-28,0.587154821979407,"Workplaces"
"25",2020-11-29,1.08017857434819,"Workplaces"
"26",2020-11-30,1.48604481621883,"Workplaces"
"27",2020-12-01,1.93752211770349,"Workplaces"
"28",2020-12-02,3.02912751612956,"Workplaces"
