"","Estimate","Std. Error","t value","Pr(>|t|)","2.5 %","97.5 %","region"
"dayThursday3",-8.43068514002041,1.13384880449749,-7.43545797868245,4.16374052307467e-11,-10.6810611517408,-6.18030912830001,"Blackpool"
"dayTuesday3",-7.95732101776417,1.13362829857275,-7.01933872662012,3.04581964567674e-10,-10.2072593862631,-5.70738264926525,"Blackpool"
"dayWednesday3",-7.20233641222559,1.11561231619584,-6.45594917487562,4.26253655169038e-09,-9.41651804278224,-4.98815478166895,"Blackpool"
"bank_holiday13",-34.0926262259354,2.30269767802339,-14.8055155269884,1.24489738467481e-26,-38.6628436978889,-29.5224087539818,"Blackpool"
"days_since_lockdown3",0.145327175548752,0.00999992135412196,14.5328318496073,4.33848743705843e-26,0.12548009977891,0.165174251318594,"Blackpool"
"(Intercept)4",-24.3350786155363,1.00184808055225,-24.2901883907608,5.07445412057916e-43,-26.3234697298719,-22.3466875012006,"Borough of Halton"
"dayFriday4",-21.8567251310258,1.19323011626054,-18.3172757988396,2.97386686966831e-33,-24.2249566090183,-19.4884936530334,"Borough of Halton"
"dayMonday4",-22.0379559960563,1.19240987014136,-18.4818631142693,1.51207238053015e-33,-24.4045595125577,-19.6713524795548,"Borough of Halton"
"daySaturday4",-4.53958971165652,1.18184817796705,-3.84109380230653,0.000218563068923428,-6.88523119281612,-2.19394823049693,"Borough of Halton"
"dayThursday4",-22.6187691349696,1.18221605891642,-19.1325172453681,1.0780862393783e-34,-24.9651407579791,-20.2723975119601,"Borough of Halton"
"dayTuesday4",-22.7208205766869,1.18198614674094,-19.2225777259188,7.51093758798445e-35,-25.0667358876709,-20.3749052657028,"Borough of Halton"
"dayWednesday4",-21.3989615224949,1.1632016460221,-18.3966052624451,2.14562408485555e-33,-23.7075947993646,-19.0903282456252,"Borough of Halton"
"bank_holiday14",-36.336814384308,2.40092520536307,-15.1345049413204,2.79388232811217e-27,-41.1019863072775,-31.5716424613386,"Borough of Halton"
"days_since_lockdown4",0.127076955010119,0.0104264938727732,12.1878894823845,2.82392260633369e-21,0.106383250871993,0.147770659148244,"Borough of Halton"
"(Intercept)5",-33.7113624963243,1.24513117463923,-27.0745469898719,5.20229301551328e-47,-36.1826032082596,-31.240121784389,"Bracknell Forest"
"dayFriday5",-25.5756300486049,1.4829873362191,-17.2460205316455,2.63907095687986e-31,-28.5189493993641,-22.6323106978457,"Bracknell Forest"
"dayMonday5",-27.8712417622334,1.48196790619403,-18.8069131900514,4.01559059575699e-34,-30.8125378265853,-24.9299456978815,"Bracknell Forest"
"daySaturday5",4.60964834898725,1.46884147271729,3.13828853188603,0.00225127654421894,1.69440462150632,7.52489207646819,"Bracknell Forest"
"dayThursday5",-27.1710549530382,1.46929868778563,-18.4925333282558,1.44737007886356e-33,-30.0872061258663,-24.2549037802102,"Bracknell Forest"
"dayTuesday5",-28.0192966979745,1.4690129450441,-19.0735532947487,1.3666335208516e-34,-30.9348807505582,-25.1037126453908,"Bracknell Forest"
"dayWednesday5",-26.7951758255063,1.44566692292849,-18.5348197434215,1.21722388309309e-33,-29.664424486696,-23.9259271643167,"Bracknell Forest"
"bank_holiday15",-31.0760988013077,2.98395223707649,-10.4144089222267,1.71193900483866e-17,-36.9984179921917,-25.1537796104237,"Bracknell Forest"
"days_since_lockdown5",0.142981682320585,0.0129584043880371,11.0338956895482,7.98912132977511e-19,0.117262836677902,0.168700527963268,"Bracknell Forest"
"(Intercept)6",-41.2215833809004,1.00989226940951,-40.8178026800846,6.81629775159882e-63,-43.2259399833738,-39.2172267784271,"Brighton and Hove"
"dayFriday6",-20.0879248611903,1.20281097846081,-16.7008160225607,2.73643419156788e-30,-22.4751716985337,-17.700678023847,"Brighton and Hove"
"dayMonday6",-22.0388320965873,1.20198414629848,-18.3353766889989,2.76021993110626e-33,-24.4244379009671,-19.6532262922075,"Brighton and Hove"
"daySaturday6",-1.50525314375659,1.19133765060141,-1.26349833986755,0.209438466209294,-3.86972860127664,0.859222313763454,"Brighton and Hove"
"dayThursday6",-21.9824260979364,1.19170848539567,-18.4461438072566,1.75064441524755e-33,-24.3476375598708,-19.617214636002,"Brighton and Hove"
"dayTuesday6",-22.7228270458201,1.19147672717486,-19.0711463577629,1.37994086001796e-34,-25.0875785318401,-20.3580755598001,"Brighton and Hove"
"dayWednesday6",-21.5026265718782,1.17254139912571,-18.3384796374025,2.72517942510054e-33,-23.8297966732843,-19.1754564704722,"Brighton and Hove"
"bank_holiday16",-25.838721394842,2.4202030740929,-10.6762617035872,4.67683173099665e-18,-30.6421545508565,-21.0352882388275,"Brighton and Hove"
"days_since_lockdown6",0.161413522910072,0.0105102118410558,15.3577801619132,1.02118345267631e-27,0.14055366177921,0.182273384040934,"Brighton and Hove"
"(Intercept)7",-31.5058793005033,0.877686794729617,-35.896494614812,8.17506773404964e-58,-33.2478446320615,-29.7639139689451,"Bristol City"
"dayFriday7",-27.6961764655007,1.04535042432608,-26.4946335898376,3.31706392368432e-46,-29.7709076901703,-25.6214452408312,"Bristol City"
"dayMonday7",-29.3638048535797,1.04463183315322,-28.1092380316854,2.05639514066468e-48,-31.4371098736871,-27.2904998334722,"Bristol City"
"daySaturday7",-1.82190164841817,1.03537907524378,-1.75964696600538,0.0816204510926995,-3.87684250536821,0.233039208531877,"Bristol City"
"dayThursday7",-29.1323716119212,1.03570136387971,-28.128158007625,1.94011509119691e-48,-31.1879521225996,-27.0767911012428,"Bristol City"
"dayTuesday7",-29.5561967031636,1.03549994523721,-28.5429244483377,5.45738263843678e-49,-31.6113774535921,-27.5010159527351,"Bristol City"
"dayWednesday7",-28.4067841575424,1.01904344993962,-27.8759302748333,4.22600798041175e-48,-30.4293033201932,-26.3842649948915,"Bristol City"
"bank_holiday17",-25.2144024700327,2.10337314487749,-11.9876031180864,7.46686522349525e-21,-29.3890159195102,-21.0397890205552,"Bristol City"
"days_since_lockdown7",0.111431684915157,0.00913431503748337,12.1992381977071,2.67282498406875e-21,0.0933025980719078,0.129560771758407,"Bristol City"
"(Intercept)8",-34.2451749606489,1.28326887551514,-26.6858922662657,1.79445177150017e-46,-36.7921084517739,-31.6982414695239,"Buckinghamshire"
"dayFriday8",-23.6930197360454,1.52841044390722,-15.5017389671041,5.35431642358671e-28,-26.726491381814,-20.6595480902768,"Buckinghamshire"
"dayMonday8",-25.0087843564596,1.52735978928659,-16.3738658905908,1.1328505746085e-29,-28.0401707436422,-21.9773979692771,"Buckinghamshire"
"daySaturday8",1.43858820680472,1.51383130018414,0.950296249410174,0.344323524289057,-1.56594787438444,4.44312428799388,"Buckinghamshire"
"dayThursday8",-24.6842353795859,1.5143025195051,-16.3007292543191,1.5595359601949e-29,-27.689706700687,-21.6787640584847,"Buckinghamshire"
"dayTuesday8",-25.6105097469427,1.51400802461647,-16.9157027773551,1.08363969552756e-30,-28.6153965772102,-22.6056229166752,"Buckinghamshire"
"dayWednesday8",-24.4682058965976,1.48994692634966,-16.4221996528052,9.1746743604676e-30,-27.4253381072541,-21.5110736859412,"Buckinghamshire"
"bank_holiday18",-34.4470577551762,3.07534909562722,-11.2010235859584,3.50679023591481e-19,-40.5507744103547,-28.3433410999977,"Buckinghamshire"
"days_since_lockdown8",0.171921540138031,0.0133553133727657,12.8728945056891,1.04391920278784e-22,0.14541494003062,0.198428140245442,"Buckinghamshire"
"(Intercept)9",-31.9970560254614,1.10157383783244,-29.0466738829071,1.19235198997018e-49,-34.1833751625138,-29.8107368884089,"Cambridgeshire"
"dayFriday9",-24.8201062044868,1.31200638510165,-18.9176718088639,2.56356495922583e-34,-27.4240756971964,-22.2161367117772,"Cambridgeshire"
"dayMonday9",-26.5432100046702,1.31110449021058,-20.2449234236145,1.33050714994879e-36,-29.1453894856782,-23.9410305236623,"Cambridgeshire"
"daySaturday9",-0.581187622161087,1.2994914682282,-0.447242353159509,0.655697183931955,-3.16031846918096,1.99794322485878,"Cambridgeshire"
"dayThursday9",-25.01022953315,1.29989596870799,-19.2401777797714,6.99956396886383e-35,-27.5901632016508,-22.4302958646491,"Cambridgeshire"
"dayTuesday9",-26.6376247556778,1.29964317066163,-20.4961064367513,5.03495349592609e-37,-29.2170566900346,-24.0581928213209,"Cambridgeshire"
"dayWednesday9",-24.8655938110805,1.27898882700385,-19.441603621613,3.13166538079879e-35,-27.4040325906879,-22.3271550314731,"Cambridgeshire"
"bank_holiday19",-33.13403559753,2.63991761242139,-12.5511627490294,4.88550752935401e-22,-38.3735412920694,-27.8945299029905,"Cambridgeshire"
"days_since_lockdown9",0.152145711172227,0.01146436579909,13.271184279928,1.56773061908701e-23,0.129392118557828,0.174899303786627,"Cambridgeshire"
"(Intercept)10",-25.2841315966997,1.24727857181363,-20.2714390899338,1.20036517424887e-36,-27.7596342975966,-22.8086288958027,"Central Bedfordshire"
"dayFriday10",-25.8829735526611,1.4855449485256,-17.4232180442267,1.24410564749328e-31,-28.8313690558658,-22.9345780494564,"Central Bedfordshire"
"dayMonday10",-27.995911819141,1.48452376035553,-18.8585137986854,3.25734834719572e-34,-30.9422805465073,-25.0495430917748,"Central Bedfordshire"
"daySaturday10",-2.45124280006227,1.47137468856827,-1.66595417136573,0.0989489079127571,-5.37151425977783,0.469028659653294,"Central Bedfordshire"
"dayThursday10",-28.2870617335201,1.47183269216586,-19.2189383236859,7.62129168699364e-35,-31.2082422035951,-25.3658812634452,"Central Bedfordshire"
"dayTuesday10",-28.8308477332088,1.47154645662232,-19.592210360375,1.72192020750604e-35,-31.7514601049638,-25.9102353614537,"Central Bedfordshire"
"dayWednesday10",-27.3381214000311,1.44816017113289,-18.8778299147977,3.01216812896698e-34,-30.2123184687405,-24.4639243313217,"Central Bedfordshire"
"bank_holiday110",-38.2926807119506,2.98909846643203,-12.8107792841161,1.40514101448361e-22,-44.2252137435571,-32.3601476803441,"Central Bedfordshire"
"days_since_lockdown10",0.14875719993773,0.0129807529096502,11.4598283299223,9.83315853123633e-20,0.122993998666029,0.174520401209431,"Central Bedfordshire"
"(Intercept)11",-29.4739626035666,1.07365846338767,-27.4518979811966,1.58396776487033e-47,-31.6048774497123,-27.343047757421,"Cheshire East"
"dayFriday11",-23.6023454932281,1.27875836462749,-18.4572364459986,1.67275238535218e-33,-26.1403268688136,-21.0643641176426,"Cheshire East"
"dayMonday11",-23.4769723072665,1.27787932497565,-18.3718226349063,2.37577521841514e-33,-26.0132090324736,-20.9407355820595,"Cheshire East"
"daySaturday11",-4.06401328420943,1.26656059271399,-3.20870024504794,0.00180763090713203,-6.57778545906049,-1.55024110935836,"Cheshire East"
"dayThursday11",-24.058706519295,1.26695484260324,-18.9893954466925,1.91858970885506e-34,-26.5732611710423,-21.5441518675476,"Cheshire East"
"dayTuesday11",-24.4053067649144,1.26670845080209,-19.266711885802,6.29410914283278e-35,-26.9193723971412,-21.8912411326877,"Cheshire East"
"dayWednesday11",-23.415339975438,1.24657751621351,-18.783701511449,4.41244621816519e-34,-25.8894512750307,-20.9412286758453,"Cheshire East"
"bank_holiday111",-33.8852161278605,2.57301852120922,-13.1694412024426,2.5405053512634e-23,-38.9919456449479,-28.7784866107732,"Cheshire East"
"days_since_lockdown11",0.135986715790566,0.0111738432275998,12.1700934065975,3.07831365678113e-21,0.113809730059863,0.158163701521269,"Cheshire East"
"(Intercept)12",-32.2846349436977,1.05356992537379,-30.6430870568402,1.10112260980259e-51,-34.3756796026741,-30.1935902847213,"Cheshire West and Chester"
"dayFriday12",-20.9818077249061,1.25483233331085,-16.720805774542,2.50988412268477e-30,-23.4723025513882,-18.491312898424,"Cheshire West and Chester"
"dayMonday12",-20.3161581305243,1.25396974080871,-16.2014739824759,2.40916062104637e-29,-22.8049409496673,-17.8273753113813,"Cheshire West and Chester"
"daySaturday12",-4.06632764257173,1.24286278611976,-3.27174301780077,0.00148102681626987,-6.53306623121756,-1.59958905392591,"Cheshire West and Chester"
"dayThursday12",-21.7323162610485,1.24324965945105,-17.4802511272308,9.77478559487437e-32,-24.199822686165,-19.2648098359321,"Cheshire West and Chester"
"dayTuesday12",-21.8673447148565,1.24300787772958,-17.5922816795002,6.09350500427461e-32,-24.3343712701844,-19.4003181595286,"Cheshire West and Chester"
"dayWednesday12",-20.9206638212858,1.22325360020516,-17.1024747589355,4.86732676253948e-31,-23.3484836039881,-18.4928440385836,"Cheshire West and Chester"
"bank_holiday112",-34.2627134035598,2.52487641444406,-13.5700556302689,3.82154405169073e-24,-39.2738941651267,-29.2515326419928,"Cheshire West and Chester"
"days_since_lockdown12",0.13367235742826,0.0109647765810886,12.1910698717573,2.78073414568628e-21,0.11191031111831,0.15543440373821,"Cheshire West and Chester"
"(Intercept)13",-38.6891287426703,1.15986826479807,-33.3564853155164,5.95041111472926e-55,-40.9911461805368,-36.3871113048037,"Cornwall"
"dayFriday13",-11.8241485479044,1.3814367380821,-8.55931236078194,1.71461047522221e-13,-14.5659180719875,-9.08237902382134,"Cornwall"
"dayMonday13",-10.049319357238,1.38048711561795,-7.27954592516399,8.80693194725616e-11,-12.7892041435985,-7.30943457087749,"Cornwall"
"daySaturday13",-0.63605417466659,1.36825954158418,-0.464863686556253,0.64307091312775,-3.35167061133357,2.07956226200039,"Cornwall"
"dayThursday13",-9.90816252399979,1.36868544791337,-7.23918160970097,1.06847688166552e-10,-12.6246242668334,-7.1917007811662,"Cornwall"
"dayTuesday13",-13.5278916506668,1.36841927199187,-9.88577983922689,2.36574853917871e-16,-16.2438251079774,-10.8119581933561,"Cornwall"
"dayWednesday13",-9.66802708733326,1.34667191660257,-7.17920004727215,1.42322024796621e-10,-12.3407980641683,-6.99525611049825,"Cornwall"
"bank_holiday113",-33.7193970214312,2.77961999020787,-12.1309377325746,3.72200307838054e-21,-39.2361732643047,-28.2026207785576,"Cornwall"
"days_since_lockdown13",0.163945825333402,0.0120710510813924,13.5817356937646,3.61716065151638e-24,0.139988130372604,0.187903520294201,"Cornwall"
"(Intercept)14",-26.4849497517859,1.15521217845756,-22.9264807328716,6.05195481901337e-41,-28.7777261471363,-24.1921733564354,"County Durham"
"dayFriday14",-19.3239193606974,1.37589120422996,-14.044656511568,4.14631419824011e-25,-22.0546825351653,-16.5931561862295,"County Durham"
"dayMonday14",-19.3413064535658,1.3749453938575,-14.0669633426696,3.7376766647083e-25,-22.0701924562579,-16.6124204508737,"County Durham"
"daySaturday14",-2.97198208015498,1.36276690526056,-2.18084403773127,0.0316126373465029,-5.67669715415813,-0.267267006151833,"County Durham"
"dayThursday14",-20.2492795737983,1.36319110186399,-14.8543219993953,9.96552126022933e-27,-22.9548365606357,-17.5437225869609,"County Durham"
"dayTuesday14",-20.9227025063567,1.36292599445874,-15.351312243968,1.05130363199198e-27,-23.6277333283801,-18.2176716843333,"County Durham"
"dayWednesday14",-17.9234910400775,1.34126593998752,-13.3631150286604,1.01451037849563e-23,-20.5855326497815,-15.2614494303734,"County Durham"
"bank_holiday114",-39.3006719941882,2.76846169658004,-14.1958518128452,2.0546436058796e-25,-44.7953021129822,-33.8060418753942,"County Durham"
"days_since_lockdown14",0.161351253178351,0.0120225939783217,13.4206689063348,7.72902807149e-24,0.137489732153543,0.185212774203158,"County Durham"
"(Intercept)15",-37.8881358863923,1.04125030219621,-36.3871547566215,2.39724355303315e-58,-39.9547295036051,-35.8215422691794,"Cumbria"
"dayFriday15",-13.5349246709217,1.24015930485291,-10.9138597097629,1.44465362823802e-18,-15.9962975976143,-11.0735517442292,"Cumbria"
"dayMonday15",-11.4418002871327,1.23930679883323,-9.2324195250964,6.09634169098692e-15,-13.9014812253617,-8.98211934890357,"Cumbria"
"daySaturday15",-4.2977081279297,1.2283297201906,-3.49882287897653,0.000707285599501773,-6.73560260366204,-1.85981365219735,"Cumbria"
"dayThursday15",-11.4931243837891,1.22871206972755,-9.35379790510035,3.33459898937299e-15,-13.9317777175126,-9.0544710500656,"Cumbria"
"dayTuesday15",-12.7379170774739,1.22847311521254,-10.3689017852622,2.1455525985508e-17,-15.1760961526311,-10.2997380023168,"Cumbria"
"dayWednesday15",-12.8571873972982,1.20894982876844,-10.6350049368019,5.73666689853226e-18,-15.2566181531825,-10.4577566414138,"Cumbria"
"bank_holiday115",-33.9073737740647,2.4953524832395,-13.5882100832687,3.50863858341094e-24,-38.8599577048277,-28.9547898433016,"Cumbria"
"days_since_lockdown15",0.168958538736962,0.0108365630544378,15.5915245348727,3.58418961612068e-28,0.147450960786117,0.190466116687807,"Cumbria"
"(Intercept)16",-25.9075017729576,1.2408011805985,-20.8796559658826,1.15831605934228e-37,-28.3701486453249,-23.4448549005902,"Darlington"
"dayFriday16",-21.169623614066,1.47783018775225,-14.3248011777757,1.13134793518801e-25,-24.1027074526893,-18.2365397754427,"Darlington"
"dayMonday16",-21.1216205697681,1.47681430283635,-14.3021506016039,1.25618527929248e-25,-24.0526881580444,-18.1905529814917,"Darlington"
"daySaturday16",-7.30488990365488,1.46373351706315,-4.99058730192331,2.64744311177083e-06,-10.2099957531159,-4.39978405419386,"Darlington"
"dayThursday16",-21.648003044298,1.46418914214758,-14.7849771734723,1.36721178286867e-26,-24.5540131834282,-18.7419929051678,"Darlington"
"dayTuesday16",-21.3902201926902,1.463904393088,-14.6117603674712,3.01992065551607e-26,-24.2956651837597,-18.4847752016207,"Darlington"
"dayWednesday16",-21.0232782851607,1.44063955770893,-14.5930175057766,3.29101351789985e-26,-23.8825490180346,-18.1640075522869,"Darlington"
"bank_holiday116",-36.602342898656,2.97357542243435,-12.3092027942211,1.56971191166976e-21,-42.5040669849228,-30.7006188123892,"Darlington"
"days_since_lockdown16",0.161776763011779,0.0129133410124503,12.5278781731082,5.46496258468837e-22,0.136147355695464,0.187406170328095,"Darlington"
"(Intercept)17",-31.7434936778924,1.12175157174091,-28.2981494990267,1.15158886238464e-48,-33.9698600312743,-29.5171273245106,"Derby"
"dayFriday17",-17.6336836005742,1.3360386513153,-13.1984831301207,2.2132392724511e-23,-20.2853504892505,-14.9820167118979,"Derby"
"dayMonday17",-19.0858310414613,1.33512023624692,-14.2952151598813,1.29711276121587e-25,-21.735675130457,-16.4359869524655,"Derby"
"daySaturday17",-2.07150640859322,1.32329449637003,-1.5654160236256,0.120742073787637,-4.69787967746352,0.55486686027708,"Derby"
"dayThursday17",-18.6145192257797,1.32370640616073,-14.0624228598917,3.81743461737298e-25,-21.2417100215621,-15.9873284299972,"Derby"
"dayTuesday17",-18.7236538494802,1.32344897756529,-14.1476204726272,2.56969679034101e-25,-21.3503337207605,-16.0969739781999,"Derby"
"dayWednesday17",-17.6899198709633,1.30241630443374,-13.5823851488518,3.60612411840696e-24,-20.2748557082155,-15.104984033711,"Derby"
"bank_holiday117",-31.6399382491827,2.68827347681676,-11.7696129214682,2.15979229817315e-20,-36.9754169489674,-26.3044595493981,"Derby"
"days_since_lockdown17",0.128493591406777,0.0116743607305043,11.0064777312416,9.14600023794823e-19,0.105323216983054,0.1516639658305,"Derby"
"(Intercept)18",-29.7757286423468,1.17484440716881,-25.3444017443141,1.43495032805317e-44,-32.1074695772136,-27.44398770748,"Derbyshire"
"dayFriday18",-16.9550706588483,1.39927375793477,-12.1170504075434,3.98142136756045e-21,-19.7322417298024,-14.1778995878942,"Derbyshire"
"dayMonday18",-16.5977219656479,1.39831187400813,-11.8698283796104,1.32478220571026e-20,-19.3729839632705,-13.8224599680253,"Derbyshire"
"daySaturday18",-2.40800511995571,1.38592641834665,-1.73746967232817,0.0854782429941257,-5.15868541655761,0.342675176646199,"Derbyshire"
"dayThursday18",-16.8240153598672,1.38635782395021,-12.1354062199683,3.64219265951081e-21,-19.575551877173,-14.0724788425613,"Derbyshire"
"dayTuesday18",-17.3173230934219,1.38608821118281,-12.4936659540912,6.4439203932579e-22,-20.0683245040171,-14.5663216828267,"Derbyshire"
"dayWednesday18",-17.1790025599778,1.36406005537817,-12.5940221563157,3.97529286819954e-22,-19.8862841790024,-14.4717209409533,"Derbyshire"
"bank_holiday118",-37.9140937159463,2.81551025979565,-13.4661536337993,6.2355798627933e-24,-43.5021022090229,-32.3260852228696,"Derbyshire"
"days_since_lockdown18",0.125328213377614,0.0122269116950896,10.2501937122803,3.8676390519859e-17,0.101061178243024,0.149595248512204,"Derbyshire"
"(Intercept)19",-34.7517876602148,1.2325630792171,-28.1947335971546,1.58118031392076e-48,-37.1980841817617,-32.3054911386678,"Devon"
"dayFriday19",-11.6534196461003,1.46801837011253,-7.93819742542259,3.63009521154942e-12,-14.5670297427571,-8.73980954944353,"Devon"
"dayMonday19",-12.7035208344144,1.46700923000236,-8.65946892126505,1.04508463770419e-13,-15.6151280672966,-9.79191360153221,"Devon"
"daySaturday19",-2.44996627056198,1.45401529201834,-1.68496595875628,0.0952099914442948,-5.33578413344968,0.435851592325718,"Devon"
"dayThursday19",-13.549898811686,1.45446789205276,-9.31605220419293,4.02290951638344e-15,-16.4366149603559,-10.663182663016,"Devon"
"dayTuesday19",-12.700067458876,1.45418503353911,-8.73346043726454,7.2467134775174e-14,-15.5862222116956,-9.81391270605643,"Devon"
"dayWednesday19",-13.437483135281,1.43107466132099,-9.38978482288067,2.78827149589998e-15,-16.2777701965218,-10.5971960740401,"Devon"
"bank_holiday119",-37.6976934253542,2.95383284306041,-12.7622974718828,1.77241164526398e-22,-43.5602339565858,-31.8351528941226,"Devon"
"days_since_lockdown19",0.150033729438015,0.0128276049460308,11.6961607462381,3.09179529833159e-20,0.1245744844806,0.17549297439543,"Devon"
"(Intercept)20",-37.479502879975,1.14245640040213,-32.8060684563392,2.62409316918294e-54,-39.7469625868632,-35.2120431730868,"Dorset"
"dayFriday20",-14.7416325047999,1.36069870266456,-10.8338697434872,2.14480550365462e-18,-17.4422427691574,-12.0410222404424,"Dorset"
"dayMonday20",-15.0329251206476,1.35976333586898,-11.0555452732814,7.18020006908601e-19,-17.7316789408385,-12.3341713004567,"Dorset"
"daySaturday20",-2.63623579471744,1.34771932135437,-1.95607182663836,0.053333137367949,-5.31108558004848,0.0386139906136016,"Dorset"
"dayThursday20",-14.3087073841524,1.34813883400638,-10.6136749592992,6.37580119224111e-18,-16.9843897859707,-11.633024982334,"Dorset"
"dayTuesday20",-15.5275284105651,1.34787665389992,-11.5199921043502,7.32160365519411e-20,-18.2026904574472,-12.852366363683,"Dorset"
"dayWednesday20",-15.6181178973587,1.32645576834733,-11.7743224237456,2.11071189134022e-20,-18.2507654160196,-12.9854703786977,"Dorset"
"bank_holiday120",-35.9625862695242,2.73789252183009,-13.1351344082293,2.99033129756254e-23,-41.3965450384146,-30.5286275006337,"Dorset"
"days_since_lockdown20",0.163764205282549,0.0118898412742749,13.773455970087,1.47057855088253e-24,0.140166161627469,0.187362248937628,"Dorset"
"(Intercept)21",-29.5723107259612,1.25106380416927,-23.6377318466165,4.8787005827453e-42,-32.0553260652789,-27.0892953866436,"East Riding of Yorkshire"
"dayFriday21",-13.7026205178766,1.49005327002811,-9.1960608345352,7.30351673043202e-15,-16.6599637912973,-10.7452772444558,"East Riding of Yorkshire"
"dayMonday21",-13.9199211250065,1.48902898276326,-9.34832114494821,3.42664506447169e-15,-16.8752314717436,-10.9646107782694,"East Riding of Yorkshire"
