"","acf","lag","interval"
"372",-0.359442174612418,23,"100"
"373",-0.348913495768659,24,"100"
"374",-0.339646269139257,25,"100"
"375",-0.331407753080205,26,"100"
"376",-0.32284567845415,27,"100"
"377",-0.313981630940097,28,"100"
"378",-0.306854784452692,29,"100"
"379",-0.301347132294335,30,"100"
"380",-0.29583364964491,31,"100"
"381",-0.290050444493035,32,"100"
"382",-0.282725331924245,33,"100"
"383",-0.27347906543203,34,"100"
"384",-0.262533376108685,35,"100"
"385",-0.251915147343518,36,"100"
"386",-0.244930158122433,37,"100"
"387",-0.237260017556348,38,"100"
"388",-0.228653447248198,39,"100"
"389",-0.219188682926958,40,"100"
"390",-0.210010421146747,41,"100"
"391",-0.201816006975366,42,"100"
"392",-0.192373333574468,43,"100"
"393",-0.177216777691929,44,"100"
"394",-0.160660208045232,45,"100"
"395",-0.143919992404079,46,"100"
"396",-0.126924087235719,47,"100"
"397",-0.106936141013702,48,"100"
"398",-0.0835203807722443,49,"100"
"399",-0.0611789874326472,50,"100"
"400",-0.0392748777166664,51,"100"
"401",-0.0167142075556442,52,"100"
"402",0.00728342977099757,53,"100"
"403",0.032397695927184,54,"100"
"404",0.0606023091195982,55,"100"
"405",0.0908011393031319,56,"100"
"406",0.115853126657877,57,"100"
"407",0.133881441628618,58,"100"
"408",0.151726040917813,59,"100"
"409",0.170445615892856,60,"100"
"410",0.189891735337737,61,"100"
"411",0.208541012181506,62,"100"
"412",0.226667690070165,63,"100"
"413",0.24901031875308,64,"100"
"414",0.276667626801843,65,"100"
"415",0.305615109982567,66,"100"
"416",0.335624945114675,67,"100"
"417",0.369134570640907,68,"100"
"418",0.40236512559212,69,"100"
"419",0.421823327645056,70,"100"
"420",0.433020788877388,71,"100"
"421",0.435908052631106,72,"100"
"422",0.437001801404403,73,"100"
"423",0.435768511714394,74,"100"
"424",0.429974119270172,75,"100"
"425",0.424693368670666,76,"100"
"426",0.432605483283803,77,"100"
"427",0.438808958586035,78,"100"
"428",0.442362625485104,79,"100"
"429",0.444806007845638,80,"100"
"430",0.445989172226906,81,"100"
"431",0.445982399386882,82,"100"
"432",0.444928897689933,83,"100"
"433",0.441451057198645,84,"100"
"434",0.434636690903881,85,"100"
"435",0.421927815679815,86,"100"
"436",0.395047532811061,87,"100"
"437",0.363811268785906,88,"100"
"438",0.32745380376613,89,"100"
"439",0.284536134307686,90,"100"
"440",0.233775298295401,91,"100"
"441",0.170041174771195,92,"100"
"442",0.0812217378594424,93,"100"
"443",0.0145316341300549,-113,"120"
"444",0.028595315686919,-112,"120"
"445",0.0421777530085522,-111,"120"
"446",0.0544196868113692,-110,"120"
"447",0.0664818022447356,-109,"120"
"448",0.07749540007513,-108,"120"
"449",0.0874808029314781,-107,"120"
"450",0.0958889632883309,-106,"120"
"451",0.103615440159009,-105,"120"
"452",0.11039687581591,-104,"120"
"453",0.116822007159949,-103,"120"
"454",0.122316171434658,-102,"120"
"455",0.127466484772473,-101,"120"
"456",0.132554809945493,-100,"120"
"457",0.137575712375491,-99,"120"
"458",0.142247533508007,-98,"120"
"459",0.146578628735824,-97,"120"
"460",0.150577893679936,-96,"120"
"461",0.15426045391838,-95,"120"
"462",0.157636963811878,-94,"120"
"463",0.16072089412832,-93,"120"
"464",0.163808840631296,-92,"120"
"465",0.166351827987588,-91,"120"
"466",0.168662227108859,-90,"120"
"467",0.170764613884585,-89,"120"
"468",0.172698798325968,-88,"120"
"469",0.174216806998388,-87,"120"
"470",0.175661913477549,-86,"120"
"471",0.17650734323303,-85,"120"
"472",0.177955954046826,-84,"120"
"473",0.180015140912217,-83,"120"
"474",0.182415174807067,-82,"120"
"475",0.184873277904727,-81,"120"
"476",0.18797463116064,-80,"120"
"477",0.190285347176554,-79,"120"
"478",0.193273738483129,-78,"120"
"479",0.196922600151047,-77,"120"
"480",0.200923003492364,-76,"120"
"481",0.205266827760441,-75,"120"
"482",0.209947432923223,-74,"120"
"483",0.214953106136891,-73,"120"
"484",0.220265247986042,-72,"120"
"485",0.22529944634206,-71,"120"
"486",0.229773731954316,-70,"120"
"487",0.233694904758872,-69,"120"
"488",0.237067557298887,-68,"120"
"489",0.240179373760571,-67,"120"
"490",0.243017114502454,-66,"120"
"491",0.244988320830937,-65,"120"
"492",0.246102790071468,-64,"120"
"493",0.246931554536694,-63,"120"
"494",0.247473109714189,-62,"120"
"495",0.248011085926483,-61,"120"
"496",0.248539973535404,-60,"120"
"497",0.248757181813469,-59,"120"
"498",0.248389564366167,-58,"120"
"499",0.246308071592997,-57,"120"
"500",0.2439911561843,-56,"120"
"501",0.24144347789483,-55,"120"
"502",0.238668513133635,-54,"120"
"503",0.235380130482746,-53,"120"
"504",0.231587191074146,-52,"120"
"505",0.227572830147623,-51,"120"
"506",0.224756239818613,-50,"120"
"507",0.221651462162626,-49,"120"
"508",0.217965169972482,-48,"120"
"509",0.213714416705444,-47,"120"
"510",0.209480847024749,-46,"120"
"511",0.205542201468842,-45,"120"
"512",0.200457595137303,-44,"120"
"513",0.194540538143636,-43,"120"
"514",0.188114319986123,-42,"120"
"515",0.181484328523308,-41,"120"
"516",0.174374661351697,-40,"120"
"517",0.167065662459427,-39,"120"
"518",0.159255421542337,-38,"120"
"519",0.149201959663068,-37,"120"
"520",0.136364988823436,-36,"120"
"521",0.123043731069252,-35,"120"
"522",0.109458102741274,-34,"120"
"523",0.0955124475959005,-33,"120"
"524",0.0808413757211991,-32,"120"
"525",0.065361523387511,-31,"120"
"526",0.0501041856992031,-30,"120"
"527",0.0351945029583146,-29,"120"
"528",0.0190472128788656,-28,"120"
"529",0.00113258811001937,-27,"120"
"530",-0.0186840653833376,-26,"120"
"531",-0.0408317039141329,-25,"120"
"532",-0.0697569091968741,-24,"120"
"533",-0.103329065302575,-23,"120"
"534",-0.142500416543252,-22,"120"
"535",-0.19112415207611,-21,"120"
"536",-0.239142247511421,-20,"120"
"537",-0.279587106314574,-19,"120"
"538",-0.314433782438493,-18,"120"
"539",-0.341324286117586,-17,"120"
"540",-0.36529253802077,-16,"120"
"541",-0.387247913526717,-15,"120"
"542",-0.406951517689241,-14,"120"
"543",-0.425519257709684,-13,"120"
"544",-0.443311901932696,-12,"120"
"545",-0.460663752152431,-11,"120"
"546",-0.477683942740926,-10,"120"
"547",-0.495306339851936,-9,"120"
"548",-0.513498082450597,-8,"120"
"549",-0.534587193375788,-7,"120"
"550",-0.554649007154701,-6,"120"
"551",-0.573610948976886,-5,"120"
"552",-0.59181710838176,-4,"120"
"553",-0.609022544437989,-3,"120"
"554",-0.625570088981281,-2,"120"
"555",-0.641225730880917,-1,"120"
"556",-0.653292569019219,0,"120"
"557",-0.63624273437686,1,"120"
"558",-0.619727580832159,2,"120"
"559",-0.604003524330181,3,"120"
"560",-0.588958511069746,4,"120"
"561",-0.574618314260714,5,"120"
"562",-0.561125569232502,6,"120"
"563",-0.548428781152575,7,"120"
"564",-0.537087731066313,8,"120"
"565",-0.52731460357231,9,"120"
"566",-0.518419289071593,10,"120"
"567",-0.510060905821322,11,"120"
"568",-0.502402789595954,12,"120"
"569",-0.494887439029072,13,"120"
"570",-0.488236661285758,14,"120"
"571",-0.482881366591808,15,"120"
"572",-0.4781694464995,16,"120"
"573",-0.473790429831412,17,"120"
"574",-0.469705741330912,18,"120"
"575",-0.465713681694145,19,"120"
"576",-0.461621930993934,20,"120"
"577",-0.456940452725539,21,"120"
"578",-0.451489994538989,22,"120"
"579",-0.445407719988787,23,"120"
"580",-0.439013296553819,24,"120"
"581",-0.432561207463785,25,"120"
"582",-0.426010399774442,26,"120"
"583",-0.418896051236852,27,"120"
"584",-0.411251643197459,28,"120"
"585",-0.403539347053668,29,"120"
"586",-0.3959669789678,30,"120"
"587",-0.388463892602313,31,"120"
"588",-0.380761979793423,32,"120"
"589",-0.37234097896822,33,"120"
"590",-0.362875584365842,34,"120"
"591",-0.351776358613229,35,"120"
"592",-0.340291985102569,36,"120"
"593",-0.32904601253212,37,"120"
"594",-0.317694564366124,38,"120"
"595",-0.305944314614066,39,"120"
"596",-0.293849734027987,40,"120"
"597",-0.281716955550001,41,"120"
"598",-0.270165480913781,42,"120"
"599",-0.25794676590681,43,"120"
"600",-0.244113470867721,44,"120"
"601",-0.228954417921984,45,"120"
"602",-0.212985339129619,46,"120"
"603",-0.196256504426713,47,"120"
"604",-0.177820361760467,48,"120"
"605",-0.157689110996451,49,"120"
"606",-0.136596792381228,50,"120"
"607",-0.114914416510784,51,"120"
"608",-0.0924229617636393,52,"120"
"609",-0.0691283358498292,53,"120"
"610",-0.044708041520474,54,"120"
"611",-0.0181635780768768,55,"120"
"612",0.0102855377387401,56,"120"
"613",0.0383299981292023,57,"120"
"614",0.0648898210580428,58,"120"
"615",0.0905541119479006,59,"120"
"616",0.115825442202127,60,"120"
"617",0.14081281241021,61,"120"
"618",0.165063593174452,62,"120"
"619",0.188780545731095,63,"120"
"620",0.213375401270857,64,"120"
"621",0.239631823553717,65,"120"
"622",0.267363871039285,66,"120"
"623",0.296776100738849,67,"120"
"624",0.329524535254623,68,"120"
"625",0.362961143059681,69,"120"
"626",0.394401055811948,70,"120"
"627",0.422061996391617,71,"120"
"628",0.44567325724377,72,"120"
"629",0.465737354419075,73,"120"
"630",0.482411302706509,74,"120"
"631",0.494174133628645,75,"120"
"632",0.504766933711205,76,"120"
"633",0.51667539516903,77,"120"
"634",0.528723228147471,78,"120"
"635",0.539998763217953,79,"120"
"636",0.550442561520352,80,"120"
"637",0.559699968684779,81,"120"
"638",0.567803240126307,82,"120"
"639",0.574805802697657,83,"120"
"640",0.579978133021237,84,"120"
"641",0.583459603870483,85,"120"
"642",0.582667176552738,86,"120"
"643",0.575758998870267,87,"120"
"644",0.563286910326129,88,"120"
"645",0.545130182917599,89,"120"
"646",0.521443039121904,90,"120"
"647",0.490640151794363,91,"120"
"648",0.449302540410344,92,"120"
"649",0.386197765107307,93,"120"
"650",0.32334262525304,94,"120"
"651",0.274585333406156,95,"120"
"652",0.234233468791857,96,"120"
"653",0.199048932378524,97,"120"
"654",0.169063422737927,98,"120"
"655",0.142533471135434,99,"120"
"656",0.118905711069391,100,"120"
"657",0.0975716132961818,101,"120"
"658",0.0783738333354262,102,"120"
"659",0.0611390616046021,103,"120"
"660",0.045955920317615,104,"120"
"661",0.0326998472821599,105,"120"
"662",0.0213879304249578,106,"120"
"663",0.0124217248868639,107,"120"
"664",0.00536911595291804,108,"120"
"665",0.000170100517650522,109,"120"
"666",-0.00318554356615285,110,"120"
"667",-0.00479069588745573,111,"120"
"668",-0.00467826110050904,112,"120"
"669",-0.00292325590719082,113,"120"
"670",0.0194342663234786,-133,"140"
"671",0.0372758356392921,-132,"140"
"672",0.0535374653829345,-131,"140"
"673",0.0677869724902048,-130,"140"
"674",0.0798305670469211,-129,"140"
"675",0.0908719135687123,-128,"140"
"676",0.101162892801484,-127,"140"
"677",0.110486479463628,-126,"140"
"678",0.118632325452609,-125,"140"
"679",0.125641687028348,-124,"140"
"680",0.131766430464996,-123,"140"
"681",0.132869419865507,-122,"140"
"682",0.133713518604926,-121,"140"
"683",0.133835991916373,-120,"140"
"684",0.132799831141803,-119,"140"
"685",0.131120829922157,-118,"140"
"686",0.129289940968144,-117,"140"
"687",0.127088672764126,-116,"140"
"688",0.128920562323283,-115,"140"
"689",0.130738145573033,-114,"140"
"690",0.132772451339577,-113,"140"
"691",0.134559883942975,-112,"140"
"692",0.136139620831716,-111,"140"
"693",0.136840888605982,-110,"140"
"694",0.137640739656582,-109,"140"
"695",0.137894029883492,-108,"140"
"696",0.137658484508068,-107,"140"
"697",0.136553768166768,-106,"140"
"698",0.135352974344307,-105,"140"
"699",0.133877555980801,-104,"140"
"700",0.132623708781132,-103,"140"
"701",0.131163397892225,-102,"140"
"702",0.129976554805273,-101,"140"
"703",0.129300304709148,-100,"140"
"704",0.129135600688007,-99,"140"
"705",0.129250022173371,-98,"140"
"706",0.129627702541936,-97,"140"
"707",0.130244653215509,-96,"140"
"708",0.131082032337011,-95,"140"
"709",0.132120771369152,-94,"140"
"710",0.13334434866589,-93,"140"
"711",0.134956696475552,-92,"140"
"712",0.136469245068257,-91,"140"
"713",0.138109897458776,-90,"140"
"714",0.139857404250961,-89,"140"
"715",0.141691137599757,-88,"140"
"716",0.143358733172602,-87,"140"
"717",0.14507043227956,-86,"140"
"718",0.146323780768944,-85,"140"
"719",0.148037682665349,-84,"140"
"720",0.150158452547788,-83,"140"
"721",0.152426381117082,-82,"140"
"722",0.154590239944182,-81,"140"
"723",0.157101073379816,-80,"140"
"724",0.158760501447297,-79,"140"
"725",0.160741177837511,-78,"140"
"726",0.163015187776757,-77,"140"
"727",0.165325190622787,-76,"140"
"728",0.167654669905456,-75,"140"
"729",0.169988852547219,-74,"140"
"730",0.172302590341196,-73,"140"
"731",0.174578134910567,-72,"140"
"732",0.176317081322968,-71,"140"
"733",0.177272748301315,-70,"140"
"734",0.177429690360383,-69,"140"
"735",0.176786372038183,-68,"140"
"736",0.175583896095078,-67,"140"
"737",0.17382475459893,-66,"140"
"738",0.17104917417743,-65,"140"
"739",0.167283404587126,-64,"140"
"740",0.163012478355496,-63,"140"
"741",0.158280702926841,-62,"140"
"742",0.153346099179312,-61,"140"
"743",0.148240443710792,-60,"140"
"744",0.142731057541054,-59,"140"
"745",0.136593911324094,-58,"140"
"746",0.128893163048535,-57,"140"
"747",0.120806283594693,-56,"140"
"748",0.112275987556044,-55,"140"
"749",0.103230783275391,-54,"140"
"750",0.0933399387340612,-53,"140"
"751",0.0825339124008011,-52,"140"
"752",0.070952483592165,-51,"140"
"753",0.059621327318849,-50,"140"
"754",0.0472099551715733,-49,"140"
"755",0.0333649326214255,-48,"140"
"756",0.0177854846218308,-47,"140"
"757",0.000791919188971777,-46,"140"
"758",-0.017558178257463,-45,"140"
"759",-0.0386307401795609,-44,"140"
"760",-0.0629449287453691,-43,"140"
"761",-0.0916258323900361,-42,"140"
"762",-0.133195949176216,-41,"140"
"763",-0.17291348855692,-40,"140"
"764",-0.200670225769213,-39,"140"
"765",-0.220807143053499,-38,"140"
"766",-0.237009785100724,-37,"140"
"767",-0.25120373831708,-36,"140"
"768",-0.263289000681312,-35,"140"
"769",-0.272898843745012,-34,"140"
"770",-0.280133003959297,-33,"140"
"771",-0.285299500658955,-32,"140"
"772",-0.288572487366422,-31,"140"
"773",-0.287279331334891,-30,"140"
"774",-0.284732804563586,-29,"140"
