"","date_series","series","type"
"1",2021-01-06,-0.59417935587294,"Workplaces"
"2",2021-01-07,-0.673894554233477,"Workplaces"
"3",2021-01-08,-0.73571348441572,"Workplaces"
"4",2021-01-09,-0.774952138556926,"Workplaces"
"5",2021-01-10,-0.808152487474408,"Workplaces"
"6",2021-01-11,-0.86876570686689,"Workplaces"
"7",2021-01-12,-0.913267428317078,"Workplaces"
"8",2021-01-13,-0.972551119128293,"Workplaces"
"9",2021-01-14,-0.976526115703644,"Workplaces"
"10",2021-01-15,-1.00871121667329,"Workplaces"
"11",2021-01-16,-1.03610014456908,"Workplaces"
"12",2021-01-17,-1.05696082480992,"Workplaces"
"13",2021-01-18,-1.02433742897853,"Workplaces"
"14",2021-01-19,-0.986517811532937,"Workplaces"
"15",2021-01-20,-0.926666692260497,"Workplaces"
"16",2021-01-21,-1.01250662514807,"Workplaces"
"17",2021-01-22,-1.04252378508998,"Workplaces"
"18",2021-01-23,-1.02920112546679,"Workplaces"
"19",2021-01-24,-0.982627674642139,"Workplaces"
"20",2021-01-25,-0.961094768097563,"Workplaces"
"21",2021-01-26,-0.939516915646764,"Workplaces"
"22",2021-01-27,-0.941308232069487,"Workplaces"
"23",2021-01-28,-0.827217296061375,"Workplaces"
"24",2021-01-29,-0.761587764145651,"Workplaces"
"25",2021-01-30,-0.743559567591785,"Workplaces"
"26",2021-01-31,-0.726647477294549,"Workplaces"
"27",2021-02-01,-0.704068837736828,"Workplaces"
"28",2021-02-02,-0.686161925674776,"Workplaces"
"29",2021-02-03,-0.613070292492847,"Workplaces"
"30",2021-02-04,-0.642289826580795,"Workplaces"
"31",2021-02-05,-0.696308412311011,"Workplaces"
"32",2021-02-06,-0.708351894642317,"Workplaces"
"33",2021-02-07,-0.712221250902061,"Workplaces"
"34",2021-02-08,-0.704178940616099,"Workplaces"
"35",2021-02-09,-0.702508240952146,"Workplaces"
"36",2021-02-10,-0.70978472637214,"Workplaces"
"37",2021-02-11,-0.660915271590199,"Workplaces"
"38",2021-02-12,-0.700527678354335,"Workplaces"
"39",2021-02-13,-0.755017521649968,"Workplaces"
"40",2021-02-14,-0.839328457488182,"Workplaces"
"41",2021-02-15,-0.9314595305985,"Workplaces"
"42",2021-02-16,-1.02910130761468,"Workplaces"
"43",2021-02-17,-0.96860654103316,"Workplaces"
"44",2021-02-18,-0.863507512377072,"Workplaces"
"45",2021-02-19,-0.717352128278224,"Workplaces"
"46",2021-02-20,-0.566898376990658,"Workplaces"
"47",2021-02-21,-0.410951441628062,"Workplaces"
"48",2021-02-22,-0.254985366274585,"Workplaces"
"49",2021-02-23,-0.0810936605356084,"Workplaces"
"50",2021-02-24,0.0207323158673602,"Workplaces"
"51",2021-02-25,0.112254513550766,"Workplaces"
"52",2021-02-26,0.147698488745453,"Workplaces"
"53",2021-02-27,0.178617670614663,"Workplaces"
"54",2021-02-28,0.195145854711472,"Workplaces"
"55",2021-03-01,0.214348761641009,"Workplaces"
"56",2021-03-02,0.236711352501382,"Workplaces"
"57",2021-03-03,0.242104939011685,"Workplaces"
"58",2021-03-04,0.261840314509739,"Workplaces"
"59",2021-03-05,0.344690180688449,"Workplaces"
"60",2021-03-06,0.450668786372043,"Workplaces"
"61",2021-03-07,0.551890450832929,"Workplaces"
"62",2021-03-08,0.673426926151838,"Workplaces"
"63",2021-03-09,0.799464666635307,"Workplaces"
"64",2021-03-10,0.825865642224614,"Workplaces"
"65",2021-03-11,1.04556709776495,"Workplaces"
"66",2021-03-12,1.10782424393005,"Workplaces"
"67",2021-03-13,1.14360027386693,"Workplaces"
"68",2021-03-14,1.21282719404818,"Workplaces"
"69",2021-03-15,1.25404904580378,"Workplaces"
"70",2021-03-16,1.28233007924365,"Workplaces"
"71",2021-03-17,1.31936433414293,"Workplaces"
"72",2021-03-18,1.16903905329213,"Workplaces"
"73",2021-03-19,1.20526104171139,"Workplaces"
"74",2021-03-20,1.23882126944009,"Workplaces"
"75",2021-03-21,1.26331621899403,"Workplaces"
"76",2021-03-22,1.29019104055213,"Workplaces"
"77",2021-03-23,1.29617158630972,"Workplaces"
"78",2021-03-24,1.31270310957869,"Workplaces"
"79",2021-03-25,1.25165266480228,"Workplaces"
"80",2021-03-26,1.2038202256745,"Workplaces"
"81",2021-03-27,1.16706450771748,"Workplaces"
"82",2021-03-28,1.11106499497953,"Workplaces"
"83",2021-03-29,1.03884804043178,"Workplaces"
"84",2021-03-30,0.167297857486138,"Workplaces"
"85",2021-03-31,0.00162141097533261,"Workplaces"
"86",2021-04-01,-0.0493737666144216,"Workplaces"
"87",2021-04-02,-1.00586478451382,"Workplaces"
"88",2021-04-03,-1.23356436093771,"Workplaces"
"89",2021-04-04,-1.44002932631065,"Workplaces"
"90",2021-04-05,-1.59875584444787,"Workplaces"
"91",2021-04-06,-0.934271248187952,"Workplaces"
"92",2021-04-07,-0.759076653841037,"Workplaces"
"93",2021-04-08,-0.588589387298475,"Workplaces"
"94",2021-04-09,0.329795065574953,"Workplaces"
"95",2021-04-10,0.514716824474062,"Workplaces"
"96",2021-04-11,0.674406080644732,"Workplaces"
"97",2021-04-12,0.831054405749575,"Workplaces"
"98",2021-04-13,0.973136023733824,"Workplaces"
"99",2021-04-14,1.12602976510204,"Workplaces"
"100",2021-04-15,1.24991119457295,"Workplaces"
"101",2021-04-16,1.48457337975885,"Workplaces"
"102",2021-04-17,1.7365380100951,"Workplaces"
"103",2021-04-18,1.9867910513445,"Workplaces"
"104",2021-04-19,2.2511495052209,"Workplaces"
"105",2021-04-20,2.51698713384257,"Workplaces"
"106",2021-04-21,2.58031766057552,"Workplaces"
