"","series","date_series","type"
"1",2.27576760792605,2021-01-06,"R(t)"
"2",2.22178358387786,2021-01-07,"R(t)"
"3",2.1704357188656,2021-01-08,"R(t)"
"4",2.13241310967823,2021-01-09,"R(t)"
"5",2.12163470697847,2021-01-10,"R(t)"
"6",2.12013855892782,2021-01-11,"R(t)"
"7",2.11427789135985,2021-01-12,"R(t)"
"8",2.08706018683744,2021-01-13,"R(t)"
"9",2.02378545969913,2021-01-14,"R(t)"
"10",1.91719109164865,2021-01-15,"R(t)"
"11",1.76650177891454,2021-01-16,"R(t)"
"12",1.57690268285421,2021-01-17,"R(t)"
"13",1.35917789221728,2021-01-18,"R(t)"
"14",1.11437708615378,2021-01-19,"R(t)"
"15",0.860793292871891,2021-01-20,"R(t)"
"16",0.595568700284349,2021-01-21,"R(t)"
"17",0.330071651575413,2021-01-22,"R(t)"
"18",0.0818340352706804,2021-01-23,"R(t)"
"19",-0.147384583287914,2021-01-24,"R(t)"
"20",-0.355636618736249,2021-01-25,"R(t)"
"21",-0.556145886889835,2021-01-26,"R(t)"
"22",-0.738944693068401,2021-01-27,"R(t)"
"23",-0.894547398520907,2021-01-28,"R(t)"
"24",-1.03743973964219,2021-01-29,"R(t)"
"25",-1.16512536316858,2021-01-30,"R(t)"
"26",-1.26152681842448,2021-01-31,"R(t)"
"27",-1.34467674240917,2021-02-01,"R(t)"
"28",-1.43032360833103,2021-02-02,"R(t)"
"29",-1.52870966539082,2021-02-03,"R(t)"
"30",-1.61964123622196,2021-02-04,"R(t)"
"31",-1.68172324736991,2021-02-05,"R(t)"
"32",-1.72103597406526,2021-02-06,"R(t)"
"33",-1.73886717669046,2021-02-07,"R(t)"
"34",-1.71776780326295,2021-02-08,"R(t)"
"35",-1.66153427608232,2021-02-09,"R(t)"
"36",-1.57402324198072,2021-02-10,"R(t)"
"37",-1.45893506433427,2021-02-11,"R(t)"
"38",-1.32613844033616,2021-02-12,"R(t)"
"39",-1.17677688551688,2021-02-13,"R(t)"
"40",-1.01621162960643,2021-02-14,"R(t)"
"41",-0.84748742275368,2021-02-15,"R(t)"
"42",-0.668283374981668,2021-02-16,"R(t)"
"43",-0.480140998412222,2021-02-17,"R(t)"
"44",-0.298018454066774,2021-02-18,"R(t)"
"45",-0.123732878005736,2021-02-19,"R(t)"
"46",0.0302696083233769,2021-02-20,"R(t)"
"47",0.166444954952835,2021-02-21,"R(t)"
"48",0.273468911743195,2021-02-22,"R(t)"
"49",0.335079067408367,2021-02-23,"R(t)"
"50",0.3512497871927,2021-02-24,"R(t)"
"51",0.333934800800072,2021-02-25,"R(t)"
"52",0.279061518021919,2021-02-26,"R(t)"
"53",0.210161189545515,2021-02-27,"R(t)"
"54",0.122799128719317,2021-02-28,"R(t)"
"55",0.0237393993256958,2021-03-01,"R(t)"
"56",-0.0840149291748751,2021-03-02,"R(t)"
"57",-0.177153917905694,2021-03-03,"R(t)"
"58",-0.263540199805556,2021-03-04,"R(t)"
"59",-0.346537901666084,2021-03-05,"R(t)"
"60",-0.427445630930932,2021-03-06,"R(t)"
"61",-0.510809568008513,2021-03-07,"R(t)"
"62",-0.59449085264128,2021-03-08,"R(t)"
"63",-0.664033447401791,2021-03-09,"R(t)"
"64",-0.712933460074316,2021-03-10,"R(t)"
"65",-0.745113666857259,2021-03-11,"R(t)"
"66",-0.762776891060654,2021-03-12,"R(t)"
"67",-0.768720946172515,2021-03-13,"R(t)"
"68",-0.752829159832831,2021-03-14,"R(t)"
"69",-0.719438950649792,2021-03-15,"R(t)"
"70",-0.662494710702673,2021-03-16,"R(t)"
"71",-0.591186206398753,2021-03-17,"R(t)"
"72",-0.513772346249371,2021-03-18,"R(t)"
"73",-0.441511698395824,2021-03-19,"R(t)"
"74",-0.375279818747828,2021-03-20,"R(t)"
"75",-0.30112742327521,2021-03-21,"R(t)"
"76",-0.225357372017624,2021-03-22,"R(t)"
"77",-0.145090515234188,2021-03-23,"R(t)"
"78",-0.0666185273308386,2021-03-24,"R(t)"
"79",0.018121616291126,2021-03-25,"R(t)"
"80",0.0959221373339535,2021-03-26,"R(t)"
"81",0.159582952445374,2021-03-27,"R(t)"
"82",0.206406559096341,2021-03-28,"R(t)"
"83",0.239470427734475,2021-03-29,"R(t)"
"84",0.259469048049941,2021-03-30,"R(t)"
"85",0.273488626060686,2021-03-31,"R(t)"
"86",0.274291534025766,2021-04-01,"R(t)"
"87",0.278396899528825,2021-04-02,"R(t)"
"88",0.291403543643555,2021-04-03,"R(t)"
"89",0.298861785493409,2021-04-04,"R(t)"
"90",0.306462926024207,2021-04-05,"R(t)"
"91",0.321252525170956,2021-04-06,"R(t)"
"92",0.341225031071366,2021-04-07,"R(t)"
"93",0.341287556919053,2021-04-08,"R(t)"
"94",0.347057694051433,2021-04-09,"R(t)"
"95",0.339011321578625,2021-04-10,"R(t)"
"96",0.331753005603162,2021-04-11,"R(t)"
"97",0.31633579262178,2021-04-12,"R(t)"
"98",0.319296894166492,2021-04-13,"R(t)"
"99",0.339271531322069,2021-04-14,"R(t)"
"100",0.381937792215894,2021-04-15,"R(t)"
"101",0.433006440918226,2021-04-16,"R(t)"
"102",0.492193611983196,2021-04-17,"R(t)"
"103",0.545773044801742,2021-04-18,"R(t)"
"104",0.591357493708264,2021-04-19,"R(t)"
"105",0.62643629217983,2021-04-20,"R(t)"
"106",0.658059876077328,2021-04-21,"R(t)"
