"","mob_index","r_index"
"1",1,1
"2",1,2
"3",1,3
"4",1,4
"5",1,5
"6",1,6
"7",1,7
"8",1,8
"9",1,9
"10",1,10
"11",1,11
"12",1,12
"13",1,13
"14",1,14
"15",1,15
"16",1,16
"17",1,17
"18",1,18
"19",1,19
"20",1,20
"21",1,21
"22",2,21
"23",3,22
"24",4,22
"25",5,22
"26",6,23
"27",7,23
"28",8,23
"29",9,23
"30",10,24
"31",11,24
"32",12,24
"33",12,25
"34",12,26
"35",12,27
"36",12,28
"37",12,29
"38",12,30
"39",12,31
"40",12,32
"41",12,33
"42",12,34
"43",12,35
"44",12,36
"45",12,37
"46",12,38
"47",12,39
"48",13,40
"49",14,40
"50",15,40
"51",16,40
"52",17,40
"53",18,40
"54",19,40
"55",20,40
"56",21,40
"57",22,40
"58",23,41
"59",24,41
"60",25,42
"61",26,42
"62",27,42
"63",28,42
"64",29,42
"65",30,42
"66",31,42
"67",32,42
"68",33,42
"69",34,42
"70",35,42
"71",36,42
"72",37,42
"73",38,42
"74",39,42
"75",40,42
"76",41,42
"77",42,42
"78",43,42
"79",44,42
"80",45,42
"81",46,42
"82",47,43
"83",48,44
"84",49,45
"85",50,46
"86",51,46
"87",52,47
"88",53,47
"89",54,47
"90",55,47
"91",56,48
"92",57,48
"93",58,48
"94",59,49
"95",59,50
"96",60,50
"97",61,50
"98",62,50
"99",63,50
"100",64,50
"101",65,50
"102",66,50
"103",67,50
"104",68,50
"105",69,50
"106",70,50
"107",71,50
"108",72,50
"109",73,50
"110",74,50
"111",75,50
"112",76,50
"113",77,50
"114",78,50
"115",79,50
"116",80,50
"117",81,50
"118",82,50
"119",83,50
"120",84,51
"121",84,52
"122",84,53
"123",84,54
"124",85,55
"125",86,56
"126",86,57
"127",86,58
"128",86,59
"129",86,60
"130",86,61
"131",87,62
"132",87,63
"133",88,63
"134",89,63
"135",90,63
"136",91,63
"137",92,64
"138",92,65
"139",92,66
"140",92,67
"141",92,68
"142",92,69
"143",92,70
"144",93,71
"145",93,72
"146",93,73
"147",93,74
"148",93,75
"149",93,76
"150",93,77
"151",94,78
"152",94,79
"153",94,80
"154",94,81
"155",94,82
"156",94,83
"157",94,84
"158",94,85
"159",94,86
"160",94,87
"161",94,88
"162",94,89
"163",94,90
"164",94,91
"165",94,92
"166",94,93
"167",94,94
"168",94,95
"169",94,96
"170",94,97
"171",94,98
"172",94,99
"173",94,100
"174",94,101
"175",95,102
"176",95,103
"177",95,104
"178",96,105
"179",96,106
"180",97,106
"181",98,106
"182",99,106
"183",100,106
"184",101,106
"185",102,106
"186",103,106
"187",104,106
"188",105,106
"189",106,106
