"","date","region","retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","retail_recreation_av","grocery_pharmacy_av","parks_av","transit_stations_av","workplaces_av","residential_av"
"new.4936",2020-03-05,"SOUTH WEST",-0.769230769230769,4.61538461538461,-0.5,-0.615384615384615,0.538461538461539,1,2.13186813186813,3.84615384615385,10.9752747252747,2.82417582417582,1.07692307692308,0.223443223443223
"new.4937",2020-03-06,"SOUTH WEST",3.07692307692308,5.07692307692308,21.75,4.61538461538462,0.538461538461539,0.153846153846154,1.35164835164835,3.56043956043956,9.0467032967033,2.30769230769231,0.98901098901099,0.355311355311355
"new.4951",2020-03-07,"SOUTH WEST",1.23076923076923,2.38461538461538,10.6153846153846,4.76923076923077,2.23076923076923,-0.0769230769230769,0.582417582417583,3.48351648351648,6.34432234432234,1.8021978021978,0.813186813186814,0.52014652014652
"new.4952",2020-03-08,"SOUTH WEST",2.92307692307692,2.07692307692308,9.46153846153846,6.15384615384615,1.53846153846154,-0.666666666666667,1.02197802197802,3.58241758241758,10.4038461538462,2.18681318681319,0.736263736263737,0.509157509157509
"new.4953",2020-03-09,"SOUTH WEST",-0.692307692307692,3.92307692307692,10.6666666666667,0.692307692307692,0.307692307692308,0.923076923076923,1.07692307692308,4.13186813186813,12.1776556776557,2.04395604395604,0.571428571428572,0.586080586080586
"new.4954",2020-03-10,"SOUTH WEST",1.07692307692308,3.61538461538462,6.41666666666667,-0.384615384615385,0.307692307692308,1.15384615384615,0.296703296703297,4.49450549450549,11.8562271062271,1.24175824175824,0.0769230769230774,0.84981684981685
"new.4942",2020-03-11,"SOUTH WEST",0.307692307692308,3.38461538461539,14.4166666666667,0.0769230769230769,-0.307692307692308,1.07692307692308,-0.681318681318681,5.16483516483517,11.6034798534799,-0.406593406593407,-0.395604395604395,1.14652014652015
"new.4943",2020-03-12,"SOUTH WEST",-0.384615384615385,8.46153846153846,11.9166666666667,-1.61538461538462,-0.615384615384615,1.53846153846154,-2.71428571428571,5.79120879120879,9.0540293040293,-2.46153846153846,-1.26373626373626,1.52747252747253
"new.5012",2020-03-13,"SOUTH WEST",-2.38461538461538,7.61538461538461,19.5,-1,-2.92307692307692,2,-2.62637362637363,8.02197802197802,16.1730769230769,-3.24175824175824,-2.18681318681319,1.74725274725275
"new.5013",2020-03-14,"SOUTH WEST",-5.61538461538461,7.07692307692308,8.84615384615385,-6.76923076923077,-1.07692307692308,2,-4.48351648351648,11.010989010989,17.4349816849817,-6.03296703296703,-4.05494505494505,2.51648351648352
"new.5014",2020-03-15,"SOUTH WEST",-11.3076923076923,6.46153846153846,-8.38461538461539,-8.23076923076923,-4.53846153846154,2,-7.54945054945055,13.2967032967033,15.3278388278388,-10.043956043956,-7.07692307692308,3.8021978021978
"new.5015",2020-03-16,"SOUTH WEST",-0.076923076923077,19.5384615384615,60.5,-4.76923076923077,-6.15384615384615,2.46153846153846,-10.6923076923077,14.989010989011,13.970695970696,-14.2527472527473,-10.7032967032967,5.24175824175824
"new.5097",2020-03-17,"SOUTH WEST",-11.9230769230769,24.5384615384615,15.25,-19.9230769230769,-12.7692307692308,6.53846153846154,-14.5274725274725,14.9450549450549,12.518315018315,-18.9010989010989,-14.2417582417582,6.7032967032967
"new.5098",2020-03-18,"SOUTH WEST",-21.1538461538462,19.3846153846154,-0.333333333333333,-28,-21.4615384615385,10.0769230769231,-20.8351648351648,14.0989010989011,12.3736263736264,-23.3516483516484,-17.6263736263736,7.8981018981019
"new.5389",2020-03-19,"SOUTH WEST",-22.3846153846154,20.3076923076923,2.41666666666667,-31.0769230769231,-26,11.6153846153846,-27.2087912087912,11.1318681318681,17.797619047619,-27.1538461538462,-21.1978021978022,8.71238761238761
"new.5390",2020-03-20,"SOUTH WEST",-29.2307692307692,7.30769230769231,9.33333333333333,-33.5384615384615,-27.6923076923077,12.2307692307692,-33.5274725274725,7.12087912087912,11.8095238095238,-32.6593406593407,-26.5384615384615,10.6464535464535
"new.5320",2020-03-21,"SOUTH WEST",-49.7692307692308,1.15384615384615,7.83333333333333,-37.9230769230769,-24.7692307692308,10.3636363636364,-42.0879120879121,-0.0879120879120893,8.76190476190476,-38.1428571428571,-32.8571428571429,12.9761238761239
"new.5321",2020-03-22,"SOUTH WEST",-55.9230769230769,-14.3076923076923,29.5833333333333,-34.8461538461538,-29.5384615384615,7.7,-49.7802197802198,-6.93406593406594,7.13095238095238,-43.1428571428571,-38.8241758241758,15.1739260739261
"new.5322",2020-03-23,"SOUTH WEST",-44.3076923076923,-8.53846153846154,18.5833333333333,-43.3076923076923,-43.5384615384615,16,-57.3516483516484,-14.1758241758242,6.29761904761905,-47.8901098901099,-44.4285714285714,17.2728271728272
"new.5323",2020-03-24,"SOUTH WEST",-71.8461538461538,-25.9230769230769,-6.08333333333333,-58.3076923076923,-57,22.8461538461538,-64.2857142857143,-19.8131868131868,1.42857142857143,-52.6263736263736,-49.8461538461538,19.4046953046953
"new.5324",2020-03-25,"SOUTH WEST",-75,-28.5384615384615,-11.75,-63,-63.2307692307692,25.4615384615385,-69.3406593406593,-25.9230769230769,-6.98717948717949,-57.3186813186813,-54.4175824175824,20.6543345543346
"new.5325",2020-03-26,"SOUTH WEST",-75.3846153846154,-30.3846153846154,-3.41666666666667,-64.3076923076923,-65.2307692307692,26.3076923076923,-73.5934065934066,-30.6923076923077,-18.0045787545788,-62.6703296703297,-58.0549450549451,21.717599860457
"new.5066",2020-03-27,"SOUTH WEST",-77.7692307692308,-32.1538461538462,-24.75,-66.6923076923077,-65.6153846153846,27.1538461538462,-78.0879120879121,-34.4065934065934,-24.6117216117216,-66.1538461538462,-61.5494505494505,23.1022152450724
"new.5067",2020-03-28,"SOUTH WEST",-85.1538461538462,-41.6153846153846,-51.0769230769231,-70.7692307692308,-56.7692307692308,19.1111111111111,-78.4725274725275,-35.1538461538462,-25.6831501831502,-67.3076923076923,-63.2087912087912,23.5967207395779
"new.4987",2020-03-29,"SOUTH WEST",-85.6923076923077,-47.6923076923077,-47.5384615384615,-72.3076923076923,-55,15.1428571428571,-78.7032967032967,-36.021978021978,-28.040293040293,-68.032967032967,-63.9340659340659,23.8604570033141
"new.4988",2020-03-30,"SOUTH WEST",-75.7692307692308,-34.5384615384615,-27.6666666666667,-67.6923076923077,-68,25.6923076923077,-78.7802197802198,-36.4175824175824,-29.8736263736264,-68.5714285714286,-64.4065934065934,24.0252921681493
"new.5029",2020-03-31,"SOUTH WEST",-74.5384615384615,-31.1538461538462,-13.5833333333333,-66.3846153846154,-68.6153846153846,26.3076923076923,-78.7032967032967,-36.4065934065934,-29.0521978021978,-68.6043956043956,-64.6813186813187,24.0802372230944
"new.5030",2020-04-01,"SOUTH WEST",-76.6153846153846,-34.6153846153846,-28.25,-68.0769230769231,-68.3076923076923,27.3076923076923,-78.4175824175824,-35.9450549450549,-26.5796703296703,-68.0549450549451,-64.5604395604396,24.0008721437293
"new.5031",2020-04-02,"SOUTH WEST",-75.9230769230769,-33.1538461538462,-16.25,-68.0769230769231,-68.5384615384615,27.4615384615385,-78.1428571428571,-35.3846153846154,-24.3379120879121,-67.2857142857143,-64.3736263736264,23.9600558171987
"new.5032",2020-04-03,"SOUTH WEST",-77.2307692307692,-32.0769230769231,-19,-66.9230769230769,-67.5384615384615,27.5384615384615,-77.9230769230769,-35.0879120879121,-21.9331501831502,-67.032967032967,-64.4615384615385,23.9270887842316
"new.4993",2020-04-04,"SOUTH WEST",-83.1538461538462,-38.3846153846154,-33.7692307692308,-66.9230769230769,-55.9230769230769,18.5555555555556,-78.021978021978,-35.1318681318681,-21.1236263736264,-66.6923076923077,-64.5274725274725,23.9380777952207
"new.4967",2020-04-05,"SOUTH WEST",-83.7692307692308,-43.7692307692308,-31.8461538461538,-66.9230769230769,-53.6923076923077,14.8571428571429,-77.8241758241758,-34.3516483516484,-19.3736263736264,-66.032967032967,-64.5934065934066,23.8062096633525
"new.4955",2020-04-06,"SOUTH WEST",-74.2307692307692,-32.4615384615385,-10.8333333333333,-65.9230769230769,-68.6153846153846,25.4615384615385,-77.2527472527472,-32.4945054945055,-17.290293040293,-65.1208791208791,-64.6153846153846,23.6193964765393
"new.4956",2020-04-07,"SOUTH WEST",-75.2307692307692,-31.4615384615385,-7.91666666666667,-64,-69.0769230769231,26.3846153846154,-77.6813186813187,-33.2307692307692,-16.5879120879121,-65.7252747252747,-66.5714285714286,24.1528630100059
"new.4957",2020-04-08,"SOUTH WEST",-75.2307692307692,-29.1538461538462,-16,-63.4615384615385,-68.7692307692308,26.3846153846154,-77.6153846153846,-32.6483516483516,-16.6318681318681,-65.4725274725275,-66.7362637362637,24.1528630100059
"new.4958",2020-04-09,"SOUTH WEST",-71.9230769230769,-20.1538461538462,-1.66666666666667,-61.6923076923077,-68.6923076923077,26.1538461538462,-78.5494505494505,-35.967032967033,-16.2032967032967,-65.3736263736264,-67.4725274725275,24.2549038263324
"new.4959",2020-04-10,"SOUTH WEST",-80.2307692307692,-37.2307692307692,-14.0833333333333,-71.1538461538462,-81.2307692307692,31.2727272727273,-79.3736263736264,-37.3736263736264,-16.3342490842491,-66.4615384615385,-69.5824175824176,24.9811775526061
"new.5123",2020-04-11,"SOUTH WEST",-82.6923076923077,-34.3076923076923,-34.0769230769231,-65.1538461538462,-57.0769230769231,18.5555555555556,-78.978021978022,-36.7252747252747,-16.1080586080586,-66.2637362637363,-69.3956043956044,24.904254475683
"new.5124",2020-04-12,"SOUTH WEST",-90.3076923076923,-67,-28.8461538461538,-66.2307692307692,-58.8461538461538,15.5714285714286,-78.8681318681319,-36.8461538461538,-15.5128205128205,-66.1428571428571,-69.2197802197802,24.9372215086501
"new.5125",2020-04-13,"SOUTH WEST",-80,-42.3076923076923,-11.75,-73.5384615384615,-83.3846153846154,30.5454545454545,-79.1538461538462,-38.2527472527473,-15.2509157509158,-66.3186813186813,-69.010989010989,25.0361226075512
"new.5126",2020-04-14,"SOUTH WEST",-72.4615384615385,-26.9230769230769,-6.33333333333333,-62.6153846153846,-67.7692307692308,25.8461538461538,-79.0659340659341,-38.1538461538462,-20.239010989011,-66.2747252747253,-67.0879120879121,24.6674912389198
"new.5127",2020-04-15,"SOUTH WEST",-74.4615384615385,-30,-11.8333333333333,-62.6153846153846,-67.5384615384615,26.6153846153846,-79.1538461538462,-39.0769230769231,-22.5247252747253,-66.7692307692308,-66.5934065934066,24.7309833024119
"new.5128",2020-04-16,"SOUTH WEST",-73.9230769230769,-30,0.166666666666667,-62.9230769230769,-67.2307692307692,26.8461538461538,-77.9450549450549,-35.5494505494505,-19.8983516483516,-66.021978021978,-65.1758241758242,24.5382395382395
"new.5129",2020-04-17,"SOUTH WEST",-79.6153846153846,-36.5384615384615,-49,-70.8461538461538,-67.7692307692308,28.6923076923077,-76.8791208791209,-34.2087912087912,-17.6245421245421,-64.2417582417582,-62.6373626373626,23.7130647130647
"new.5130",2020-04-18,"SOUTH WEST",-83.3076923076923,-40.7692307692308,-50.0769230769231,-68.6153846153846,-53.6153846153846,19,-76.8901098901099,-34.7472527472527,-15.2078754578755,-63.9340659340659,-62.3626373626374,23.6800976800977
"new.5131",2020-04-19,"SOUTH WEST",-81.8461538461539,-42.3076923076923,-10.4615384615385,-61,-48.9230769230769,14.2222222222222,-76.8021978021978,-34.9230769230769,-13.4697802197802,-63.5604395604396,-62.1098901098901,23.6031746031746
"new.5132",2020-04-20,"SOUTH WEST",-72.5384615384615,-32.9230769230769,4.16666666666667,-61.0769230769231,-65.6153846153846,24.7692307692308,-76.5934065934066,-34.7582417582418,-11.0888278388278,-63.1428571428571,-61.8681318681319,23.4822954822955
"new.5133",2020-04-21,"SOUTH WEST",-72.5384615384615,-30.6923076923077,10.5833333333333,-60.4615384615385,-65.8461538461538,25.6153846153846,-75.7912087912088,-33.8681318681319,-4.71978021978022,-61.7912087912088,-61.4615384615385,23.1746031746032
"new.5134",2020-04-22,"SOUTH WEST",-73.8461538461538,-31.2307692307692,0.333333333333333,-60,-65.7692307692308,26.0769230769231,-75.2417582417582,-33.0659340659341,-0.565934065934067,-60.5384615384615,-61.021978021978,22.9174603174603
"new.5135",2020-04-23,"SOUTH WEST",-72.4615384615385,-28.8461538461538,16.8333333333333,-60,-65.5384615384615,26,-74.9120879120879,-32.5604395604396,-0.154761904761905,-60.021978021978,-60.8241758241758,22.7904761904762
"new.5136",2020-04-24,"SOUTH WEST",-74,-30.3076923076923,-4.41666666666667,-61.3846153846154,-64.9230769230769,26.5384615384615,-74.5934065934066,-32.3406593406593,-0.250000000000001,-59.7032967032967,-60.6263736263736,22.7355311355311
"new.5137",2020-04-25,"SOUTH WEST",-79.4615384615385,-35.1538461538462,-21,-59.8461538461538,-50.5384615384615,17.2,-74.9450549450549,-32.9340659340659,-7.38827838827839,-60.5384615384615,-60.6043956043956,22.570695970696
"new.5222",2020-04-26,"SOUTH WEST",-79.5384615384615,-38.7692307692308,-7.58333333333333,-57.3846153846154,-47.5384615384615,13.3333333333333,-75.010989010989,-33.0769230769231,-11.2161172161172,-61,-60.4615384615385,22.63663003663
"new.5223",2020-04-27,"SOUTH WEST",-70.3076923076923,-31.3846153846154,3.5,-58.8461538461538,-64.2307692307692,24.3846153846154,-75.5054945054945,-33.3846153846154,-17.8956043956044,-61.5494505494506,-60.4395604395604,22.7355311355311
"new.5263",2020-04-28,"SOUTH WEST",-75,-34.8461538461538,-39.3846153846154,-66.3076923076923,-65.6923076923077,24.4615384615385,-75.6923076923077,-33.3846153846154,-19.0888278388278,-61.4175824175824,-60.2417582417582,22.7025641025641
"new.5264",2020-04-29,"SOUTH WEST",-74.3076923076923,-32.2307692307692,-26.4615384615385,-63.2307692307692,-64.7692307692308,26.5384615384615,-75.7142857142857,-33.2087912087912,-18.0054945054945,-60.9340659340659,-60.043956043956,22.659706959707
"new.5265",2020-04-30,"SOUTH WEST",-75.9230769230769,-31,-29.9230769230769,-63.8461538461538,-65.3846153846154,26.6923076923077,-76.0549450549451,-33.5384615384615,-21.2078754578755,-61.3406593406593,-60.0989010989011,22.7866910866911
"new.5142",2020-05-01,"SOUTH WEST",-75.3076923076923,-30.3076923076923,-12.7692307692308,-60.4615384615385,-63.5384615384615,26.3076923076923,-76.0879120879121,-33.3076923076923,-20.0054945054945,-61.043956043956,-59.9120879120879,22.676800976801
"new.5143",2020-05-02,"SOUTH WEST",-79.6153846153846,-33.9230769230769,-13.4166666666667,-56.4615384615385,-49.1538461538462,16.9,-75.7582417582418,-32.6263736263736,-15.4981684981685,-60.1758241758242,-59.6263736263736,22.7757020757021
"new.5104",2020-05-03,"SOUTH WEST",-81.9230769230769,-41.0769230769231,-30,-60.2307692307692,-47.9230769230769,14.2222222222222,-75.2967032967033,-31.6703296703297,-9.58699633699634,-58.9120879120879,-59.2967032967033,22.4570207570208
"new.5105",2020-05-04,"SOUTH WEST",-70.5384615384615,-29.7692307692308,11.9166666666667,-56.7692307692308,-62.9230769230769,23.6153846153846,-74.1868131868132,-29.7912087912088,-1.90750915750916,-57.5604395604396,-58.9010989010989,22.0614163614164
"new.5106",2020-05-05,"SOUTH WEST",-72.6923076923077,-30.0769230769231,-7.83333333333333,-60.2307692307692,-63.6923076923077,25.1538461538462,-74.4505494505495,-30.2417582417582,2.36904761904762,-57.989010989011,-60.956043956044,22.4720057720058
"new.5326",2020-05-06,"SOUTH WEST",-71.0769230769231,-25.5384615384615,14.9166666666667,-54.3846153846154,-62.4615384615385,24.3076923076923,-74.3846153846154,-29.956043956044,4.04761904761905,-57.7252747252747,-60.9450549450549,22.3720057720058
"new.5327",2020-05-07,"SOUTH WEST",-68.1538461538462,-17.8461538461538,23.8333333333333,-54.3846153846154,-62.6153846153846,23.9230769230769,-74.2747252747253,-29.6483516483516,4.21245421245421,-57.7252747252747,-60.6153846153846,22.2926406926407
"new.5328",2020-05-08,"SOUTH WEST",-77.1538461538461,-33.4615384615385,17.1666666666667,-63.4615384615385,-77.9230769230769,29.1818181818182,-74.021978021978,-29.2967032967033,2.84340659340659,-57.6373626373626,-60.4065934065934,22.2486846486846
"new.5329",2020-05-09,"SOUTH WEST",-79.1538461538462,-31.9230769230769,-1.66666666666667,-54.6153846153846,-49.0769230769231,16.2,-73.2527472527473,-28.3736263736264,8.67673992673993,-56.5054945054945,-59.9450549450549,21.9739593739594
"new.5235",2020-05-10,"SOUTH WEST",-81.1538461538462,-38.9230769230769,-28.8461538461538,-60.2307692307692,-45.6153846153846,13.6666666666667,-72.989010989011,-28.4065934065934,8.54578754578755,-56.2967032967033,-59.6373626373626,21.8860472860473
"new.5236",2020-05-11,"SOUTH WEST",-68.7692307692308,-27.3076923076923,2.33333333333333,-56.1538461538462,-61.4615384615385,23.3076923076923,-72.7692307692308,-28.989010989011,12.8195970695971,-55.6263736263736,-59.2527472527473,21.578354978355
"new.5237",2020-05-12,"SOUTH WEST",-67.3076923076923,-23.6153846153846,33,-52.3076923076923,-60.4615384615385,23.2307692307692,-71.6263736263736,-27.6153846153846,16.4267399267399,-53.7142857142857,-56.5934065934066,20.6952380952381
"new.5238",2020-05-13,"SOUTH WEST",-69.2307692307692,-25.7692307692308,14,-52.9230769230769,-60.3076923076923,23.6923076923077,-71,-26.9120879120879,19.9505494505495,-52.4175824175824,-55.7692307692308,20.4069264069264
"new.5239",2020-05-14,"SOUTH WEST",-66.6153846153846,-21.9230769230769,53.75,-49.6923076923077,-59.9230769230769,21.7692307692308,-69.9340659340659,-25.4945054945055,29.8928571428571,-49.8351648351648,-54.8021978021978,20.041847041847
"new.5240",2020-05-15,"SOUTH WEST",-69.1538461538462,-23.8461538461538,42.4166666666667,-50.0769230769231,-59.3076923076923,23,-69,-24.6593406593407,38.4945887445887,-48.5384615384615,-54.2967032967033,19.6792096792097
"new.5241",2020-05-16,"SOUTH WEST",-74.7692307692308,-27,23,-45.5384615384615,-43.3076923076923,14.1818181818182,-68.4505494505495,-24.1538461538462,43.7564935064935,-47.5494505494506,-53.956043956044,19.4154734154734
"new.5242",2020-05-17,"SOUTH WEST",-73.6923076923077,-29,40.75,-42.1538461538462,-38.8461538461538,11.1111111111111,-67.7142857142857,-23.0549450549451,53.5064935064935,-46.2307692307692,-53.6373626373626,19.0638250638251
"new.5243",2020-05-18,"SOUTH WEST",-62.2307692307692,-21.4615384615385,62.5454545454545,-47.0769230769231,-57.9230769230769,20.7692307692308,-67.2197802197802,-22.4285714285714,56.7088744588745,-45.6593406593407,-53.3626373626374,19.0528360528361
"new.5244",2020-05-19,"SOUTH WEST",-63.4615384615385,-20.0769230769231,69.8333333333333,-45.3846153846154,-58.0769230769231,21.3846153846154,-66.8571428571429,-21.967032967033,54.5064935064935,-45.6703296703297,-53.0769230769231,18.986901986902
"new.5245",2020-05-20,"SOUTH WEST",-64.0769230769231,-18.0769230769231,82.25,-43.6923076923077,-58.0769230769231,21.2307692307692,-66.6153846153846,-21.6703296703297,51.2564935064935,-46.1428571428571,-52.7252747252747,19.0648240648241
"new.5246",2020-05-21,"SOUTH WEST",-63.1538461538462,-17.5384615384615,76.1666666666667,-45.6923076923077,-58,21.6923076923077,-66.0769230769231,-20.8461538461538,54.982683982684,-45.1208791208791,-52.3186813186813,18.8346653346653
"new.5247",2020-05-22,"SOUTH WEST",-66.6153846153846,-20.6153846153846,27,-50.1538461538462,-57.3076923076923,22.5384615384615,-66.3186813186813,-21.2307692307692,69.5297619047619,-45.0659340659341,-55.2967032967033,19.2442557442557
"new.5248",2020-05-23,"SOUTH WEST",-73.0769230769231,-24.9230769230769,0.25,-48.8461538461538,-40.8461538461538,14.7272727272727,-65.5934065934066,-20.1978021978022,73.9583333333333,-44.5164835164835,-55.1868131868132,19.0354645354645
"new.5249",2020-05-24,"SOUTH WEST",-69.9230769230769,-23.2307692307692,66.8333333333333,-35,-36,9.5,-65.1538461538462,-19.8791208791209,74.7440476190476,-44.2417582417582,-55,18.8926073926074
"new.5250",2020-05-25,"SOUTH WEST",-63.9230769230769,-24.1538461538462,164.375,-46.6923076923077,-78.7692307692308,23.6363636363636,-64.7252747252747,-19.2857142857143,78.7083333333333,-43.7032967032967,-54.7912087912088,18.7167832167832
"new.5251",2020-05-26,"SOUTH WEST",-58.3846153846154,-12.8461538461538,100.833333333333,-41.5384615384615,-57.3076923076923,19.9230769230769,-64.1648351648352,-18.4065934065934,86.8382034632035,-42.4175824175824,-54.5274725274725,18.3761238761239
"new.5252",2020-05-27,"SOUTH WEST",-61,-15.8461538461538,87.75,-41.7692307692308,-56.7692307692308,20.2307692307692,-63.7142857142857,-17.4065934065934,95.6715367965368,-40.3736263736264,-53.2087912087912,17.8826173826174
"new.5253",2020-05-28,"SOUTH WEST",-60.1538461538462,-13.3846153846154,103.916666666667,-41.9230769230769,-56.5384615384615,20.4615384615385,-63.5164835164835,-17,96.6001082251082,-39.8021978021978,-52.043956043956,17.7111888111888
"new.5254",2020-05-29,"SOUTH WEST",-62.6923076923077,-14.4615384615385,83.9090909090909,-41.1538461538462,-55.4615384615385,20.1538461538462,-62.4175824175824,-15.5164835164835,86.0919913419913,-38.4505494505495,-48.1648351648352,16.8510489510489
"new.5255",2020-05-30,"SOUTH WEST",-69.9230769230769,-17.9230769230769,62.0833333333333,-34.5384615384615,-31.6153846153846,11.2727272727273,-62.3296703296703,-15.7692307692308,87.8658008658009,-37.6373626373626,-47.3956043956044,16.5983016983017
"new.5256",2020-05-31,"SOUTH WEST",-68.5384615384615,-20.3846153846154,73.3333333333333,-31,-27.8461538461538,8.3,-62.6923076923077,-16.6373626373626,73.8062770562771,-38.7362637362637,-46.8901098901099,16.7851148851149
"new.5257",2020-06-01,"SOUTH WEST",-56.2307692307692,-13.7692307692308,90.8181818181818,-37.2307692307692,-51.6153846153846,17.6153846153846,-62.6813186813187,-17.0769230769231,64.9253246753247,-38.8901098901099,-46.1978021978022,16.7521478521479
"new.5258",2020-06-02,"SOUTH WEST",-57.7692307692308,-14.6153846153846,113.25,-35.8461538461538,-51.9230769230769,18.1538461538462,-62.7032967032967,-17.5714285714286,58.6168831168831,-39.5274725274725,-45.5824175824176,16.7411588411588
"new.5259",2020-06-03,"SOUTH WEST",-63.5384615384615,-21.9230769230769,-10.6666666666667,-49.4615384615385,-53.2307692307692,21.5384615384615,-62.7582417582418,-18.3076923076923,48.7588245088245,-41.6263736263736,-45.9010989010989,17.0528471528472
"new.5260",2020-06-04,"SOUTH WEST",-60.0769230769231,-16.4615384615385,41.75,-43,-51.6923076923077,20.2307692307692,-62.4175824175824,-18.5714285714286,45.9135864135864,-42.043956043956,-45.6373626373626,17.10999000999
"new.5261",2020-06-05,"SOUTH WEST",-62.8461538461538,-17.9230769230769,39.75,-45.6153846153846,-51.1538461538462,20.0769230769231,-62.3296703296703,-19.1208791208791,42.0174825174825,-42.7252747252747,-45.3846153846154,17.1759240759241
"new.5262",2020-06-06,"SOUTH WEST",-70.3076923076923,-23.0769230769231,-6.92307692307692,-49.2307692307692,-33.8461538461538,13.4545454545455,-62.1868131868132,-19.4065934065934,37.1127206127206,-43.4835164835165,-45.1208791208791,17.2198801198801
"new.5510",2020-06-07,"SOUTH WEST",-66.1538461538462,-22.2307692307692,53.4166666666667,-33.9230769230769,-26,8.7,-61.7802197802198,-19.0989010989011,40.6603396603397,-43.2087912087912,-44.7692307692308,17.0330669330669
"new.5511",2020-06-08,"SOUTH WEST",-55.6153846153846,-17.6153846153846,63.5454545454545,-42,-49.8461538461538,18.0769230769231,-61.7252747252747,-19.3406593406593,37.1008158508158,-44.1648351648352,-44.6483516483516,17.088011988012
"new.5512",2020-06-09,"SOUTH WEST",-56.7692307692308,-16.6153846153846,78.9166666666667,-41.1538461538462,-50.0769230769231,18.4615384615385,-61.7032967032967,-19.7252747252747,32.2198634698635,-44.8791208791209,-44.4835164835165,17.1759240759241
"new.5513",2020-06-10,"SOUTH WEST",-60.6923076923077,-19.7692307692308,14.1666666666667,-47.5384615384615,-50.7692307692308,20.2307692307692,-61.0879120879121,-19.1758241758242,37.2088744588745,-43.8241758241758,-43.2197802197802,16.8642357642358
"new.5514",2020-06-11,"SOUTH WEST",-59.6923076923077,-18.1538461538462,16.8333333333333,-49.6923076923077,-50.8461538461538,20.6153846153846,-60.8571428571429,-19.1098901098901,37.6612554112554,-44.2527472527473,-42.4835164835165,16.7642357642358
"new.5515",2020-06-12,"SOUTH WEST",-62.6923076923077,-20.6153846153846,5.58333333333333,-50.6153846153846,-50,20.6923076923077,-59.4725274725275,-18.6923076923077,41.4274891774892,-43.6263736263736,-42.2197802197802,16.5224775224775
"new.5516",2020-06-13,"SOUTH WEST",-66,-19.2307692307692,28,-41.8461538461538,-25,11.2727272727273,-58.4835164835165,-18.3736263736264,39.6298701298701,-43.5714285714286,-42.010989010989,16.4455544455544
"new.5517",2020-06-14,"SOUTH WEST",-64.5384615384615,-21.7692307692308,56.5833333333333,-36.9230769230769,-20.8461538461538,8,-57.3296703296703,-17.9450549450549,41.8679653679654,-42.8461538461538,-41.7472527472527,16.2477522477522
"new.5518",2020-06-15,"SOUTH WEST",-45.9230769230769,-14.6923076923077,89.9090909090909,-37.6153846153846,-48,16.3846153846154,-56.8131868131868,-18.043956043956,37.6500166500166,-42.8901098901099,-41.7032967032967,16.1708291708292
"new.5690",2020-06-16,"SOUTH WEST",-49.8461538461538,-14.3846153846154,66.3333333333333,-40.7692307692308,-48.6153846153846,17.9230769230769,-55.5054945054945,-16.8681318681319,41.5428737928738,-41.7472527472527,-41.4615384615385,15.7862137862138
"new.5691",2020-06-17,"SOUTH WEST",-52.6153846153846,-16.7692307692308,29.8333333333333,-42.4615384615385,-48.9230769230769,18.8461538461538,-54.3626373626374,-15.8021978021978,44.2571595071595,-40.6263736263736,-40.8791208791209,15.4485514485514
"new.5692",2020-06-18,"SOUTH WEST",-56.0769230769231,-18.8461538461538,-12.6923076923077,-50,-50.5384615384615,20.0769230769231,-53.5824175824176,-15.0659340659341,43.8881118881119,-39.5824175824176,-39.7252747252747,15.2147852147852
"new.5693",2020-06-19,"SOUTH WEST",-53.5384615384615,-12.3846153846154,32.8333333333333,-42.6153846153846,-48.3076923076923,18,-53.5384615384615,-14.9340659340659,44.6153846153846,-39.3406593406593,-39.8241758241758,15.1378621378621
"new.5694",2020-06-20,"SOUTH WEST",-58,-11.7692307692308,47,-34,-20.9230769230769,8.90909090909091,-53.0879120879121,-14.2417582417582,52.6456876456876,-38.2747252747253,-39.8021978021978,14.8081918081918
"new.5695",2020-06-21,"SOUTH WEST",-59.0769230769231,-16.6153846153846,54,-29.6153846153846,-12.7692307692308,6.36363636363636,-52.6813186813187,-12.989010989011,64.979020979021,-36.7472527472527,-39.5824175824176,14.3356643356643
"new.5696",2020-06-22,"SOUTH WEST",-45.6153846153846,-13.7692307692308,95,-35.9230769230769,-48.6923076923077,15.8461538461538,-51.6043956043956,-11.1318681318681,85.4945887445887,-34.2637362637363,-39.1648351648352,13.7202797202797
"new.5697",2020-06-23,"SOUTH WEST",-46.6923076923077,-9.53846153846154,122.545454545455,-33.3076923076923,-48.4615384615385,15.6153846153846,-51.2747252747253,-10.8131868131868,90.0248917748918,-33.5384615384615,-38.9450549450549,13.5004995004995
"new.5698",2020-06-24,"SOUTH WEST",-49.7692307692308,-8,116.166666666667,-31.7692307692308,-47.3846153846154,15.5384615384615,-51.3956043956044,-11.5934065934066,82.9589577089577,-34.5934065934066,-39.5494505494505,13.7992007992008
"new.5699",2020-06-25,"SOUTH WEST",-48.5384615384615,-5.84615384615385,130.916666666667,-32.6153846153846,-47.6153846153846,15.7692307692308,-51.1318681318681,-11.989010989011,80.0798368298368,-35.3186813186813,-40.1758241758242,13.955044955045
