"","mob_index","r_index"
"539",328,286
"540",328,287
"541",328,288
"542",328,289
"543",328,290
"544",328,291
"545",328,292
"546",328,293
"547",328,294
"548",328,295
"549",328,296
"550",328,297
"551",328,298
"552",328,299
"553",328,300
"554",328,301
"555",328,302
"556",328,303
"557",328,304
"558",328,305
"559",328,306
"560",328,307
"561",328,308
"562",328,309
"563",328,310
"564",328,311
"565",329,312
"566",329,313
"567",329,314
"568",329,315
"569",329,316
"570",329,317
"571",329,318
"572",329,319
"573",329,320
"574",329,321
"575",329,322
"576",329,323
"577",329,324
"578",329,325
"579",329,326
"580",329,327
"581",329,328
"582",329,329
"583",329,330
"584",329,331
"585",329,332
"586",329,333
"587",329,334
"588",329,335
"589",329,336
"590",329,337
"591",329,338
"592",329,339
"593",330,340
"594",330,341
"595",330,342
"596",330,343
"597",330,344
"598",330,345
"599",331,345
"600",332,345
"601",333,345
"602",334,345
"603",335,345
"604",336,345
"605",337,345
"606",338,345
"607",339,345
"608",340,345
"609",341,345
"610",342,345
"611",343,345
"612",344,345
"613",345,345
