"","ccf","lag","upper_ci","lower_ci"
"1",-0.23073794160868,-100,0.125217505796654,-0.125217505796654
"2",-0.217792617334256,-99,0.124962739498557,-0.124962739498557
"3",-0.205283781449291,-98,0.124709521934413,-0.124709521934413
"4",-0.193020087360558,-97,0.124457837476193,-0.124457837476193
"5",-0.181065352773879,-96,0.124207670715761,-0.124207670715761
"6",-0.169568477371929,-95,0.123959006460912,-0.123959006460912
"7",-0.15871290186566,-94,0.123711829731495,-0.123711829731495
"8",-0.148510847944032,-93,0.123466125755624,-0.123466125755624
"9",-0.139172320234182,-92,0.123221879965972,-0.123221879965972
"10",-0.130569347762554,-91,0.122979077996137,-0.122979077996137
"11",-0.122906102802813,-90,0.122737705677102,-0.122737705677102
"12",-0.11635689260291,-89,0.122497749033753,-0.122497749033753
"13",-0.11088644036267,-88,0.122259194281487,-0.122259194281487
"14",-0.106474554010921,-87,0.122022027822882,-0.122022027822882
"15",-0.103173546958742,-86,0.121786236244443,-0.121786236244443
"16",-0.100931939751854,-85,0.121551806313416,-0.121551806313416
"17",-0.0996629884988125,-84,0.121318724974669,-0.121318724974669
"18",-0.0992339523128695,-83,0.121086979347636,-0.121086979347636
"19",-0.0995200422339681,-82,0.12085655672333,-0.12085655672333
"20",-0.100389154042827,-81,0.120627444561415,-0.120627444561415
"21",-0.101642334641354,-80,0.120399630487337,-0.120399630487337
"22",-0.103185150213059,-79,0.120173102289521,-0.120173102289521
"23",-0.104845102460491,-78,0.119947847916618,-0.119947847916618
"24",-0.106422209620784,-77,0.119723855474814,-0.119723855474814
"25",-0.10744806017086,-76,0.119501113225191,-0.119501113225191
"26",-0.107770331841463,-75,0.119279609581144,-0.119279609581144
"27",-0.106810446891855,-74,0.119059333105848,-0.119059333105848
"28",-0.104588027617515,-73,0.118840272509781,-0.118840272509781
"29",-0.100613182437026,-72,0.118622416648289,-0.118622416648289
"30",-0.0945986123612175,-71,0.118405754519209,-0.118405754519209
"31",-0.086158922079371,-70,0.118190275260533,-0.118190275260533
"32",-0.0752907026305469,-69,0.117975968148119,-0.117975968148119
"33",-0.0614973698184746,-68,0.117762822593454,-0.117762822593454
"34",-0.0451209911826771,-67,0.117550828141453,-0.117550828141453
"35",-0.026312225172388,-66,0.117339974468306,-0.117339974468306
"36",-0.0053538337513798,-65,0.117130251379365,-0.117130251379365
"37",0.0174469733355975,-64,0.116921648807077,-0.116921648807077
"38",0.0414974935033278,-63,0.116714156808952,-0.116714156808952
"39",0.0661254373467173,-62,0.11650776556557,-0.11650776556557
"40",0.0906338467998762,-61,0.116302465378634,-0.116302465378634
"41",0.114321718843771,-60,0.116098246669054,-0.116098246669054
"42",0.136614602499716,-59,0.115895099975069,-0.115895099975069
"43",0.157000112240553,-58,0.115693015950405,-0.115693015950405
"44",0.175018782893472,-57,0.115491985362473,-0.115491985362473
"45",0.190410748999013,-56,0.115291999090591,-0.115291999090591
"46",0.203074879376955,-55,0.115093048124252,-0.115093048124252
"47",0.213372281765653,-54,0.114895123561415,-0.114895123561415
"48",0.221518880335236,-53,0.114698216606833,-0.114698216606833
"49",0.227702881310318,-52,0.114502318570413,-0.114502318570413
"50",0.232257199015168,-51,0.114307420865603,-0.114307420865603
"51",0.235587695737775,-50,0.11411351500781,-0.11411351500781
"52",0.238015202199381,-49,0.113920592612854,-0.113920592612854
"53",0.239918569103719,-48,0.113728645395441,-0.113728645395441
"54",0.24175000122565,-47,0.113537665167667,-0.113537665167667
"55",0.244012358904148,-46,0.113347643837556,-0.113347643837556
"56",0.246354158694746,-45,0.113158573407617,-0.113158573407617
"57",0.248830893205748,-44,0.11297044597343,-0.11297044597343
"58",0.251459803329669,-43,0.112783253722258,-0.112783253722258
"59",0.25429243174618,-42,0.112596988931686,-0.112596988931686
"60",0.25728226169212,-41,0.112411643968282,-0.112411643968282
"61",0.259849366188897,-40,0.112227211286281,-0.112227211286281
"62",0.261819874509335,-39,0.112043683426298,-0.112043683426298
"63",0.26351028618256,-38,0.111861053014059,-0.111861053014059
"64",0.264868256313211,-37,0.111679312759157,-0.111679312759157
"65",0.265622219529808,-36,0.111498455453829,-0.111498455453829
"66",0.26555086667763,-35,0.111318473971755,-0.111318473971755
"67",0.264536040580446,-34,0.111139361266883,-0.111139361266883
"68",0.263185400111638,-33,0.110961110372262,-0.110961110372262
"69",0.261313353464727,-32,0.110783714398911,-0.110783714398911
"70",0.258958855679368,-31,0.1106071665347,-0.1106071665347
"71",0.256262320649044,-30,0.110431460043246,-0.110431460043246
"72",0.253659980808183,-29,0.110256588262839,-0.110256588262839
"73",0.251386340083552,-28,0.110082544605379,-0.110082544605379
"74",0.249769951958803,-27,0.109909322555335,-0.109909322555335
"75",0.249618681365611,-26,0.109736915668717,-0.109736915668717
"76",0.251288682851639,-25,0.109565317572073,-0.109565317572073
"77",0.254224554706029,-24,0.109394521961496,-0.109394521961496
"78",0.25844864621949,-23,0.109224522601655,-0.109224522601655
"79",0.264015365914579,-22,0.109055313324836,-0.109055313324836
"80",0.270890190178131,-21,0.108886888030003,-0.108886888030003
"81",0.278897483385823,-20,0.108719240681875,-0.108719240681875
"82",0.287594278325759,-19,0.108552365310016,-0.108552365310016
"83",0.296681372271409,-18,0.108386256007943,-0.108386256007943
"84",0.306403134463514,-17,0.108220906932248,-0.108220906932248
"85",0.316497853419231,-16,0.108056312301733,-0.108056312301733
"86",0.32665632795345,-15,0.107892466396564,-0.107892466396564
"87",0.336714098814014,-14,0.107729363557434,-0.107729363557434
"88",0.348185952659548,-13,0.107566998184742,-0.107566998184742
