"","series","date_series","type"
"1",-1.38300952317298,2020-05-15,"R(t)"
"2",-1.3614948435853,2020-05-16,"R(t)"
"3",-1.34389037908573,2020-05-17,"R(t)"
"4",-1.32211045674513,2020-05-18,"R(t)"
"5",-1.29179003233901,2020-05-19,"R(t)"
"6",-1.24006279288954,2020-05-20,"R(t)"
"7",-1.17516232472788,2020-05-21,"R(t)"
"8",-1.08894966921708,2020-05-22,"R(t)"
"9",-0.987284173994915,2020-05-23,"R(t)"
"10",-0.871484748123806,2020-05-24,"R(t)"
"11",-0.744704067367429,2020-05-25,"R(t)"
"12",-0.61244585560538,2020-05-26,"R(t)"
"13",-0.470166857277197,2020-05-27,"R(t)"
"14",-0.320828571408312,2020-05-28,"R(t)"
"15",-0.167763348307475,2020-05-29,"R(t)"
"16",-0.0121001870234566,2020-05-30,"R(t)"
"17",0.141619282038063,2020-05-31,"R(t)"
"18",0.292904111721473,2020-06-01,"R(t)"
"19",0.437793780795885,2020-06-02,"R(t)"
"20",0.578038765693693,2020-06-03,"R(t)"
"21",0.71457211583687,2020-06-04,"R(t)"
"22",0.841260876575123,2020-06-05,"R(t)"
"23",0.953077665813168,2020-06-06,"R(t)"
"24",1.04159108201596,2020-06-07,"R(t)"
"25",1.11603143133275,2020-06-08,"R(t)"
"26",1.17352477661476,2020-06-09,"R(t)"
"27",1.2105110635134,2020-06-10,"R(t)"
"28",1.23083281774913,2020-06-11,"R(t)"
"29",1.22555572654459,2020-06-12,"R(t)"
"30",1.19980935275209,2020-06-13,"R(t)"
"31",1.15169522733729,2020-06-14,"R(t)"
"32",1.08442975453639,2020-06-15,"R(t)"
