"","date_series","series","type"
"1",2020-05-15,-1.20690617172377,"Workplaces"
"2",2020-05-16,-1.13836329995,"Workplaces"
"3",2020-05-17,-1.07927449373802,"Workplaces"
"4",2020-05-18,-1.02965699661181,"Workplaces"
"5",2020-05-19,-0.978908034512726,"Workplaces"
"6",2020-05-20,-0.903788319984443,"Workplaces"
"7",2020-05-21,-0.847654617438652,"Workplaces"
"8",2020-05-22,-1.39689409955569,"Workplaces"
"9",2020-05-23,-1.37803820387029,"Workplaces"
"10",2020-05-24,-1.34034604715763,"Workplaces"
"11",2020-05-25,-1.29761374515212,"Workplaces"
"12",2020-05-26,-1.24614757035711,"Workplaces"
"13",2020-05-27,-0.985667149186845,"Workplaces"
"14",2020-05-28,-0.722361383101573,"Workplaces"
"15",2020-05-29,-0.0102067863787245,"Workplaces"
"16",2020-05-30,0.130177023232024,"Workplaces"
"17",2020-05-31,0.228695435614722,"Workplaces"
"18",2020-06-01,0.341696241870658,"Workplaces"
"19",2020-06-02,0.442329101876954,"Workplaces"
"20",2020-06-03,0.383927600423407,"Workplaces"
"21",2020-06-04,0.348984198948731,"Workplaces"
"22",2020-06-05,0.396791637391394,"Workplaces"
"23",2020-06-06,0.454328957245148,"Workplaces"
"24",2020-06-07,0.51012428907984,"Workplaces"
"25",2020-06-08,0.547891634065467,"Workplaces"
"26",2020-06-09,0.594150252763661,"Workplaces"
"27",2020-06-10,0.871126218344176,"Workplaces"
"28",2020-06-11,1.10323004276916,"Workplaces"
"29",2020-06-12,1.15486153314228,"Workplaces"
"30",2020-06-13,1.19188888613858,"Workplaces"
"31",2020-06-14,1.25575510617672,"Workplaces"
"32",2020-06-15,1.27387601670291,"Workplaces"
"33",2020-06-16,1.32286722028178,"Workplaces"
"34",2020-06-17,1.4139841544919,"Workplaces"
"35",2020-06-18,1.59514136815988,"Workplaces"
