"","mob_index","r_index"
"1",1,8
"2",2,8
"3",3,9
"4",4,9
"5",5,9
"6",6,9
"7",7,9
"8",8,9
"9",9,9
"10",10,9
"11",11,9
"12",12,9
"13",13,11
"14",14,13
"15",15,15
"16",16,17
"17",17,18
"18",18,19
"19",19,19
"20",20,19
"21",21,19
"22",22,19
"23",23,20
"24",24,20
"25",25,20
"26",26,21
"27",27,23
"28",28,25
"29",29,27
"30",30,28
"31",31,28
"32",32,28
"33",33,28
"34",34,28
"35",35,28
