"","week","week_start_date","region","type_mobility","mobility_av"
"results.5046",55,2020-12-30,"South West","retail_recreation_av",-49.0784929356358
"results.5047",55,2020-12-30,"South West","grocery_pharmacy_av",-16.7315541601256
"results.5048",55,2020-12-30,"South West","parks_av",18.032893297179
"results.5049",55,2020-12-30,"South West","transit_stations_av",-48.5243328100471
"results.5050",55,2020-12-30,"South West","workplaces_av",-41.2025117739403
"results.5051",55,2020-12-30,"South West","residential_av",15.0722135007849
"results.5052",55,2020-12-30,"West Midlands","retail_recreation",-61.9183673469388
"results.5053",55,2020-12-30,"West Midlands","grocery_pharmacy",-24.6326530612245
"results.5054",55,2020-12-30,"West Midlands","parks",-13.9591836734694
"results.5055",55,2020-12-30,"West Midlands","transit_stations",-59.2857142857143
"results.5056",55,2020-12-30,"West Midlands","workplaces",-39.3061224489796
"results.5057",55,2020-12-30,"West Midlands","residential",16.8775510204082
"results.5058",55,2020-12-30,"West Midlands","retail_recreation_av",-47.8542274052478
"results.5059",55,2020-12-30,"West Midlands","grocery_pharmacy_av",-16.7667638483965
"results.5060",55,2020-12-30,"West Midlands","parks_av",2.26482021379982
"results.5061",55,2020-12-30,"West Midlands","transit_stations_av",-50.5247813411079
"results.5062",55,2020-12-30,"West Midlands","workplaces_av",-37.7959183673469
"results.5063",55,2020-12-30,"West Midlands","residential_av",14.3032069970845
"results.5064",55,2020-12-30,"Yorkshire and the Humber","retail_recreation",-62.8214285714286
"results.5065",55,2020-12-30,"Yorkshire and the Humber","grocery_pharmacy",-23.25
"results.5066",55,2020-12-30,"Yorkshire and the Humber","parks",-19.8928571428571
"results.5067",55,2020-12-30,"Yorkshire and the Humber","transit_stations",-54.1428571428571
"results.5068",55,2020-12-30,"Yorkshire and the Humber","workplaces",-39.9821428571429
"results.5069",55,2020-12-30,"Yorkshire and the Humber","residential",16.3928571428571
"results.5070",55,2020-12-30,"Yorkshire and the Humber","retail_recreation_av",-47.9744897959184
"results.5071",55,2020-12-30,"Yorkshire and the Humber","grocery_pharmacy_av",-15.0102040816327
"results.5072",55,2020-12-30,"Yorkshire and the Humber","parks_av",-1.87755102040819
"results.5073",55,2020-12-30,"Yorkshire and the Humber","transit_stations_av",-45.8698979591837
"results.5074",55,2020-12-30,"Yorkshire and the Humber","workplaces_av",-37.9897959183673
"results.5075",55,2020-12-30,"Yorkshire and the Humber","residential_av",13.7418367346939
"results.5076",41,2021-01-06,"East","retail_recreation",-21.8285714285714
"results.5077",41,2021-01-06,"East","grocery_pharmacy",-9.82857142857143
"results.5078",41,2021-01-06,"East","parks",25.5841836734694
"results.5079",41,2021-01-06,"East","transit_stations",-35.1857142857143
"results.5080",41,2021-01-06,"East","workplaces",-21.3
"results.5081",41,2021-01-06,"East","residential",8.14285714285714
"results.5082",41,2021-01-06,"East","retail_recreation_av",-25.5897959183673
"results.5083",41,2021-01-06,"East","grocery_pharmacy_av",-8.91224489795918
"results.5084",41,2021-01-06,"East","parks_av",19.6421525753158
"results.5085",41,2021-01-06,"East","transit_stations_av",-38.930612244898
"results.5086",41,2021-01-06,"East","workplaces_av",-28.5204081632653
"results.5087",41,2021-01-06,"East","residential_av",10.1469387755102
"results.5088",41,2021-01-06,"East Midlands","retail_recreation",-25.5674603174603
"results.5089",41,2021-01-06,"East Midlands","grocery_pharmacy",-8.83928571428571
"results.5090",41,2021-01-06,"East Midlands","parks",27.015306122449
"results.5091",41,2021-01-06,"East Midlands","transit_stations",-30.5
"results.5092",41,2021-01-06,"East Midlands","workplaces",-21.9920634920635
"results.5093",41,2021-01-06,"East Midlands","residential",7.50396825396825
"results.5094",41,2021-01-06,"East Midlands","retail_recreation_av",-28.422052154195
"results.5095",41,2021-01-06,"East Midlands","grocery_pharmacy_av",-8.26530612244898
"results.5096",41,2021-01-06,"East Midlands","parks_av",21.7416180758017
"results.5097",41,2021-01-06,"East Midlands","transit_stations_av",-34.1785714285714
"results.5098",41,2021-01-06,"East Midlands","workplaces_av",-28.3818027210884
"results.5099",41,2021-01-06,"East Midlands","residential_av",9.37585034013605
"results.5100",41,2021-01-06,"London","retail_recreation",-39.8571428571429
"results.5101",41,2021-01-06,"London","grocery_pharmacy",-16.4285714285714
"results.5102",41,2021-01-06,"London","parks",-5.14285714285714
"results.5103",41,2021-01-06,"London","transit_stations",-46.8571428571429
"results.5104",41,2021-01-06,"London","workplaces",-35.4285714285714
"results.5105",41,2021-01-06,"London","residential",12.2857142857143
"results.5106",41,2021-01-06,"London","retail_recreation_av",-42.4489795918367
"results.5107",41,2021-01-06,"London","grocery_pharmacy_av",-16
"results.5108",41,2021-01-06,"London","parks_av",-6.42857142857142
"results.5109",41,2021-01-06,"London","transit_stations_av",-49.795918367347
"results.5110",41,2021-01-06,"London","workplaces_av",-41.6734693877551
"results.5111",41,2021-01-06,"London","residential_av",14.3469387755102
"results.5112",41,2021-01-06,"North East","retail_recreation",-25.3571428571429
"results.5113",41,2021-01-06,"North East","grocery_pharmacy",-7.78571428571429
"results.5114",41,2021-01-06,"North East","parks",20.0721088435374
"results.5115",41,2021-01-06,"North East","transit_stations",-32.625
"results.5116",41,2021-01-06,"North East","workplaces",-21.0714285714286
"results.5117",41,2021-01-06,"North East","residential",7.9515306122449
"results.5118",41,2021-01-06,"North East","retail_recreation_av",-27.2755102040817
"results.5119",41,2021-01-06,"North East","grocery_pharmacy_av",-5.88010204081633
"results.5120",41,2021-01-06,"North East","parks_av",19.8251700680272
"results.5121",41,2021-01-06,"North East","transit_stations_av",-34.3647959183673
"results.5122",41,2021-01-06,"North East","workplaces_av",-26.8316326530612
"results.5123",41,2021-01-06,"North East","residential_av",9.24076773566569
"results.5124",41,2021-01-06,"North West","retail_recreation",-22.5571428571429
"results.5125",41,2021-01-06,"North West","grocery_pharmacy",-9.11428571428571
"results.5126",41,2021-01-06,"North West","parks",30.1264172335601
"results.5127",41,2021-01-06,"North West","transit_stations",-29.9857142857143
"results.5128",41,2021-01-06,"North West","workplaces",-22.5142857142857
"results.5129",41,2021-01-06,"North West","residential",8.52857142857143
"results.5130",41,2021-01-06,"North West","retail_recreation_av",-25.9408163265306
"results.5131",41,2021-01-06,"North West","grocery_pharmacy_av",-8.25714285714286
"results.5132",41,2021-01-06,"North West","parks_av",20.1709183673469
"results.5133",41,2021-01-06,"North West","transit_stations_av",-33.3959183673469
"results.5134",41,2021-01-06,"North West","workplaces_av",-29.2
"results.5135",41,2021-01-06,"North West","residential_av",10.1251700680272
"results.5136",41,2021-01-06,"South East","retail_recreation",-23.4135338345865
"results.5137",41,2021-01-06,"South East","grocery_pharmacy",-10.5187969924812
"results.5138",41,2021-01-06,"South East","parks",24.4351810899799
"results.5139",41,2021-01-06,"South East","transit_stations",-34.8721804511278
"results.5140",41,2021-01-06,"South East","workplaces",-25.5413533834587
"results.5141",41,2021-01-06,"South East","residential",9.42105263157894
"results.5142",41,2021-01-06,"South East","retail_recreation_av",-26.8893662728249
"results.5143",41,2021-01-06,"South East","grocery_pharmacy_av",-10.047261009667
"results.5144",41,2021-01-06,"South East","parks_av",17.9619196801528
"results.5145",41,2021-01-06,"South East","transit_stations_av",-39.0827067669173
"results.5146",41,2021-01-06,"South East","workplaces_av",-33.1793770139635
"results.5147",41,2021-01-06,"South East","residential_av",11.5333572025301
"results.5148",41,2021-01-06,"South West","retail_recreation",-19.7912087912088
"results.5149",41,2021-01-06,"South West","grocery_pharmacy",-6.46153846153846
"results.5150",41,2021-01-06,"South West","parks",51.5833333333333
"results.5151",41,2021-01-06,"South West","transit_stations",-26.0989010989011
"results.5152",41,2021-01-06,"South West","workplaces",-22.4725274725275
"results.5153",41,2021-01-06,"South West","residential",7.71428571428571
"results.5154",41,2021-01-06,"South West","retail_recreation_av",-23.0675039246468
"results.5155",41,2021-01-06,"South West","grocery_pharmacy_av",-6.05808477237048
"results.5156",41,2021-01-06,"South West","parks_av",44.9407972979401
"results.5157",41,2021-01-06,"South West","transit_stations_av",-29.9497645211931
"results.5158",41,2021-01-06,"South West","workplaces_av",-29.1664050235479
"results.5159",41,2021-01-06,"South West","residential_av",9.59079016221873
"results.5160",41,2021-01-06,"West Midlands","retail_recreation",-21.8571428571429
"results.5161",41,2021-01-06,"West Midlands","grocery_pharmacy",-8.91836734693877
"results.5162",41,2021-01-06,"West Midlands","parks",19.9387755102041
"results.5163",41,2021-01-06,"West Midlands","transit_stations",-30.1836734693877
"results.5164",41,2021-01-06,"West Midlands","workplaces",-19.265306122449
"results.5165",41,2021-01-06,"West Midlands","residential",7.22448979591837
"results.5166",41,2021-01-06,"West Midlands","retail_recreation_av",-24.4839650145773
"results.5167",41,2021-01-06,"West Midlands","grocery_pharmacy_av",-7.86297376093295
"results.5168",41,2021-01-06,"West Midlands","parks_av",15.6909620991254
"results.5169",41,2021-01-06,"West Midlands","transit_stations_av",-33.5568513119534
"results.5170",41,2021-01-06,"West Midlands","workplaces_av",-26.1516034985423
"results.5171",41,2021-01-06,"West Midlands","residential_av",9.12001943634597
"results.5172",41,2021-01-06,"Yorkshire and the Humber","retail_recreation",-20.5
"results.5173",41,2021-01-06,"Yorkshire and the Humber","grocery_pharmacy",-7.25
"results.5174",41,2021-01-06,"Yorkshire and the Humber","parks",24.7678571428571
"results.5175",41,2021-01-06,"Yorkshire and the Humber","transit_stations",-25.8035714285714
"results.5176",41,2021-01-06,"Yorkshire and the Humber","workplaces",-20.9107142857143
"results.5177",41,2021-01-06,"Yorkshire and the Humber","residential",7.10714285714286
"results.5178",41,2021-01-06,"Yorkshire and the Humber","retail_recreation_av",-23.094387755102
"results.5179",41,2021-01-06,"Yorkshire and the Humber","grocery_pharmacy_av",-6.27295918367347
"results.5180",41,2021-01-06,"Yorkshire and the Humber","parks_av",19.0233236151603
"results.5181",41,2021-01-06,"Yorkshire and the Humber","transit_stations_av",-29.0178571428571
"results.5182",41,2021-01-06,"Yorkshire and the Humber","workplaces_av",-27.0867346938776
"results.5183",41,2021-01-06,"Yorkshire and the Humber","residential_av",8.78928571428571
"results.5184",105,2021-01-13,"East","retail_recreation",-26.3857142857143
"results.5185",105,2021-01-13,"East","grocery_pharmacy",-16.5571428571429
"results.5186",105,2021-01-13,"East","parks",-4.48044217687075
"results.5187",105,2021-01-13,"East","transit_stations",-53.2857142857143
"results.5188",105,2021-01-13,"East","workplaces",-63.0571428571429
"results.5189",105,2021-01-13,"East","residential",15.0428571428571
"results.5190",105,2021-01-13,"East","retail_recreation_av",-21.6795918367347
"results.5191",105,2021-01-13,"East","grocery_pharmacy_av",-4.47346938775511
"results.5192",105,2021-01-13,"East","parks_av",4.95328798185942
"results.5193",105,2021-01-13,"East","transit_stations_av",-43.0632653061224
"results.5194",105,2021-01-13,"East","workplaces_av",-43.8285714285714
"results.5195",105,2021-01-13,"East","residential_av",11.5857142857143
"results.5196",105,2021-01-13,"East Midlands","retail_recreation",-24.8392857142857
"results.5197",105,2021-01-13,"East Midlands","grocery_pharmacy",-17.8035714285714
"results.5198",105,2021-01-13,"East Midlands","parks",6.53202947845806
"results.5199",105,2021-01-13,"East Midlands","transit_stations",-50.2857142857143
"results.5200",105,2021-01-13,"East Midlands","workplaces",-63.0952380952381
"results.5201",105,2021-01-13,"East Midlands","residential",14.0714285714286
"results.5202",105,2021-01-13,"East Midlands","retail_recreation_av",-21.6468253968254
"results.5203",105,2021-01-13,"East Midlands","grocery_pharmacy_av",-5.01275510204081
"results.5204",105,2021-01-13,"East Midlands","parks_av",15.5146582442501
"results.5205",105,2021-01-13,"East Midlands","transit_stations_av",-39.1326530612245
"results.5206",105,2021-01-13,"East Midlands","workplaces_av",-43.2281746031746
"results.5207",105,2021-01-13,"East Midlands","residential_av",10.5958049886621
"results.5208",105,2021-01-13,"London","retail_recreation",-44.2857142857143
"results.5209",105,2021-01-13,"London","grocery_pharmacy",-27.8571428571429
"results.5210",105,2021-01-13,"London","parks",-24.7142857142857
"results.5211",105,2021-01-13,"London","transit_stations",-63.8571428571429
"results.5212",105,2021-01-13,"London","workplaces",-67.1428571428571
"results.5213",105,2021-01-13,"London","residential",17.2857142857143
"results.5214",105,2021-01-13,"London","retail_recreation_av",-40.8775510204082
"results.5215",105,2021-01-13,"London","grocery_pharmacy_av",-16.8367346938775
"results.5216",105,2021-01-13,"London","parks_av",-14.8571428571429
"results.5217",105,2021-01-13,"London","transit_stations_av",-55.2448979591837
"results.5218",105,2021-01-13,"London","workplaces_av",-53.2448979591837
"results.5219",105,2021-01-13,"London","residential_av",15.0204081632653
"results.5220",105,2021-01-13,"North East","retail_recreation",-20.6964285714286
"results.5221",105,2021-01-13,"North East","grocery_pharmacy",-14.0357142857143
"results.5222",105,2021-01-13,"North East","parks",-2.04897959183673
"results.5223",105,2021-01-13,"North East","transit_stations",-50.5535714285714
"results.5224",105,2021-01-13,"North East","workplaces",-57.4821428571429
"results.5225",105,2021-01-13,"North East","residential",13.1632653061224
"results.5226",105,2021-01-13,"North East","retail_recreation_av",-16.6938775510204
"results.5227",105,2021-01-13,"North East","grocery_pharmacy_av",-0.426020408163263
"results.5228",105,2021-01-13,"North East","parks_av",4.50422740524781
"results.5229",105,2021-01-13,"North East","transit_stations_av",-39.4413265306122
"results.5230",105,2021-01-13,"North East","workplaces_av",-39.1862244897959
"results.5231",105,2021-01-13,"North East","residential_av",9.7354227405248
"results.5232",105,2021-01-13,"North West","retail_recreation",-21.0428571428571
"results.5233",105,2021-01-13,"North West","grocery_pharmacy",-17.7428571428571
"results.5234",105,2021-01-13,"North West","parks",8.05102040816326
"results.5235",105,2021-01-13,"North West","transit_stations",-47.4285714285714
"results.5236",105,2021-01-13,"North West","workplaces",-61.0428571428571
"results.5237",105,2021-01-13,"North West","residential",14.1142857142857
"results.5238",105,2021-01-13,"North West","retail_recreation_av",-16.4795918367347
"results.5239",105,2021-01-13,"North West","grocery_pharmacy_av",-4.16122448979592
"results.5240",105,2021-01-13,"North West","parks_av",12.6108681567865
"results.5241",105,2021-01-13,"North West","transit_stations_av",-35.8061224489796
"results.5242",105,2021-01-13,"North West","workplaces_av",-41.965306122449
"results.5243",105,2021-01-13,"North West","residential_av",10.4448979591837
"results.5244",105,2021-01-13,"South East","retail_recreation",-25.6917293233083
"results.5245",105,2021-01-13,"South East","grocery_pharmacy",-19.7593984962406
"results.5246",105,2021-01-13,"South East","parks",-8.50740576932527
"results.5247",105,2021-01-13,"South East","transit_stations",-52.9548872180451
"results.5248",105,2021-01-13,"South East","workplaces",-64.796992481203
"results.5249",105,2021-01-13,"South East","residential",15.0751879699248
"results.5250",105,2021-01-13,"South East","retail_recreation_av",-21.7282491944146
"results.5251",105,2021-01-13,"South East","grocery_pharmacy_av",-7.71858216970998
"results.5252",105,2021-01-13,"South East","parks_av",1.21502214921055
"results.5253",105,2021-01-13,"South East","transit_stations_av",-43.390977443609
"results.5254",105,2021-01-13,"South East","workplaces_av",-47.0912996777658
"results.5255",105,2021-01-13,"South East","residential_av",12.3469387755102
"results.5256",105,2021-01-13,"South West","retail_recreation",-23.6813186813187
"results.5257",105,2021-01-13,"South West","grocery_pharmacy",-17.4615384615385
"results.5258",105,2021-01-13,"South West","parks",22.3324175824176
"results.5259",105,2021-01-13,"South West","transit_stations",-46.4725274725275
"results.5260",105,2021-01-13,"South West","workplaces",-63.1318681318681
"results.5261",105,2021-01-13,"South West","residential",13.9340659340659
"results.5262",105,2021-01-13,"South West","retail_recreation_av",-19.2291993720565
"results.5263",105,2021-01-13,"South West","grocery_pharmacy_av",-4.37205651491365
"results.5264",105,2021-01-13,"South West","parks_av",26.3686194757623
"results.5265",105,2021-01-13,"South West","transit_stations_av",-36.1852433281005
"results.5266",105,2021-01-13,"South West","workplaces_av",-43.8932496075353
"results.5267",105,2021-01-13,"South West","residential_av",10.7833594976452
"results.5268",105,2021-01-13,"West Midlands","retail_recreation",-20.0816326530612
"results.5269",105,2021-01-13,"West Midlands","grocery_pharmacy",-16.0612244897959
"results.5270",105,2021-01-13,"West Midlands","parks",3.22448979591836
"results.5271",105,2021-01-13,"West Midlands","transit_stations",-47.8571428571429
"results.5272",105,2021-01-13,"West Midlands","workplaces",-63.1020408163265
"results.5273",105,2021-01-13,"West Midlands","residential",14.5714285714286
"results.5274",105,2021-01-13,"West Midlands","retail_recreation_av",-16.3615160349854
"results.5275",105,2021-01-13,"West Midlands","grocery_pharmacy_av",-3.04664723032069
"results.5276",105,2021-01-13,"West Midlands","parks_av",10.3056365403304
"results.5277",105,2021-01-13,"West Midlands","transit_stations_av",-37.6530612244898
"results.5278",105,2021-01-13,"West Midlands","workplaces_av",-42.3760932944606
"results.5279",105,2021-01-13,"West Midlands","residential_av",10.6472303206997
"results.5280",105,2021-01-13,"Yorkshire and the Humber","retail_recreation",-21.4107142857143
"results.5281",105,2021-01-13,"Yorkshire and the Humber","grocery_pharmacy",-16.6607142857143
"results.5282",105,2021-01-13,"Yorkshire and the Humber","parks",-5.33928571428571
"results.5283",105,2021-01-13,"Yorkshire and the Humber","transit_stations",-48.25
"results.5284",105,2021-01-13,"Yorkshire and the Humber","workplaces",-62.125
"results.5285",105,2021-01-13,"Yorkshire and the Humber","residential",13.875
"results.5286",105,2021-01-13,"Yorkshire and the Humber","retail_recreation_av",-17.3086734693878
"results.5287",105,2021-01-13,"Yorkshire and the Humber","grocery_pharmacy_av",-3.35204081632653
"results.5288",105,2021-01-13,"Yorkshire and the Humber","parks_av",2.39613702623906
"results.5289",105,2021-01-13,"Yorkshire and the Humber","transit_stations_av",-35.5382653061224
"results.5290",105,2021-01-13,"Yorkshire and the Humber","workplaces_av",-42.4158163265306
"results.5291",105,2021-01-13,"Yorkshire and the Humber","residential_av",10.1760204081633
"results.5292",106,2021-01-20,"East","retail_recreation",-16.7
"results.5293",106,2021-01-20,"East","grocery_pharmacy",11.9
"results.5294",106,2021-01-20,"East","parks",30.375
"results.5295",106,2021-01-20,"East","transit_stations",-50.1
"results.5296",106,2021-01-20,"East","workplaces",-63.6
"results.5297",106,2021-01-20,"East","residential",17.3
"results.5298",106,2021-01-20,"East","retail_recreation_av",-20.9
"results.5299",106,2021-01-20,"East","grocery_pharmacy_av",-6.18571428571428
"results.5300",106,2021-01-20,"East","parks_av",57.5147959183674
"results.5301",106,2021-01-20,"East","transit_stations_av",-39.9142857142857
"results.5302",106,2021-01-20,"East","workplaces_av",-39.3142857142857
"results.5303",106,2021-01-20,"East","residential_av",12.0571428571429
"results.5304",106,2021-01-20,"East Midlands","retail_recreation",-16
"results.5305",106,2021-01-20,"East Midlands","grocery_pharmacy",9.625
"results.5306",106,2021-01-20,"East Midlands","parks",38.625
"results.5307",106,2021-01-20,"East Midlands","transit_stations",-46.25
"results.5308",106,2021-01-20,"East Midlands","workplaces",-63.4444444444444
"results.5309",106,2021-01-20,"East Midlands","residential",16.25
"results.5310",106,2021-01-20,"East Midlands","retail_recreation_av",-23.9107142857143
"results.5311",106,2021-01-20,"East Midlands","grocery_pharmacy_av",-6.375
"results.5312",106,2021-01-20,"East Midlands","parks_av",50.7933673469388
"results.5313",106,2021-01-20,"East Midlands","transit_stations_av",-35.3571428571429
"results.5314",106,2021-01-20,"East Midlands","workplaces_av",-39.2142857142857
"results.5315",106,2021-01-20,"East Midlands","residential_av",11.0357142857143
"results.5316",106,2021-01-20,"London","retail_recreation",-37
"results.5317",106,2021-01-20,"London","grocery_pharmacy",-1
"results.5318",106,2021-01-20,"London","parks",-2
"results.5319",106,2021-01-20,"London","transit_stations",-56
"results.5320",106,2021-01-20,"London","workplaces",-67
"results.5321",106,2021-01-20,"London","residential",19
"results.5322",106,2021-01-20,"London","retail_recreation_av",-39.8571428571429
"results.5323",106,2021-01-20,"London","grocery_pharmacy_av",-14.2857142857143
"results.5324",106,2021-01-20,"London","parks_av",17.2857142857143
"results.5325",106,2021-01-20,"London","transit_stations_av",-52.7142857142857
"results.5326",106,2021-01-20,"London","workplaces_av",-50.4285714285714
"results.5327",106,2021-01-20,"London","residential_av",15.7142857142857
"results.5328",106,2021-01-20,"North East","retail_recreation",-15.875
"results.5329",106,2021-01-20,"North East","grocery_pharmacy",14.625
"results.5330",106,2021-01-20,"North East","parks",18.2
"results.5331",106,2021-01-20,"North East","transit_stations",-47.375
"results.5332",106,2021-01-20,"North East","workplaces",-58.125
"results.5333",106,2021-01-20,"North East","residential",15.625
"results.5334",106,2021-01-20,"North East","retail_recreation_av",-21.1607142857143
"results.5335",106,2021-01-20,"North East","grocery_pharmacy_av",-2.66071428571429
"results.5336",106,2021-01-20,"North East","parks_av",56.9952380952381
"results.5337",106,2021-01-20,"North East","transit_stations_av",-34.4642857142857
"results.5338",106,2021-01-20,"North East","workplaces_av",-35.9107142857143
"results.5339",106,2021-01-20,"North East","residential_av",10.0408163265306
"results.5340",106,2021-01-20,"North West","retail_recreation",-12.8
"results.5341",106,2021-01-20,"North West","grocery_pharmacy",8.3
"results.5342",106,2021-01-20,"North West","parks",38.8333333333333
"results.5343",106,2021-01-20,"North West","transit_stations",-43.2
"results.5344",106,2021-01-20,"North West","workplaces",-62.2
"results.5345",106,2021-01-20,"North West","residential",16
"results.5346",106,2021-01-20,"North West","retail_recreation_av",-19.1285714285714
"results.5347",106,2021-01-20,"North West","grocery_pharmacy_av",-6.71428571428571
"results.5348",106,2021-01-20,"North West","parks_av",49.3055555555556
"results.5349",106,2021-01-20,"North West","transit_stations_av",-32.3142857142857
"results.5350",106,2021-01-20,"North West","workplaces_av",-38.7428571428571
"results.5351",106,2021-01-20,"North West","residential_av",11.1
"results.5352",106,2021-01-20,"South East","retail_recreation",-16.3684210526316
"results.5353",106,2021-01-20,"South East","grocery_pharmacy",7.52631578947368
"results.5354",106,2021-01-20,"South East","parks",10.7777777777778
"results.5355",106,2021-01-20,"South East","transit_stations",-49.2631578947368
"results.5356",106,2021-01-20,"South East","workplaces",-65.3157894736842
"results.5357",106,2021-01-20,"South East","residential",17.4210526315789
"results.5358",106,2021-01-20,"South East","retail_recreation_av",-21.609022556391
"results.5359",106,2021-01-20,"South East","grocery_pharmacy_av",-8.22556390977443
"results.5360",106,2021-01-20,"South East","parks_av",43.6081099106309
"results.5361",106,2021-01-20,"South East","transit_stations_av",-40.2556390977444
"results.5362",106,2021-01-20,"South East","workplaces_av",-43.6390977443609
"results.5363",106,2021-01-20,"South East","residential_av",13.218045112782
"results.5364",106,2021-01-20,"South West","retail_recreation",-12.0769230769231
"results.5365",106,2021-01-20,"South West","grocery_pharmacy",11.2307692307692
"results.5366",106,2021-01-20,"South West","parks",42.9166666666667
"results.5367",106,2021-01-20,"South West","transit_stations",-42.1538461538462
"results.5368",106,2021-01-20,"South West","workplaces",-62.4615384615385
"results.5369",106,2021-01-20,"South West","residential",15.7692307692308
"results.5370",106,2021-01-20,"South West","retail_recreation_av",-16.7472527472527
"results.5371",106,2021-01-20,"South West","grocery_pharmacy_av",-3.59340659340659
"results.5372",106,2021-01-20,"South West","parks_av",82.6948051948052
"results.5373",106,2021-01-20,"South West","transit_stations_av",-28.8021978021978
"results.5374",106,2021-01-20,"South West","workplaces_av",-40.1978021978022
"results.5375",106,2021-01-20,"South West","residential_av",11.0659340659341
"results.5376",106,2021-01-20,"West Midlands","retail_recreation",-12.4285714285714
"results.5377",106,2021-01-20,"West Midlands","grocery_pharmacy",9.71428571428572
"results.5378",106,2021-01-20,"West Midlands","parks",34.1428571428571
"results.5379",106,2021-01-20,"West Midlands","transit_stations",-47
"results.5380",106,2021-01-20,"West Midlands","workplaces",-64.7142857142857
"results.5381",106,2021-01-20,"West Midlands","residential",16.4285714285714
"results.5382",106,2021-01-20,"West Midlands","retail_recreation_av",-20.0204081632653
"results.5383",106,2021-01-20,"West Midlands","grocery_pharmacy_av",-6
"results.5384",106,2021-01-20,"West Midlands","parks_av",43.3843537414966
"results.5385",106,2021-01-20,"West Midlands","transit_stations_av",-34.6122448979592
"results.5386",106,2021-01-20,"West Midlands","workplaces_av",-37.9795918367347
"results.5387",106,2021-01-20,"West Midlands","residential_av",10.9387755102041
"results.5388",106,2021-01-20,"Yorkshire and the Humber","retail_recreation",-11.5
"results.5389",106,2021-01-20,"Yorkshire and the Humber","grocery_pharmacy",10.25
"results.5390",106,2021-01-20,"Yorkshire and the Humber","parks",23.625
"results.5391",106,2021-01-20,"Yorkshire and the Humber","transit_stations",-41.625
"results.5392",106,2021-01-20,"Yorkshire and the Humber","workplaces",-61
"results.5393",106,2021-01-20,"Yorkshire and the Humber","residential",15.75
"results.5394",106,2021-01-20,"Yorkshire and the Humber","retail_recreation_av",-17.6964285714286
"results.5395",106,2021-01-20,"Yorkshire and the Humber","grocery_pharmacy_av",-3.75
"results.5396",106,2021-01-20,"Yorkshire and the Humber","parks_av",50.6301020408163
"results.5397",106,2021-01-20,"Yorkshire and the Humber","transit_stations_av",-29.6071428571429
"results.5398",106,2021-01-20,"Yorkshire and the Humber","workplaces_av",-37.7142857142857
"results.5399",106,2021-01-20,"Yorkshire and the Humber","residential_av",10.1428571428571
"results.5400",37,2021-01-27,"East","retail_recreation",-15.5857142857143
"results.5401",37,2021-01-27,"East","grocery_pharmacy",-9.38571428571429
"results.5402",37,2021-01-27,"East","parks",73.1571428571429
"results.5403",37,2021-01-27,"East","transit_stations",-26.6224489795918
"results.5404",37,2021-01-27,"East","workplaces",-26.4285714285714
"results.5405",37,2021-01-27,"East","residential",6.26349206349206
"results.5406",37,2021-01-27,"East","retail_recreation_av",-18.3163265306123
"results.5407",37,2021-01-27,"East","grocery_pharmacy_av",-8.4687074829932
"results.5408",37,2021-01-27,"East","parks_av",51.9064139941691
"results.5409",37,2021-01-27,"East","transit_stations_av",-30.9390670553936
"results.5410",37,2021-01-27,"East","workplaces_av",-30.4418367346939
"results.5411",37,2021-01-27,"East","residential_av",7.9651765468092
"results.5412",37,2021-01-27,"East Midlands","retail_recreation",-19.6547619047619
"results.5413",37,2021-01-27,"East Midlands","grocery_pharmacy",-8.83928571428571
"results.5414",37,2021-01-27,"East Midlands","parks",63.4591836734694
"results.5415",37,2021-01-27,"East Midlands","transit_stations",-23.7321428571429
"results.5416",37,2021-01-27,"East Midlands","workplaces",-27.0357142857143
"results.5417",37,2021-01-27,"East Midlands","residential",5.60714285714286
"results.5418",37,2021-01-27,"East Midlands","retail_recreation_av",-22.2125850340136
"results.5419",37,2021-01-27,"East Midlands","grocery_pharmacy_av",-8.43112244897959
"results.5420",37,2021-01-27,"East Midlands","parks_av",46.3445092322643
"results.5421",37,2021-01-27,"East Midlands","transit_stations_av",-27.5183673469388
"results.5422",37,2021-01-27,"East Midlands","workplaces_av",-30.9713718820862
"results.5423",37,2021-01-27,"East Midlands","residential_av",7.28061224489796
"results.5424",37,2021-01-27,"London","retail_recreation",-35.2857142857143
"results.5425",37,2021-01-27,"London","grocery_pharmacy",-15
"results.5426",37,2021-01-27,"London","parks",42.5714285714286
"results.5427",37,2021-01-27,"London","transit_stations",-45
"results.5428",37,2021-01-27,"London","workplaces",-39.2857142857143
"results.5429",37,2021-01-27,"London","residential",10.1428571428571
"results.5430",37,2021-01-27,"London","retail_recreation_av",-37.469387755102
"results.5431",37,2021-01-27,"London","grocery_pharmacy_av",-14.734693877551
"results.5432",37,2021-01-27,"London","parks_av",31.3265306122449
"results.5433",37,2021-01-27,"London","transit_stations_av",-47.5918367346939
"results.5434",37,2021-01-27,"London","workplaces_av",-42.7142857142857
"results.5435",37,2021-01-27,"London","residential_av",11.7755102040816
"results.5436",37,2021-01-27,"North East","retail_recreation",-17.7857142857143
"results.5437",37,2021-01-27,"North East","grocery_pharmacy",-6.56547619047619
"results.5438",37,2021-01-27,"North East","parks",63.3078231292517
"results.5439",37,2021-01-27,"North East","transit_stations",-22.4821428571429
"results.5440",37,2021-01-27,"North East","workplaces",-23.8724489795918
"results.5441",37,2021-01-27,"North East","residential",5.20238095238095
