"","week","week_start_date","region","type_mobility","mobility_av"
"results.2023",65,2020-06-17,"South West","grocery_pharmacy_av",-5.12590266875981
"results.2024",65,2020-06-17,"South West","parks_av",33.5893154464583
"results.2025",65,2020-06-17,"South West","transit_stations_av",-41.2602825745683
"results.2026",65,2020-06-17,"South West","workplaces_av",-34.2857142857143
"results.2027",65,2020-06-17,"South West","residential_av",12.9937205651491
"results.2028",65,2020-06-17,"West Midlands","retail_recreation",-46.7551020408163
"results.2029",65,2020-06-17,"West Midlands","grocery_pharmacy",-5.32653061224489
"results.2030",65,2020-06-17,"West Midlands","parks",27.9455782312925
"results.2031",65,2020-06-17,"West Midlands","transit_stations",-44.7142857142857
"results.2032",65,2020-06-17,"West Midlands","workplaces",-27.9795918367347
"results.2033",65,2020-06-17,"West Midlands","residential",11.6938775510204
"results.2034",65,2020-06-17,"West Midlands","retail_recreation_av",-38.9392614188533
"results.2035",65,2020-06-17,"West Midlands","grocery_pharmacy_av",-5.71865889212828
"results.2036",65,2020-06-17,"West Midlands","parks_av",18.5724003887269
"results.2037",65,2020-06-17,"West Midlands","transit_stations_av",-42.1498542274053
"results.2038",65,2020-06-17,"West Midlands","workplaces_av",-30.2244897959184
"results.2039",65,2020-06-17,"West Midlands","residential_av",11.8338192419825
"results.2040",65,2020-06-17,"Yorkshire and the Humber","retail_recreation",-47.7857142857143
"results.2041",65,2020-06-17,"Yorkshire and the Humber","grocery_pharmacy",-3.25
"results.2042",65,2020-06-17,"Yorkshire and the Humber","parks",27.4107142857143
"results.2043",65,2020-06-17,"Yorkshire and the Humber","transit_stations",-38.7857142857143
"results.2044",65,2020-06-17,"Yorkshire and the Humber","workplaces",-30.1428571428571
"results.2045",65,2020-06-17,"Yorkshire and the Humber","residential",11.4642857142857
"results.2046",65,2020-06-17,"Yorkshire and the Humber","retail_recreation_av",-39.440306122449
"results.2047",65,2020-06-17,"Yorkshire and the Humber","grocery_pharmacy_av",-3.90816326530613
"results.2048",65,2020-06-17,"Yorkshire and the Humber","parks_av",18.6479591836735
"results.2049",65,2020-06-17,"Yorkshire and the Humber","transit_stations_av",-37.2729591836735
"results.2050",65,2020-06-17,"Yorkshire and the Humber","workplaces_av",-31.5586734693877
"results.2051",65,2020-06-17,"Yorkshire and the Humber","residential_av",11.4821428571429
"results.2052",60,2020-06-24,"East","retail_recreation",-53.6428571428571
"results.2053",60,2020-06-24,"East","grocery_pharmacy",-14.3428571428571
"results.2054",60,2020-06-24,"East","parks",-3.50141723356009
"results.2055",60,2020-06-24,"East","transit_stations",-60.3285714285714
"results.2056",60,2020-06-24,"East","workplaces",-42
"results.2057",60,2020-06-24,"East","residential",17.1857142857143
"results.2058",60,2020-06-24,"East","retail_recreation_av",-39.7428571428572
"results.2059",60,2020-06-24,"East","grocery_pharmacy_av",-10.7591836734694
"results.2060",60,2020-06-24,"East","parks_av",7.69689828312279
"results.2061",60,2020-06-24,"East","transit_stations_av",-47.9116618075802
"results.2062",60,2020-06-24,"East","workplaces_av",-31.630612244898
"results.2063",60,2020-06-24,"East","residential_av",12.4680272108843
"results.2064",60,2020-06-24,"East Midlands","retail_recreation",-55.2162698412698
"results.2065",60,2020-06-24,"East Midlands","grocery_pharmacy",-12.125
"results.2066",60,2020-06-24,"East Midlands","parks",6.88775510204081
"results.2067",60,2020-06-24,"East Midlands","transit_stations",-54.9107142857143
"results.2068",60,2020-06-24,"East Midlands","workplaces",-42.1150793650794
"results.2069",60,2020-06-24,"East Midlands","residential",15.8392857142857
"results.2070",60,2020-06-24,"East Midlands","retail_recreation_av",-41.7103174603175
"results.2071",60,2020-06-24,"East Midlands","grocery_pharmacy_av",-9.31660997732424
"results.2072",60,2020-06-24,"East Midlands","parks_av",10.53972303207
"results.2073",60,2020-06-24,"East Midlands","transit_stations_av",-44.0178571428571
"results.2074",60,2020-06-24,"East Midlands","workplaces_av",-31.8857709750567
"results.2075",60,2020-06-24,"East Midlands","residential_av",11.5561224489796
"results.2076",60,2020-06-24,"London","retail_recreation",-66.1428571428571
"results.2077",60,2020-06-24,"London","grocery_pharmacy",-20
"results.2078",60,2020-06-24,"London","parks",-16.2857142857143
"results.2079",60,2020-06-24,"London","transit_stations",-67.5714285714286
"results.2080",60,2020-06-24,"London","workplaces",-54.2857142857143
"results.2081",60,2020-06-24,"London","residential",21.7142857142857
"results.2082",60,2020-06-24,"London","retail_recreation_av",-53.3061224489796
"results.2083",60,2020-06-24,"London","grocery_pharmacy_av",-17.1224489795918
"results.2084",60,2020-06-24,"London","parks_av",-7.59183673469388
"results.2085",60,2020-06-24,"London","transit_stations_av",-57.1224489795918
"results.2086",60,2020-06-24,"London","workplaces_av",-42.7959183673469
"results.2087",60,2020-06-24,"London","residential_av",16.0612244897959
"results.2088",60,2020-06-24,"North East","retail_recreation",-53.5892857142857
"results.2089",60,2020-06-24,"North East","grocery_pharmacy",-10.0892857142857
"results.2090",60,2020-06-24,"North East","parks",0.164625850340143
"results.2091",60,2020-06-24,"North East","transit_stations",-54.7321428571429
"results.2092",60,2020-06-24,"North East","workplaces",-39.6428571428571
"results.2093",60,2020-06-24,"North East","residential",14.7474489795918
"results.2094",60,2020-06-24,"North East","retail_recreation_av",-39.7066326530612
"results.2095",60,2020-06-24,"North East","grocery_pharmacy_av",-6.99319727891157
"results.2096",60,2020-06-24,"North East","parks_av",5.35213799805636
"results.2097",60,2020-06-24,"North East","transit_stations_av",-41.9311224489796
"results.2098",60,2020-06-24,"North East","workplaces_av",-28.9989067055393
"results.2099",60,2020-06-24,"North East","residential_av",10.6304664723032
"results.2100",60,2020-06-24,"North West","retail_recreation",-54.2428571428571
"results.2101",60,2020-06-24,"North West","grocery_pharmacy",-11.3714285714286
"results.2102",60,2020-06-24,"North West","parks",2.74716553287982
"results.2103",60,2020-06-24,"North West","transit_stations",-55.8428571428571
"results.2104",60,2020-06-24,"North West","workplaces",-42.2714285714286
"results.2105",60,2020-06-24,"North West","residential",15.7857142857143
"results.2106",60,2020-06-24,"North West","retail_recreation_av",-38.9183673469388
"results.2107",60,2020-06-24,"North West","grocery_pharmacy_av",-8.65451895043731
"results.2108",60,2020-06-24,"North West","parks_av",10.97793164885
"results.2109",60,2020-06-24,"North West","transit_stations_av",-41.6755102040816
"results.2110",60,2020-06-24,"North West","workplaces_av",-31.3510204081633
"results.2111",60,2020-06-24,"North West","residential_av",11.414739229025
"results.2112",60,2020-06-24,"South East","retail_recreation",-56.9548872180451
"results.2113",60,2020-06-24,"South East","grocery_pharmacy",-16
"results.2114",60,2020-06-24,"South East","parks",-5.96917846085803
"results.2115",60,2020-06-24,"South East","transit_stations",-62.203007518797
"results.2116",60,2020-06-24,"South East","workplaces",-48.1729323308271
"results.2117",60,2020-06-24,"South East","residential",19.2101086048455
"results.2118",60,2020-06-24,"South East","retail_recreation_av",-42.5118206772342
"results.2119",60,2020-06-24,"South East","grocery_pharmacy_av",-12.4457572502685
"results.2120",60,2020-06-24,"South East","parks_av",6.40567305869717
"results.2121",60,2020-06-24,"South East","transit_stations_av",-48.4311445804464
"results.2122",60,2020-06-24,"South East","workplaces_av",-36.1020408163265
"results.2123",60,2020-06-24,"South East","residential_av",14.0135892452219
"results.2124",60,2020-06-24,"South West","retail_recreation",-57.7802197802198
"results.2125",60,2020-06-24,"South West","grocery_pharmacy",-14.4725274725275
"results.2126",60,2020-06-24,"South West","parks",8.52564102564103
"results.2127",60,2020-06-24,"South West","transit_stations",-58.7472527472528
"results.2128",60,2020-06-24,"South West","workplaces",-45.0659340659341
"results.2129",60,2020-06-24,"South West","residential",17.3186813186813
"results.2130",60,2020-06-24,"South West","retail_recreation_av",-41.7966191971294
"results.2131",60,2020-06-24,"South West","grocery_pharmacy_av",-9.91475667189953
"results.2132",60,2020-06-24,"South West","parks_av",15.2920888635174
"results.2133",60,2020-06-24,"South West","transit_stations_av",-42.0521193092622
"results.2134",60,2020-06-24,"South West","workplaces_av",-33.629513343799
"results.2135",60,2020-06-24,"South West","residential_av",12.6041101755388
"results.2136",60,2020-06-24,"West Midlands","retail_recreation",-53.7551020408163
"results.2137",60,2020-06-24,"West Midlands","grocery_pharmacy",-13.6734693877551
"results.2138",60,2020-06-24,"West Midlands","parks",0.6734693877551
"results.2139",60,2020-06-24,"West Midlands","transit_stations",-58
"results.2140",60,2020-06-24,"West Midlands","workplaces",-40.0408163265306
"results.2141",60,2020-06-24,"West Midlands","residential",15.7551020408163
"results.2142",60,2020-06-24,"West Midlands","retail_recreation_av",-39.9294460641399
"results.2143",60,2020-06-24,"West Midlands","grocery_pharmacy_av",-10.3479105928086
"results.2144",60,2020-06-24,"West Midlands","parks_av",5.64528668610301
"results.2145",60,2020-06-24,"West Midlands","transit_stations_av",-43.5376093294461
"results.2146",60,2020-06-24,"West Midlands","workplaces_av",-29.6763848396502
"results.2147",60,2020-06-24,"West Midlands","residential_av",11.3828960155491
"results.2148",60,2020-06-24,"Yorkshire and the Humber","retail_recreation",-55.1428571428571
"results.2149",60,2020-06-24,"Yorkshire and the Humber","grocery_pharmacy",-11.2321428571429
"results.2150",60,2020-06-24,"Yorkshire and the Humber","parks",-5.01785714285714
"results.2151",60,2020-06-24,"Yorkshire and the Humber","transit_stations",-49.7142857142857
"results.2152",60,2020-06-24,"Yorkshire and the Humber","workplaces",-41.3928571428571
"results.2153",60,2020-06-24,"Yorkshire and the Humber","residential",15.1071428571429
"results.2154",60,2020-06-24,"Yorkshire and the Humber","retail_recreation_av",-39.4234693877551
"results.2155",60,2020-06-24,"Yorkshire and the Humber","grocery_pharmacy_av",-7.64081632653062
"results.2156",60,2020-06-24,"Yorkshire and the Humber","parks_av",7.20080174927114
"results.2157",60,2020-06-24,"Yorkshire and the Humber","transit_stations_av",-38.0642857142857
"results.2158",60,2020-06-24,"Yorkshire and the Humber","workplaces_av",-31.2551020408163
"results.2159",60,2020-06-24,"Yorkshire and the Humber","residential_av",10.8844752186589
"results.2160",30,2020-07-01,"East","retail_recreation",-26.1
"results.2161",30,2020-07-01,"East","grocery_pharmacy",-12.3142857142857
"results.2162",30,2020-07-01,"East","parks",96.1124149659863
"results.2163",30,2020-07-01,"East","transit_stations",-37.3857142857143
"results.2164",30,2020-07-01,"East","workplaces",-34.9857142857143
"results.2165",30,2020-07-01,"East","residential",10.868253968254
"results.2166",30,2020-07-01,"East","retail_recreation_av",-37.0795918367347
"results.2167",30,2020-07-01,"East","grocery_pharmacy_av",-13.9408163265306
"results.2168",30,2020-07-01,"East","parks_av",39.4594914156139
"results.2169",30,2020-07-01,"East","transit_stations_av",-44.8775510204082
"results.2170",30,2020-07-01,"East","workplaces_av",-36.9816326530612
"results.2171",30,2020-07-01,"East","residential_av",12.5375850340136
"results.2172",30,2020-07-01,"East Midlands","retail_recreation",-31.9861111111111
"results.2173",30,2020-07-01,"East Midlands","grocery_pharmacy",-13.0714285714286
"results.2174",30,2020-07-01,"East Midlands","parks",73.5195578231292
"results.2175",30,2020-07-01,"East Midlands","transit_stations",-33.9464285714286
"results.2176",30,2020-07-01,"East Midlands","workplaces",-34.6150793650793
"results.2177",30,2020-07-01,"East Midlands","residential",10.2857142857143
"results.2178",30,2020-07-01,"East Midlands","retail_recreation_av",-40.0830498866213
"results.2179",30,2020-07-01,"East Midlands","grocery_pharmacy_av",-13.5376984126984
"results.2180",30,2020-07-01,"East Midlands","parks_av",31.6974003887269
"results.2181",30,2020-07-01,"East Midlands","transit_stations_av",-41.6377551020408
"results.2182",30,2020-07-01,"East Midlands","workplaces_av",-36.5561224489796
"results.2183",30,2020-07-01,"East Midlands","residential_av",11.798833819242
"results.2184",30,2020-07-01,"London","retail_recreation",-46
"results.2185",30,2020-07-01,"London","grocery_pharmacy",-19.7142857142857
"results.2186",30,2020-07-01,"London","parks",32.1428571428571
"results.2187",30,2020-07-01,"London","transit_stations",-55.2857142857143
"results.2188",30,2020-07-01,"London","workplaces",-45.7142857142857
"results.2189",30,2020-07-01,"London","residential",15.1428571428571
"results.2190",30,2020-07-01,"London","retail_recreation_av",-51.4285714285714
"results.2191",30,2020-07-01,"London","grocery_pharmacy_av",-20.5714285714286
"results.2192",30,2020-07-01,"London","parks_av",5.28571428571429
"results.2193",30,2020-07-01,"London","transit_stations_av",-56.734693877551
"results.2194",30,2020-07-01,"London","workplaces_av",-47.5918367346939
"results.2195",30,2020-07-01,"London","residential_av",16.4081632653061
"results.2196",30,2020-07-01,"North East","retail_recreation",-25.2678571428571
"results.2197",30,2020-07-01,"North East","grocery_pharmacy",-8.71428571428571
"results.2198",30,2020-07-01,"North East","parks",79.8418367346939
"results.2199",30,2020-07-01,"North East","transit_stations",-25.2678571428571
"results.2200",30,2020-07-01,"North East","workplaces",-31.4821428571429
"results.2201",30,2020-07-01,"North East","residential",8.875
"results.2202",30,2020-07-01,"North East","retail_recreation_av",-36.4795918367347
"results.2203",30,2020-07-01,"North East","grocery_pharmacy_av",-10.2091836734694
"results.2204",30,2020-07-01,"North East","parks_av",29.5771865889213
"results.2205",30,2020-07-01,"North East","transit_stations_av",-35.9158163265306
"results.2206",30,2020-07-01,"North East","workplaces_av",-32.844387755102
"results.2207",30,2020-07-01,"North East","residential_av",10.7027453838678
"results.2208",30,2020-07-01,"North West","retail_recreation",-23.1142857142857
"results.2209",30,2020-07-01,"North West","grocery_pharmacy",-11.9571428571429
"results.2210",30,2020-07-01,"North West","parks",62.7312925170068
"results.2211",30,2020-07-01,"North West","transit_stations",-27.7571428571429
"results.2212",30,2020-07-01,"North West","workplaces",-33.6857142857143
"results.2213",30,2020-07-01,"North West","residential",9.99126984126984
"results.2214",30,2020-07-01,"North West","retail_recreation_av",-35.9224489795918
"results.2215",30,2020-07-01,"North West","grocery_pharmacy_av",-13.0755102040816
"results.2216",30,2020-07-01,"North West","parks_av",24.2299562682216
"results.2217",30,2020-07-01,"North West","transit_stations_av",-37.6897959183674
"results.2218",30,2020-07-01,"North West","workplaces_av",-36.1367346938775
"results.2219",30,2020-07-01,"North West","residential_av",11.7234126984127
"results.2220",30,2020-07-01,"South East","retail_recreation",-27.6766917293233
"results.2221",30,2020-07-01,"South East","grocery_pharmacy",-14.6917293233083
"results.2222",30,2020-07-01,"South East","parks",70.2677602619995
"results.2223",30,2020-07-01,"South East","transit_stations",-36.578947368421
"results.2224",30,2020-07-01,"South East","workplaces",-38.6992481203008
"results.2225",30,2020-07-01,"South East","residential",12.1235230934479
"results.2226",30,2020-07-01,"South East","retail_recreation_av",-39.0118152524168
"results.2227",30,2020-07-01,"South East","grocery_pharmacy_av",-15.8399570354458
"results.2228",30,2020-07-01,"South East","parks_av",25.9679314949423
"results.2229",30,2020-07-01,"South East","transit_stations_av",-44.7271750805585
"results.2230",30,2020-07-01,"South East","workplaces_av",-40.7830290010741
"results.2231",30,2020-07-01,"South East","residential_av",13.8298984255356
"results.2232",30,2020-07-01,"South West","retail_recreation",-21.6923076923077
"results.2233",30,2020-07-01,"South West","grocery_pharmacy",-9.04395604395605
"results.2234",30,2020-07-01,"South West","parks",110.198384948385
"results.2235",30,2020-07-01,"South West","transit_stations",-19.7582417582417
"results.2236",30,2020-07-01,"South West","workplaces",-35.989010989011
"results.2237",30,2020-07-01,"South West","residential",10.4445554445554
"results.2238",30,2020-07-01,"South West","retail_recreation_av",-36.8916797488226
"results.2239",30,2020-07-01,"South West","grocery_pharmacy_av",-13.1773940345369
"results.2240",30,2020-07-01,"South West","parks_av",45.2648470577042
"results.2241",30,2020-07-01,"South West","transit_stations_av",-35.1726844583988
"results.2242",30,2020-07-01,"South West","workplaces_av",-37.9419152276295
"results.2243",30,2020-07-01,"South West","residential_av",12.5425776038021
"results.2244",30,2020-07-01,"West Midlands","retail_recreation",-26.6326530612245
"results.2245",30,2020-07-01,"West Midlands","grocery_pharmacy",-12.7959183673469
"results.2246",30,2020-07-01,"West Midlands","parks",69.5340136054422
"results.2247",30,2020-07-01,"West Midlands","transit_stations",-26.0204081632653
"results.2248",30,2020-07-01,"West Midlands","workplaces",-33.0816326530612
"results.2249",30,2020-07-01,"West Midlands","residential",9.70068027210884
"results.2250",30,2020-07-01,"West Midlands","retail_recreation_av",-37.2886297376093
"results.2251",30,2020-07-01,"West Midlands","grocery_pharmacy_av",-13.6880466472303
"results.2252",30,2020-07-01,"West Midlands","parks_av",24.1686103012634
"results.2253",30,2020-07-01,"West Midlands","transit_stations_av",-38.1895043731778
"results.2254",30,2020-07-01,"West Midlands","workplaces_av",-34.4227405247813
"results.2255",30,2020-07-01,"West Midlands","residential_av",11.5510204081633
"results.2256",30,2020-07-01,"Yorkshire and the Humber","retail_recreation",-22.7321428571429
"results.2257",30,2020-07-01,"Yorkshire and the Humber","grocery_pharmacy",-8.57142857142857
"results.2258",30,2020-07-01,"Yorkshire and the Humber","parks",80.8869047619047
"results.2259",30,2020-07-01,"Yorkshire and the Humber","transit_stations",-25.6607142857143
"results.2260",30,2020-07-01,"Yorkshire and the Humber","workplaces",-32.9285714285714
"results.2261",30,2020-07-01,"Yorkshire and the Humber","residential",9.03571428571429
"results.2262",30,2020-07-01,"Yorkshire and the Humber","retail_recreation_av",-35.5331632653061
"results.2263",30,2020-07-01,"Yorkshire and the Humber","grocery_pharmacy_av",-11.4642857142857
"results.2264",30,2020-07-01,"Yorkshire and the Humber","parks_av",27.4008746355685
"results.2265",30,2020-07-01,"Yorkshire and the Humber","transit_stations_av",-34.0127551020408
"results.2266",30,2020-07-01,"Yorkshire and the Humber","workplaces_av",-34.8954081632653
"results.2267",30,2020-07-01,"Yorkshire and the Humber","residential_av",10.9588192419825
"results.2268",13,2020-07-08,"East","retail_recreation",-75.6857142857143
"results.2269",13,2020-07-08,"East","grocery_pharmacy",-31.5571428571429
"results.2270",13,2020-07-08,"East","parks",-23.534693877551
"results.2271",13,2020-07-08,"East","transit_stations",-70.6857142857143
"results.2272",13,2020-07-08,"East","workplaces",-60.6714285714286
"results.2273",13,2020-07-08,"East","residential",23.7867346938776
"results.2274",13,2020-07-08,"East","retail_recreation_av",-45.8387755102041
"results.2275",13,2020-07-08,"East","grocery_pharmacy_av",-16.2469387755102
"results.2276",13,2020-07-08,"East","parks_av",20.2713880790411
"results.2277",13,2020-07-08,"East","transit_stations_av",-49.1938775510204
"results.2278",13,2020-07-08,"East","workplaces_av",-41.765306122449
"results.2279",13,2020-07-08,"East","residential_av",15.5634920634921
"results.2280",13,2020-07-08,"East Midlands","retail_recreation",-76.9365079365079
"results.2281",13,2020-07-08,"East Midlands","grocery_pharmacy",-30.5079365079365
"results.2282",13,2020-07-08,"East Midlands","parks",-28.2361111111111
"results.2283",13,2020-07-08,"East Midlands","transit_stations",-66.8928571428571
"results.2284",13,2020-07-08,"East Midlands","workplaces",-60.5396825396825
"results.2285",13,2020-07-08,"East Midlands","residential",22.6377551020408
"results.2286",13,2020-07-08,"East Midlands","retail_recreation_av",-47.2089002267574
"results.2287",13,2020-07-08,"East Midlands","grocery_pharmacy_av",-15.6675170068027
"results.2288",13,2020-07-08,"East Midlands","parks_av",18.3036524133463
"results.2289",13,2020-07-08,"East Midlands","transit_stations_av",-44.8188775510204
"results.2290",13,2020-07-08,"East Midlands","workplaces_av",-41.187358276644
"results.2291",13,2020-07-08,"East Midlands","residential_av",14.4832361516035
"results.2292",13,2020-07-08,"London","retail_recreation",-81.4285714285714
"results.2293",13,2020-07-08,"London","grocery_pharmacy",-36
"results.2294",13,2020-07-08,"London","parks",-36.2857142857143
"results.2295",13,2020-07-08,"London","transit_stations",-78
"results.2296",13,2020-07-08,"London","workplaces",-71.8571428571429
"results.2297",13,2020-07-08,"London","residential",30.1428571428571
"results.2298",13,2020-07-08,"London","retail_recreation_av",-57.734693877551
"results.2299",13,2020-07-08,"London","grocery_pharmacy_av",-22.795918367347
"results.2300",13,2020-07-08,"London","parks_av",-5.6734693877551
"results.2301",13,2020-07-08,"London","transit_stations_av",-59.9591836734694
"results.2302",13,2020-07-08,"London","workplaces_av",-52.1224489795918
"results.2303",13,2020-07-08,"London","residential_av",20.2857142857143
"results.2304",13,2020-07-08,"North East","retail_recreation",-75.6071428571429
"results.2305",13,2020-07-08,"North East","grocery_pharmacy",-31.8571428571429
"results.2306",13,2020-07-08,"North East","parks",-33.7071428571429
"results.2307",13,2020-07-08,"North East","transit_stations",-62.7857142857143
"results.2308",13,2020-07-08,"North East","workplaces",-59.1607142857143
"results.2309",13,2020-07-08,"North East","residential",21.3605442176871
"results.2310",13,2020-07-08,"North East","retail_recreation_av",-44.4566326530612
"results.2311",13,2020-07-08,"North East","grocery_pharmacy_av",-14.6122448979592
"results.2312",13,2020-07-08,"North East","parks_av",12.2320699708455
"results.2313",13,2020-07-08,"North East","transit_stations_av",-39.969387755102
"results.2314",13,2020-07-08,"North East","workplaces_av",-38.5586734693878
"results.2315",13,2020-07-08,"North East","residential_av",13.4698736637512
"results.2316",13,2020-07-08,"North West","retail_recreation",-75.9714285714286
"results.2317",13,2020-07-08,"North West","grocery_pharmacy",-32.1
"results.2318",13,2020-07-08,"North West","parks",-27.1765873015873
"results.2319",13,2020-07-08,"North West","transit_stations",-66.9428571428572
"results.2320",13,2020-07-08,"North West","workplaces",-60.8285714285714
"results.2321",13,2020-07-08,"North West","residential",22.7238095238095
"results.2322",13,2020-07-08,"North West","retail_recreation_av",-44.2061224489796
"results.2323",13,2020-07-08,"North West","grocery_pharmacy_av",-16.3469387755102
"results.2324",13,2020-07-08,"North West","parks_av",11.3794541626174
"results.2325",13,2020-07-08,"North West","transit_stations_av",-41.4367346938775
"results.2326",13,2020-07-08,"North West","workplaces_av",-41.0755102040816
"results.2327",13,2020-07-08,"North West","residential_av",14.5393262066731
"results.2328",13,2020-07-08,"South East","retail_recreation",-77.1578947368421
"results.2329",13,2020-07-08,"South East","grocery_pharmacy",-32.2105263157895
"results.2330",13,2020-07-08,"South East","parks",-24.2039412256131
"results.2331",13,2020-07-08,"South East","transit_stations",-71.8045112781955
"results.2332",13,2020-07-08,"South East","workplaces",-65.3609022556391
"results.2333",13,2020-07-08,"South East","residential",25.0741738481677
"results.2334",13,2020-07-08,"South East","retail_recreation_av",-47.3490870032223
"results.2335",13,2020-07-08,"South East","grocery_pharmacy_av",-18.1063372717508
"results.2336",13,2020-07-08,"South East","parks_av",12.0124471506358
"results.2337",13,2020-07-08,"South East","transit_stations_av",-48.5510204081633
"results.2338",13,2020-07-08,"South East","workplaces_av",-45.3319011815252
"results.2339",13,2020-07-08,"South East","residential_av",16.7475945058431
"results.2340",13,2020-07-08,"South West","retail_recreation",-78.4725274725275
"results.2341",13,2020-07-08,"South West","grocery_pharmacy",-35.1538461538462
"results.2342",13,2020-07-08,"South West","parks",-25.6831501831502
"results.2343",13,2020-07-08,"South West","transit_stations",-67.3076923076923
"results.2344",13,2020-07-08,"South West","workplaces",-63.2087912087912
"results.2345",13,2020-07-08,"South West","residential",23.5967207395779
"results.2346",13,2020-07-08,"South West","retail_recreation_av",-45.6059654631083
"results.2347",13,2020-07-08,"South West","grocery_pharmacy_av",-17.4238618524333
"results.2348",13,2020-07-08,"South West","parks_av",26.7969173683459
"results.2349",13,2020-07-08,"South West","transit_stations_av",-40.5321821036107
"results.2350",13,2020-07-08,"South West","workplaces_av",-42.861852433281
"results.2351",13,2020-07-08,"South West","residential_av",15.2764000172163
"results.2352",13,2020-07-08,"West Midlands","retail_recreation",-76.8775510204082
"results.2353",13,2020-07-08,"West Midlands","grocery_pharmacy",-32.7142857142857
"results.2354",13,2020-07-08,"West Midlands","parks",-25.4285714285714
"results.2355",13,2020-07-08,"West Midlands","transit_stations",-66.1224489795918
"results.2356",13,2020-07-08,"West Midlands","workplaces",-60.1428571428571
"results.2357",13,2020-07-08,"West Midlands","residential",22.9013605442177
"results.2358",13,2020-07-08,"West Midlands","retail_recreation_av",-45.5801749271137
"results.2359",13,2020-07-08,"West Midlands","grocery_pharmacy_av",-16.6909620991254
"results.2360",13,2020-07-08,"West Midlands","parks_av",12.55879494655
"results.2361",13,2020-07-08,"West Midlands","transit_stations_av",-42.4810495626822
"results.2362",13,2020-07-08,"West Midlands","workplaces_av",-40.0291545189504
"results.2363",13,2020-07-08,"West Midlands","residential_av",14.5495626822157
"results.2364",13,2020-07-08,"Yorkshire and the Humber","retail_recreation",-75.8392857142857
"results.2365",13,2020-07-08,"Yorkshire and the Humber","grocery_pharmacy",-32.5
"results.2366",13,2020-07-08,"Yorkshire and the Humber","parks",-33.7678571428571
"results.2367",13,2020-07-08,"Yorkshire and the Humber","transit_stations",-63.0178571428571
"results.2368",13,2020-07-08,"Yorkshire and the Humber","workplaces",-59.1785714285714
"results.2369",13,2020-07-08,"Yorkshire and the Humber","residential",21.85
"results.2370",13,2020-07-08,"Yorkshire and the Humber","retail_recreation_av",-43.6989795918367
"results.2371",13,2020-07-08,"Yorkshire and the Humber","grocery_pharmacy_av",-14.9566326530612
"results.2372",13,2020-07-08,"Yorkshire and the Humber","parks_av",12.8647959183673
"results.2373",13,2020-07-08,"Yorkshire and the Humber","transit_stations_av",-37.9795918367347
"results.2374",13,2020-07-08,"Yorkshire and the Humber","workplaces_av",-39.7959183673469
"results.2375",13,2020-07-08,"Yorkshire and the Humber","residential_av",13.7032069970845
"results.2376",27,2020-07-15,"East","retail_recreation",-39.3571428571429
"results.2377",27,2020-07-15,"East","grocery_pharmacy",-10.9571428571429
"results.2378",27,2020-07-15,"East","parks",54.9884353741497
"results.2379",27,2020-07-15,"East","transit_stations",-40.4857142857143
"results.2380",27,2020-07-15,"East","workplaces",-34.8571428571429
"results.2381",27,2020-07-15,"East","residential",13.1412698412698
"results.2382",27,2020-07-15,"East","retail_recreation_av",-34.4367346938776
"results.2383",27,2020-07-15,"East","grocery_pharmacy_av",-9.4
"results.2384",27,2020-07-15,"East","parks_av",45.4184645286686
"results.2385",27,2020-07-15,"East","transit_stations_av",-35
"results.2386",27,2020-07-15,"East","workplaces_av",-30.0551020408163
"results.2387",27,2020-07-15,"East","residential_av",11.4108843537415
"results.2388",27,2020-07-15,"East Midlands","retail_recreation",-48.077380952381
"results.2389",27,2020-07-15,"East Midlands","grocery_pharmacy",-13.2678571428571
"results.2390",27,2020-07-15,"East Midlands","parks",40.1709183673469
"results.2391",27,2020-07-15,"East Midlands","transit_stations",-37.2321428571429
"results.2392",27,2020-07-15,"East Midlands","workplaces",-35.8373015873016
"results.2393",27,2020-07-15,"East Midlands","residential",13.1428571428571
"results.2394",27,2020-07-15,"East Midlands","retail_recreation_av",-41.6258503401361
"results.2395",27,2020-07-15,"East Midlands","grocery_pharmacy_av",-11.2760770975057
"results.2396",27,2020-07-15,"East Midlands","parks_av",33.435860058309
"results.2397",27,2020-07-15,"East Midlands","transit_stations_av",-32.0561224489796
"results.2398",27,2020-07-15,"East Midlands","workplaces_av",-30.8078231292517
"results.2399",27,2020-07-15,"East Midlands","residential_av",11.3622448979592
"results.2400",27,2020-07-15,"London","retail_recreation",-54.7142857142857
"results.2401",27,2020-07-15,"London","grocery_pharmacy",-17
"results.2402",27,2020-07-15,"London","parks",31.2857142857143
"results.2403",27,2020-07-15,"London","transit_stations",-57.2857142857143
"results.2404",27,2020-07-15,"London","workplaces",-47
"results.2405",27,2020-07-15,"London","residential",18
"results.2406",27,2020-07-15,"London","retail_recreation_av",-47.6122448979592
"results.2407",27,2020-07-15,"London","grocery_pharmacy_av",-14.8979591836735
"results.2408",27,2020-07-15,"London","parks_av",24.1836734693878
"results.2409",27,2020-07-15,"London","transit_stations_av",-50.0408163265306
"results.2410",27,2020-07-15,"London","workplaces_av",-40.5918367346939
"results.2411",27,2020-07-15,"London","residential_av",15.5918367346939
"results.2412",27,2020-07-15,"North East","retail_recreation",-39.75
"results.2413",27,2020-07-15,"North East","grocery_pharmacy",-8.19642857142857
"results.2414",27,2020-07-15,"North East","parks",45.6819727891157
