"","mob_index","r_index"
"1",1,1
"2",2,1
"3",3,2
"4",3,3
"5",3,4
"6",3,5
"7",3,6
"8",3,7
"9",3,8
"10",3,9
"11",3,10
"12",3,11
"13",3,12
"14",3,13
"15",3,14
"16",3,15
"17",3,16
"18",3,17
"19",3,18
"20",3,19
"21",3,20
"22",3,21
"23",3,22
"24",4,23
"25",5,24
"26",6,24
"27",7,25
"28",8,25
"29",9,25
"30",10,25
"31",11,26
"32",12,26
"33",13,26
"34",14,26
"35",15,26
"36",15,27
"37",15,28
"38",15,29
"39",15,30
"40",15,31
"41",15,32
"42",15,33
"43",15,34
"44",15,35
"45",15,36
"46",15,37
"47",15,38
"48",15,39
"49",15,40
"50",15,41
"51",15,42
"52",15,43
"53",16,43
"54",17,44
"55",18,44
"56",19,44
"57",20,44
"58",21,44
"59",22,44
"60",23,44
"61",24,44
"62",25,44
"63",26,44
"64",27,45
"65",28,45
"66",29,45
"67",30,45
"68",31,45
"69",32,45
"70",33,45
"71",34,45
"72",35,45
"73",36,45
"74",37,45
"75",38,45
"76",39,45
"77",40,45
"78",41,45
"79",42,45
"80",43,45
"81",44,45
"82",45,45
"83",46,45
"84",47,45
"85",48,45
"86",49,46
"87",50,47
"88",51,48
"89",52,49
"90",53,49
"91",54,50
"92",55,50
"93",56,50
"94",57,51
"95",58,51
"96",59,51
"97",60,51
"98",61,51
"99",61,52
"100",62,53
"101",63,53
"102",64,53
"103",65,53
"104",66,53
"105",67,53
"106",68,53
"107",69,53
"108",70,53
"109",71,53
"110",72,53
"111",73,53
"112",74,53
"113",75,53
"114",76,53
"115",77,53
"116",78,53
"117",79,53
"118",80,53
"119",81,53
"120",82,53
"121",83,53
"122",84,53
"123",85,53
"124",86,53
"125",87,54
"126",87,55
"127",87,56
"128",88,57
"129",89,58
"130",89,59
"131",89,60
"132",89,61
"133",89,62
"134",89,63
"135",90,64
"136",90,65
"137",90,66
"138",90,67
"139",90,68
"140",91,68
"141",92,68
"142",93,68
"143",94,69
"144",94,70
"145",94,71
"146",95,72
"147",95,73
"148",95,74
"149",96,75
"150",96,76
"151",96,77
"152",96,78
"153",96,79
"154",96,80
"155",96,81
"156",97,82
"157",97,83
"158",97,84
"159",97,85
"160",97,86
"161",97,87
"162",97,88
"163",97,89
"164",97,90
"165",97,91
"166",97,92
"167",97,93
"168",97,94
"169",97,95
"170",97,96
"171",97,97
"172",97,98
"173",97,99
"174",97,100
"175",97,101
"176",97,102
"177",97,103
"178",97,104
"179",98,105
"180",98,106
"181",98,107
"182",98,108
"183",99,109
"184",99,110
"185",99,111
"186",99,112
"187",100,112
"188",101,112
"189",102,112
"190",103,112
"191",104,112
"192",105,112
"193",106,112
"194",107,112
"195",108,112
"196",109,112
"197",110,112
"198",111,112
"199",112,112
