"","(Intercept)","days_since_lockdown","bank_holiday1","dayMonday","dayTuesday","dayWednesday","dayThursday","dayFriday","daySaturday"
"Bath and North East Somerset",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bedford",29.9886684572942,-0.117286107350308,5.36479669825741,-1.23147501128241,-0.569951436009216,0.274607398613818,-0.139819990974085,NA,-9.16507147952425
"Blackburn with Darwen",27.0709692439344,-0.113648947951274,4.38420542635659,-2.20450770160073,-1.34319314406524,-0.77499874156851,-0.945484747810331,NA,-9.09270235578375
"Blackpool",24.3637231402888,-0.10074253966496,3.69364305886262,-2.28447891698903,-2.06129428096315,-1.14236992311636,-1.23513536318787,NA,-7.11026028441168
"Borough of Halton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bracknell Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton and Hove",17.674820188492,-0.110429067460317,2.62239583333333,11.6646825396825,12.9241606917388,13.3982261228355,13.4933655753968,14.2500620039683,4.71856398809524
"Bristol City",19.9773346233785,-0.123951838314341,3.05880455815954,12.7808177452878,13.1625570910133,14.1955998384186,14.2114778183903,15.0756288970114,3.04271482835233
"Buckinghamshire",18.0300780170163,-0.11518260281967,4.28246613631477,13.0681049134339,14.2135897321341,14.7833177894993,14.5711188582077,14.6392237716415,3.801484063847
"Cambridgeshire",17.4327282407265,-0.098780600178149,4.62024295850355,12.2454067737609,12.9730412209449,13.7990945483958,13.7036581994656,13.8657316398931,3.15121939982185
"Central Bedfordshire",17.3928822306645,-0.118073973191886,5.40817862518816,12.307231859126,13.5118948788292,14.5390597611119,14.2362990705565,14.119676606217,3.88911368360692
"Cheshire East",16.7627135997379,-0.104724022483644,4.52031821113739,10.6013376539608,11.3353382086988,12.2582440493642,12.1858279325491,12.4538322531765,3.72860931084969
"Cheshire West and Chester",17.0723065188234,-0.102143932180483,4.99199096968394,10.0201454372332,10.5589053138505,11.8428674278492,11.8602348701252,11.797046974025,3.23118940115286
"Cornwall",16.1572293720756,-0.114230426636361,4.09046441625457,6.93248635726061,7.86653314792425,8.61712721092425,8.32397538675758,9.33979507735152,3.21910290669698
"County Durham",15.623296577285,-0.0953404797739349,5.24913996989895,9.05381715145745,9.37214079549061,10.2856630934464,9.79731189401152,11.1844623788023,3.57132618689273
"Cumbria",16.8165678655896,-0.110037779893725,4.07568264889271,8.34742400507828,8.49403423925032,9.87679929187132,9.50321999365215,10.8506439987304,3.22329555343961
"Darlington",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derby",17.4939970322407,-0.118474301902064,4.10481586402267,9.44035815459328,9.79042958929644,10.0907220730167,10.1505969243221,11.4182685822204,3.22087886145959
"Derbyshire",16.5100029691515,-0.110682802469515,5.52026445925608,10.0239720592602,10.3718545841745,11.482537386644,11.1679515925915,11.9419236518516,4.13931719753049
"Devon",16.5345394231655,-0.115290106582302,4.23156310470867,8.16002958913086,8.98615574921746,10.1923549467089,9.73746301358642,10.6474926027173,3.6347098934177
"Dorset",16.7792794176368,-0.121187455846669,4.33202537088799,8.98251656069868,10.3409460889573,11.0075880902585,10.7197709657933,11.5356208598253,3.54547921082
"East Riding of Yorkshire",15.3591137594578,-0.101022821513039,5.45140829929048,9.35912143829797,9.4999809192456,10.6919128316677,10.6135982021276,11.3893863070922,3.81564384515363
"East Sussex",15.7746618750704,-0.111036029118162,4.56729735540744,9.59981980321693,10.3031429260197,11.0505425915015,11.0835585793122,11.2667117158624,3.97229730421518
"Essex",17.5292794176367,-0.121187455846669,5.08202537088798,11.6075165606987,11.9545824525936,12.803042635713,12.63643763246,12.9106208598253,3.62881254415334
"Gloucestershire",16.9070706760451,-0.112218570507111,5.00736400774027,10.6943245692171,11.4907630533302,12.4211634420192,12.0800109551453,12.6076688576957,3.72111476282623
"Greater London",20.5821763880784,-0.130494210154498,3.10384863470222,14.0298527710375,14.8194101999198,15.7680862282561,15.9418507028699,16.4717034739073,3.95283912317884
"Greater Manchester",17.3516217710477,-0.110882452314402,4.31858740055902,10.3077845522212,10.5382217760739,11.7400133192973,11.5006859763901,12.3918038619447,3.22245088101894
"Hampshire",16.8838063498889,-0.115674048591701,4.97833799182972,12.1192843832868,13.0158828665064,13.5861023696435,13.4863111875582,13.5222622375117,4.05099261807497
"Hartlepool",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herefordshire",25.7930538975107,-0.107817128708494,5.79433611884865,-2.34321528054118,-1.66218693098916,-0.554369802280664,-0.725427775567043,NA,-7.03022063049918
"Isle of Wight",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kent",16.5138270315651,-0.110774948551771,5.11949043216513,10.8408598765243,10.9171709105057,11.7552185863302,11.751008487678,12.4252016975356,3.5558917181149
"Kingston upon Hull",15.4515260415067,-0.111281752004177,5.41523328316491,8.54207620481003,8.54519858411494,9.65648033611912,9.08282141065413,10.2915642821308,3.38871824799582
"Lancashire",15.9148800565163,-0.106382651964247,4.80638572350033,9.38865169804753,9.97678965841726,10.9922632194724,10.6808520441073,11.4028370754881,3.64361734803575
"Leicester",16.6937166610355,-0.11711767054704,3.86621156740486,8.88941574264623,8.80917197902792,10.1081078313931,9.64864698835888,10.4547293976718,3.13288232945296
"Leicestershire",16.8898623951838,-0.11180391313696,5.06084712964954,11.0183293915287,11.7641123121127,12.8759162252497,12.3312549272558,12.6829176521178,3.80486275352971
"Lincolnshire",15.1078390719866,-0.100992106152287,5.00166630832079,8.01738105476549,7.9318451741049,8.9419281893481,8.6136903482098,9.6310714029753,3.31567456051438
"Luton",18.8641720074426,-0.130435531665633,4.25434153400868,9.13694783267866,9.3532492591827,10.120048427212,9.8242626283509,10.4956412376818,2.33513369168217
"Medway",16.4800315596829,-0.114927956666346,6.28460516400269,11.023639071303,11.9352685251527,12.4138328454554,12.1946947719714,12.7621885346373,3.59121735197073
"Merseyside",16.982121100429,-0.103986853825598,4.47651042786498,8.85790178251477,9.45008032532221,10.0086126336933,10.1880394385232,10.795941221038,2.72934647950774
"Middlesbrough",25.3049918962723,-0.110696920583468,4.35970826580226,-2.02288492706645,-2.331660527479,-1.22096360689553,-1.45982712047542,NA,NA
"Milton Keynes",17.1666017020724,-0.1101799519262,3.87448840381992,12.1202981874878,12.8769600113393,13.7144126905382,13.5753264470863,13.7897583317092,3.12901968427208
"Norfolk",15.9116933378382,-0.106305863562367,5.55703074607612,9.01346740588302,8.885995750111,9.71957434094609,9.76441574264623,10.7778831485292,3.22702746977097
"North East Lincolnshire",23.7507349711679,-0.10902367492668,5.83420113061589,-2.25626230855329,-2.20796979228249,-1.46258248099218,-1.46999015315737,NA,-6.57021896827759
"North Lincolnshire",24.401822457378,-0.103468547912992,5.61111111111111,-2.82951205173427,-1.71762599540377,-1.25052108385442,-1.4182833627278,NA,-6.31422692533803
"North Somerset",28.9903171448952,-0.106323972572826,4.25687863038826,-1.26436141561486,-0.646449151073118,0.278056639681524,0.103155799158539,NA,-8.07925892766157
"North Yorkshire",16.3455708449796,-0.0986884540958933,4.5210169855945,8.84518562316349,9.14742186431071,10.7006557729521,10.120601304379,11.1324535942091,3.98464487923744
"Northamptonshire",16.3621366628784,-0.115151887458918,5.83272414534509,10.7263645299014,11.1530297445692,12.0863634502099,11.7378776709566,12.214242200858,3.05151477920776
"Northumberland",15.547695066604,-0.0915273300054961,4.48117042795382,7.84535472063731,8.38612540634315,9.02310728180319,9.39277380527431,10.3207727306209,3.5758284652853
"Nottingham",17.2996795364028,-0.105614767945449,3.81283594925823,9.05347544306908,9.01582027232424,9.66688958572424,9.43315569616365,10.4032978058994,2.47771856538788
"Nottinghamshire",16.5327886476027,-0.109223822833799,4.78251988819609,9.47880384146779,9.7452551748402,11.1272062704013,10.4223285314986,11.317799039633,3.1407761771662
"Oxfordshire",18.5676812974168,-0.116088705961851,4.42485486992045,12.8786128943084,13.80313966833,14.6465011015645,13.9017338821144,14.5303467764229,3.46724462737148
"Peterborough",15.5908314222762,-0.116062997436935,4.57507082152975,9.41266749853859,9.68805211156485,10.3495696544563,10.2109273123792,11.1478118395611,2.94305330725301
