"","(Intercept)","days_since_lockdown","bank_holiday1","dayMonday","dayTuesday","dayWednesday","dayThursday","dayFriday","daySaturday"
"Bath and North East Somerset",-33.1301004964281,0.977297493643298,45.1013439883764,14.4826129071316,13.8454050127134,2.69698208015501,6.59855914759653,-1.45216127860518,-28.0893691730233
"Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackburn with Darwen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackpool",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borough of Halton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bracknell Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton and Hove",-36.9991835746284,0.884261325307456,22.8044860152561,22.1287729403421,15.1648106827184,0.137963995987063,10.7861173092556,8.51489024959777,-22.1824053413592
"Bristol City",11.0305969245671,1.12520886305848,47.5546676353069,-2.36218670541228,-4.05041772611697,-42.6040622351374,-17.6910400774912,-16.7198934495701,-18.9414578036082
"Buckinghamshire",-19.0774825731236,0.63668206112812,23.7315655648384,4.51454690121599,-0.206697455589588,-8.22332563610259,-2.55662048328233,-4.24207358206632,-8.22998460553854
"Cambridgeshire",-24.8795582308477,0.863136318821027,12.0252451870687,-0.864819331292289,4.00706069569125,-7.18509850725614,-15.4772577102036,-10.4754103748292,-15.536863681179
"Central Bedfordshire",-4.24522748539401,0.766891084630075,34.6701557549436,-2.50924096141604,-8.90000000000001,-15.704054457685,-8.4326600794431,-3.37756154773608,-12.2997755820366
"Cheshire East",-33.35340321381,0.812957293342328,78.4783872139485,24.6218168923944,27.9740854133153,11.4231453133378,27.238871880027,29.8606887724213,-2.58704270665768
"Cheshire West and Chester",-37.9729610987147,0.756722536453738,43.6943334544134,17.063655233252,13.0865549270925,2.87002793489356,10.7368342760279,10.0671561759465,-11.7099441302129
"Cornwall",-51.7360714718142,1.12206424160656,6.85116236832553,34.2211916005051,27.0892048501202,4.39019878746996,29.0328593914863,4.18738432532465,-11.3446024250601
"County Durham",-14.4646550083891,0.957194748585958,34.4266254994552,-5.98563644854963,-17.3810561638386,-19.0380692923737,-15.1284157542421,-15.4473855361251,-12.842805251414
"Cumbria",-39.2258194523722,0.960235587151678,32.5268797675265,2.93797242834655,11.21286215903,-0.436548873090794,5.01404009478834,-1.58132081019843,-9.63976441284832
"Darlington",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derby",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derbyshire",-34.2408506737238,1.03347516994448,69.8161096985108,18.5787841834881,31.733049660111,-2.32909574836107,4.83375884316671,-6.58745697334512,-20.8331914967222
"Devon",-37.4650960856554,1.0553162783457,30.0327824191792,20.2758315603757,22.9560341099752,-3.5015085274938,19.4326155017037,10.9084470620794,-12.211350388321
"Dorset",-47.3563074049089,1.23313787556432,41.7930439520523,47.5139925276322,21.8670575822047,-4.19593106221782,22.2994136266929,11.8134061543251,-6.16686212443568
"East Riding of Yorkshire",-45.2088405721896,1.4278397592237,10.6345804576825,10.3965215435974,17.8776538148859,8.62225321294522,4.88351927767103,-11.1199591787315,-13.1054935741096
"East Sussex",-25.6126528635427,0.897094079186342,28.8589720305122,7.2456411187795,5.40581184162728,-1.79728629374015,6.35794890422564,1.27025668967184,-14.9695725874803
"Essex",-14.2426789822358,0.809610295262311,21.9610424990919,-0.207013128535134,-6.68588725719131,-15.9493615190355,-13.5711691142131,2.08848442391849,-21.1903897047377
"Gloucestershire",-31.2290349921297,0.814384308027606,33.7105884489648,18.0049097953747,14.7712313839448,9.78635882068049,13.7764862574161,4.51472938612418,-8.9189490253057
"Greater London",-26.8640720945116,0.716932177883867,12.5079004722122,5.38254112396864,-2.96719768910109,-16.2123672443914,-14.5825367996818,-9.13332900904639,-22.2164011554495
"Greater Manchester",-20.8982962309515,0.697452130143739,34.7026879767526,-5.01096466192726,-2.12823759362082,-18.8429406015948,-11.6409769429021,-7.65194160482935,-22.9025478698563
"Hampshire",-16.2357739608738,0.762939131337242,39.3540682891392,12.8801229827201,0.274121737325498,-14.2560304343314,4.4888173940117,-6.63105962326814,-8.77039420199609
"Hartlepool",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herefordshire",-20.3277238683341,0.69800736858492,20.4675808209227,3.13748724335357,-2.66268140383652,-5.88016298237418,-3.70597789424525,-4.56849065089165,-17.1019926314151
"Isle of Wight",-48.6722501859442,0.849161953193918,4.08499818379956,23.9451715012195,9.96834276027881,0.0912476432636514,10.4141525262484,5.62599069413449,-4.4841713801394
"Kent",-21.6126528635427,0.697094079186342,9.85897203051216,-1.9543588812205,-4.46085482503937,-15.1722862937401,-5.508717762441,1.47025668967186,-22.3029059208137
"Kingston upon Hull",23.4460311562857,0.795976752209336,-5.74198535070729,-57.7793100855428,-52.7042275948091,-61.6098106472759,-68.0448687667525,-63.924713162248,-58.3034889378378
"Lancashire",-13.1003580509574,0.949063359452027,64.1244097348347,2.64264265822566,13.3018732810959,-7.85046832027398,-3.35280992164394,0.223166069915073,-7.7842699738813
"Leicester",13.4248732983931,1.01965647864667,3.15573919360698,-16.9633724248871,-25.1726462906266,-34.6443384273433,-35.74103056406,-41.6377363222803,-41.9136768546866
"Leicestershire",-23.5319305346548,0.85028799750921,37.7927715219761,9.49686056769239,9.89942400498155,1.64181066542129,4.9508639925276,-2.81894210644667,-9.94971200249078
"Lincolnshire",-36.0075467455416,0.980016605261792,-9.89347984017434,0.0128820507498266,3.10663345614306,-1.38082503070241,-0.926616850881324,-8.71373480013146,-12.8199833947382
"Luton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medway",-33.5675540103436,0.786809195163717,2.10179803850343,20.2730709356027,21.9597149430059,3.07257126424854,0.0270942521577858,30.9668318544272,-4.47985747150295
"Merseyside",-35.5500250808641,0.654402988947122,45.4241736287686,10.3839854358017,5.49119402210574,-1.99363183885975,-0.836791033158648,4.347194402643,-4.94559701105287
"Middlesbrough",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milton Keynes",-15.1717572172348,0.745379066991853,29.5839992735198,-15.0509790185599,-21.1574248006504,-26.7731437998374,-20.0305294656911,-22.2148418175842,-17.2546209330081
"Norfolk",-53.0544963935446,0.925556535727258,-16.3869415183436,18.833572898829,19.6155535952121,12.9002782678637,6.6433362738484,12.0769091726774,-19.1411101309394
"North East Lincolnshire",-45.2410876857587,0.980649453190415,13.6185026482166,6.44478370359516,4.81655712361884,1.81949139326189,6.6752816929046,-7.81326793683357,-20.1526838801429
"North Lincolnshire",-14.4504955632816,0.499065954024181,-7.1792589901925,-16.0204486880114,-15.1981319080484,-20.2504670229879,-19.5028021379275,-22.0565841592721,-18.9676007126425
