"","Retail and recreationEstimate","Retail and recreationStd. Error","Retail and recreationt value","Retail and recreationPr(>|t|)","Retail and recreation2.5 %","Retail and recreation97.5 %","Grocery and pharmacyEstimate","Grocery and pharmacyStd. Error","Grocery and pharmacyt value","Grocery and pharmacyPr(>|t|)","Grocery and pharmacy2.5 %","Grocery and pharmacy97.5 %","ParksEstimate","ParksStd. Error","Parkst value","ParksPr(>|t|)","Parks2.5 %","Parks97.5 %","Transit stationsEstimate","Transit stationsStd. Error","Transit stationst value","Transit stationsPr(>|t|)","Transit stations2.5 %","Transit stations97.5 %","WorkplacesEstimate","WorkplacesStd. Error","Workplacest value","WorkplacesPr(>|t|)","Workplaces2.5 %","Workplaces97.5 %","ResidentialEstimate","ResidentialStd. Error","Residentialt value","ResidentialPr(>|t|)","Residential2.5 %","Residential97.5 %"
"(Intercept)",-87.6922011512288,0.949779961537394,-92.3289653419123,2.38253294982374e-77,-89.5851098848006,-85.799292417657,-46.169215958862,1.60602403650241,-28.7475248872421,1.50768475280312e-41,-49.3700172477213,-42.9684146700027,-45.0120977853204,9.032164383962,-4.98353394289926,4.06449112140304e-06,-63.0131754431214,-27.0110201275195,-70.3485848135267,1.37083029709203,-51.3182302453911,5.04200917674949e-59,-73.0806456557139,-67.6165239713396,-53.8541059624348,1.22485704311594,-43.9676664841101,2.82876636122468e-54,-56.2952425289908,-51.4129693958788,16.8245251230734,0.338757615404692,49.6653783058845,5.1522004148485e-58,16.1493821691985,17.4996680769482
"dayFriday",7.66328204694106,1.14168476405325,6.7122574358745,3.54253370653344e-09,5.3879075935107,9.93865650037143,11.6410941157511,1.93052417131451,6.03001728169224,6.162269315311e-08,7.79356499086036,15.4886232406418,-0.559446572796956,10.8571299471323,-0.0515280350811976,0.95904550274617,-22.1976753528444,21.0787822072505,-3.58739461457233,1.64780910070921,-2.1770693055575,0.03270913416802,-6.87147341630094,-0.303315812843723,-18.4191025739837,1.4723416800721,-12.5100734586837,7.79552898348586e-20,-21.3534753106952,-15.4847298372722,12.3161994918412,0.407204219794777,30.2457560436096,4.90653036642949e-43,11.50464265214,13.1277563315424
"dayMonday",12.2627397739919,1.14207113674515,10.73728192531,1.12686100511676e-16,9.9865952808971,14.5388842670868,10.1182311668428,1.93117750561863,5.23941022376477,1.50009848054324e-06,6.26939994856171,13.9670623851238,16.4327889026688,10.8608042525589,1.51303609940277,0.134588051807374,-5.21276275753343,38.0783405628709,-2.21854117494686,1.64836675765448,-1.34590264250639,0.182499021844263,-5.50373138536461,1.0666490354709,-19.4699140878396,1.47283995475898,-13.2193005933395,4.69887682041372e-21,-22.40527988457,-16.5345482911092,10.4934898330422,0.407342027178662,25.7608818459573,2.22663841391999e-38,9.68165834362099,11.3053213224634
"daySaturday",1.12094242601259,1.11421843166872,1.00603471828572,0.31772198847134,-1.09969170591666,3.34157655794184,6.41215553643297,1.88408016134326,3.40333477735969,0.00108402899283562,2.65718918992975,10.1671218829362,-11.6939488824566,10.5959321548351,-1.10362625124212,0.273380063578145,-32.8116112131669,9.42371344825375,-2.41016091015809,1.60816657074704,-1.49870103880999,0.138263377025899,-5.61523226360907,0.7949104432929,-2.78023951103893,1.43692049618514,-1.93485966580624,0.0568822495077949,-5.64401793006814,0.0835389079902846,3.52020660276671,0.397407814691181,8.85791993170091,3.43953782387363e-13,2.72817397028102,4.31223923525241
"dayThursday",10.4258421953222,1.11480489075691,9.35216761405078,4.08276069865599e-14,8.2040392521157,12.6476451385286,14.240642595119,1.88507183039315,7.55442968565762,9.6481772326787e-11,10.4836998550495,17.9975853351885,14.9683418867998,10.601509230688,1.41190669753616,0.162225990816047,-6.1604355400562,36.0971193136558,-2.4992244736683,1.60901301510116,-1.55326554242395,0.124684659812867,-5.70598278828428,0.707533840947674,-19.516576758441,1.43767680667153,-13.5750793696292,1.17566150373058e-21,-22.3818625020959,-16.6512910147862,11.7776906651958,0.397616986805033,29.6206929181597,2.01190758871333e-42,10.9852411532884,12.5701401771032
"dayTuesday",10.4874309245883,1.1393465553963,9.20477696177389,7.70010581253731e-14,8.21671651429099,12.7581453348857,12.0289413123393,1.92657039311588,6.24370713643361,2.539695552373e-08,8.18929205603489,15.8685905686438,18.8685276688744,10.8348941811562,1.74145933992508,0.0858156333421823,-2.72538529349066,40.4624406312394,-1.64236284163771,1.64443433244954,-0.998740301895335,0.321219647640612,-4.91971573992425,1.63499005664883,-19.8770057388848,1.46932627497016,-13.5279727025153,1.41108864389232e-21,-22.8053687818948,-16.9486426958748,11.1325696486781,0.4063702519064,27.3951392761945,3.78504877909592e-40,10.3226749045815,11.9424643927747
"dayWednesday",8.95080320983353,1.13920312743036,7.85707394433106,2.61262707093547e-11,6.68037465106009,11.221231768607,11.207947626693,1.92632786456175,5.81829699548208,1.4699535403512e-07,7.36878172909993,15.0471135242862,6.77908080509347,10.8335302179035,0.625749932731099,0.533430534943824,-14.8121137824292,28.3702753926161,-2.93051395466285,1.64422732092148,-1.7823046225874,0.0788577506638317,-6.20745427956892,0.346426370243232,-19.9952764728245,1.46914130712352,-13.6101792086793,1.02634825328545e-21,-22.9232708754477,-17.0672820702012,11.9853505574269,0.406319095514716,29.4973844196127,2.6656333660564e-42,11.1755577678719,12.7951433469819
"bank_holiday1",-5.37743499807171,1.49863422307266,-3.58822380757215,0.000599319627912109,-8.36420869741569,-2.39066129872772,-6.40457532360621,2.53410545773558,-2.52735153703082,0.0136577624239141,-11.455040217575,-1.35411042963741,29.9491244567299,14.2516279584516,2.10145286868573,0.0390530089400797,1.54567089628436,58.3525780171755,-5.99456248376491,2.16299909499206,-2.77141238646099,0.00707625797417338,-10.3054134633864,-1.68371150414338,-17.5429897332006,1.93267152132147,-9.07706743730849,1.33533855024297e-13,-21.3947985204835,-13.6911809459177,4.47096216573787,0.534517231707219,8.36448649458477,2.9077422188512e-12,3.40567085920678,5.53625347226896
"days_since_lockdown",0.27360127558854,0.0127829524427637,21.4036058425158,3.48258493378791e-33,0.248124888109725,0.299077663067354,0.284935187676797,0.0216152474382746,13.1821386033387,5.43552947178406e-21,0.241856061656918,0.328014313696676,1.21247555541122,0.12156260655207,9.9740832300422,2.84605629178294e-15,0.970201629937265,1.45474948088517,0.365140469616427,0.0184498085919422,19.7910166816527,4.62216547231602e-31,0.328370054119468,0.401910885113386,0.309804702167484,0.016485175477898,18.7929271716182,1.09586737532489e-29,0.276949794820243,0.342659609514725,-0.110408308450614,0.00455929021742341,-24.2161176818021,1.27470213031714e-36,-0.119494960750037,-0.101321656151192
