"","(Intercept)","days_since_start","lockdown11","lockdown21","lockdown31","days_since_start:lockdown11","days_since_start:lockdown21","days_since_start:lockdown31"
"Merseyside",77.1659257034277,-0.364022845720998,-115.363860298952,12.9411194134702,-308.897165559623,1.48729098603291,-0.0641185257701282,1.05339915699317
"Middlesbrough",NA,NA,NA,NA,NA,NA,NA,NA
"Milton Keynes",118.636611107706,-0.496708583509449,-146.049230225292,-17.2954976508306,-374.649977357046,1.71204145972978,0.0468297814139023,1.27386050934768
"Norfolk",241.011911715748,-0.835126794200952,-293.568605389397,2.85277668834881,-552.308216222386,2.0982808428384,-0.196032796071935,1.76238578102616
"North East Lincolnshire",129.602318060384,-0.5165676647861,-180.058254281026,103.087180727638,-446.35225566048,1.40158382509638,-0.49273720658774,1.46411762449318
"North Lincolnshire",62.266324845133,-0.31271199609537,-103.379880111495,55.1235414462119,-237.925898256581,1.36859794795546,-0.24147519602286,0.818858916157697
"North Somerset",147.999019938511,-0.530098687691805,-180.756386783569,67.9907759798564,-425.640399819682,1.87306503395937,-0.337248251083705,1.4061130680516
"North Yorkshire",202.949268888765,-0.702914113513271,-255.040784778106,-84.3741652841056,-558.863854733684,1.75528775830538,0.1622541713755,1.75946462650634
"Northamptonshire",80.2288750439842,-0.425776322808497,-122.650603770738,-42.5360530876164,-289.173885642123,1.38641951501208,0.167155633153328,1.00553082026962
"Northumberland",205.436402310932,-0.688866460093794,-259.104426323358,60.4449019349033,-554.148589270006,1.82417190953384,-0.425606915463321,1.74391128176078
"Nottingham",73.7314898474832,-0.158530350040744,-86.7539439627746,3.75658584256404,-450.008856617641,0.58593583580165,-0.0645128902438785,1.42296585955963
"Nottinghamshire",77.7452280870008,-0.298803136538495,-110.89488595191,33.7998106181357,-311.955846377696,1.3063268434451,-0.15651002320816,1.03922396718781
"Oxfordshire",96.4637379898173,-0.38531840637134,-131.712048304246,-53.6552697749462,-368.39898894437,1.41665707890896,0.181119485423655,1.19535298976915
"Peterborough",NA,NA,NA,NA,NA,NA,NA,NA
"Plymouth",127.348422644395,-0.485380921095276,-164.30321043668,-204.778792493486,-411.914996584853,1.80353157248131,0.836151114230007,1.43063407084751
"Portsmouth",NA,NA,NA,NA,NA,NA,NA,NA
"Reading",NA,NA,NA,NA,NA,NA,NA,NA
"Redcar and Cleveland",NA,NA,NA,NA,NA,NA,NA,NA
"Rutland",NA,NA,NA,NA,NA,NA,NA,NA
"Shropshire",101.147089808454,-0.351286618046979,-145.734512670634,-19.4271742560269,-402.91715735584,1.45840498699315,0.0061071669562005,1.29221990195832
"Slough",NA,NA,NA,NA,NA,NA,NA,NA
"Somerset",145.770828344778,-0.497750395130643,-190.500184794969,-126.283065423518,-446.640722075503,1.51816810934795,0.406695582400958,1.42653666541375
"South Gloucestershire",101.6934699642,-0.273515649191292,-110.911892414019,5.0008767399991,-329.830462980743,1.64939745036864,-0.0367118901002867,1.11487006842052
"South Yorkshire",79.5622775316376,-0.296520027387811,-102.244238826294,25.0466441979729,-316.543343391239,1.1919235539991,-0.127633542085952,1.06267939891283
"Southampton",82.0221053751299,-0.358196816466763,-120.116979645732,-69.2671597187076,-306.090199041798,1.32797604954309,0.291537969019743,1.03400823078739
"Southend-on-Sea",120.037225114301,-0.400689382862092,-137.498453217363,202.086376485807,-302.580223253133,1.36889035451869,-0.802375231688047,1.01992996824218
"Staffordshire",84.0251228776693,-0.287815795969227,-121.215836953485,50.8570805784261,-401.147507800603,1.34668231119777,-0.277552880236889,1.26813888623513
"Stockton-on-Tees",62.4481797101892,-0.250338023868319,-103.497440793933,49.1778270143394,-250.274310220296,1.32137769200418,-0.169397686507784,0.869234101577397
"Stoke-on-Trent",27.0990935814947,-0.07856136779349,-45.8559272090226,102.620743778738,-93.4066128680702,0.816664267959596,-0.407090364163667,0.303827354035553
"Suffolk",144.62627240439,-0.526953172776629,-191.033895929851,59.545203082356,-401.695914946648,1.74663639657387,-0.315294070948444,1.30508754061299
"Surrey",81.314458358313,-0.288727601195132,-122.874972190645,-47.9634535885888,-331.887317048605,1.41656065233114,0.185122940940226,1.07142222727339
"Swindon",NA,NA,NA,NA,NA,NA,NA,NA
"Thurrock",NA,NA,NA,NA,NA,NA,NA,NA
"Torbay",140.258480537539,-0.434750865842433,-173.444026756026,21.4322693256251,-462.731645476234,1.35206179021216,-0.184140368812351,1.49511742826708
"Tyne and Wear",108.177634699462,-0.476504102820776,-139.208825665417,71.0341097684392,-363.493120936278,1.49564221158569,-0.308232780438272,1.23585979360706
"Warrington",NA,NA,NA,NA,NA,NA,NA,NA
"Warwickshire",114.861746367914,-0.420366406237933,-153.274449445031,-8.43368318862037,-370.353949808981,1.56283173794805,-0.0182136234750989,1.20251619085642
"West Berkshire",54.3330403513401,-0.194768856155224,-90.8744953700212,-52.1767341506998,-274.549033643385,1.0173608112773,0.172327695783033,0.876400069740995
"West Midlands",96.875126003608,-0.421820032839161,-129.302689917801,19.9037073688215,-303.70317778154,1.6596322962171,-0.0928019078911546,1.05295156850756
"West Sussex",156.58533757017,-0.527208910313612,-189.061346134043,-37.0678225181738,-452.059923990879,2.035714477297,0.105244722339576,1.50360367206243
"West Yorkshire",84.0919324795036,-0.328626090891089,-109.268625313557,23.1699722824014,-348.252544112625,1.46268303100151,-0.113550779857211,1.17724941255268
"Wiltshire",94.8717737840722,-0.331155995457032,-140.377294123269,-88.214490180977,-383.023858684335,1.3766744999823,0.273802019383849,1.2008158114201
"Windsor and Maidenhead",97.17591073564,-0.429488369027477,-158.52354517584,-24.4756996167106,-363.591155500448,1.51713590069499,0.0220288334891272,1.15780105188585
"Wokingham",NA,NA,NA,NA,NA,NA,NA,NA
"Worcestershire",135.401984374011,-0.459286783124607,-164.881855076332,12.162680572427,-382.152739918691,1.88779135503206,-0.104830817938805,1.24028930580534
"York",45.027950726591,-0.182503180822191,-91.9241456059752,-171.409919606096,-341.271549559175,0.713544316531615,0.608064209831493,1.00195697186073
