"","(Intercept)","days_since_start","lockdown11","lockdown21","lockdown31","days_since_start:lockdown11","days_since_start:lockdown21","days_since_start:lockdown31"
"Bath and North East Somerset",NA,NA,NA,NA,NA,NA,NA,NA
"Bedford",NA,NA,NA,NA,NA,NA,NA,NA
"Blackburn with Darwen",NA,NA,NA,NA,NA,NA,NA,NA
"Blackpool",NA,NA,NA,NA,NA,NA,NA,NA
"Borough of Halton",NA,NA,NA,NA,NA,NA,NA,NA
"North Yorkshire",7.36467102005441,0.0128903943759882,16.8608442815702,11.9827369086342,36.7057466797357,-0.111287855688524,-0.0374036479532809,-0.101290741289573
"Northamptonshire",7.98554827043468,0.0116702764461339,17.3611626149186,15.5862321658777,33.2209883876071,-0.127341633962922,-0.0581164411188992,-0.0914827127943284
"Northumberland",6.07616144378026,0.0190180850036322,16.3040872932384,11.0209923602702,32.6491297800977,-0.10662541019926,-0.0383315575190758,-0.0951274707434684
"Nottingham",7.74810773529511,0.0139048637052476,16.8197105762787,13.8450191706396,30.4210918083911,-0.118689468636781,-0.0481530457366806,-0.0850509380757469
"Nottinghamshire",6.790768798854,0.0189234335081855,17.8111790622769,14.6469511166984,32.9054630142732,-0.127776966105473,-0.0530543272449903,-0.0944174434909476
"Oxfordshire",10.7048476019523,0.0137670206897586,18.4712575153811,13.7141061864595,38.2556244020493,-0.129054341090214,-0.0469596080695377,-0.105011771102708
"Peterborough",6.90173818660914,0.0134534570560661,17.4386637171455,12.7004590141102,29.5895914928556,-0.145122264187591,-0.0488354259355719,-0.0837077763821036
"Plymouth",7.13418942100235,0.00884354875132307,19.3204679787105,19.3204200089765,32.490891999328,-0.16585042342081,-0.0683087141278184,-0.0873921256499011
"Portsmouth",6.09346593923533,0.0222743260082327,20.0210935209124,17.437771843234,36.4535275363422,-0.157969513174009,-0.0617613851997257,-0.103665866930721
"Reading",NA,NA,NA,NA,NA,NA,NA,NA
"Redcar and Cleveland",NA,NA,NA,NA,NA,NA,NA,NA
"Rutland",NA,NA,NA,NA,NA,NA,NA,NA
"Shropshire",7.65427373289002,0.009833191458826,16.5473131022554,13.0012114496887,32.1427364765896,-0.120415668482678,-0.0429475866421865,-0.0881133061850197
"Slough",NA,NA,NA,NA,NA,NA,NA,NA
"Somerset",6.77872661196189,0.0130105101632709,16.8713720404876,11.233588658974,33.8400981283027,-0.121203250151485,-0.036585457383538,-0.0936945488995553
"South Gloucestershire",10.2179729777526,0.0129680413359853,19.4767388149497,15.2069625136853,35.5597684132844,-0.154155621603418,-0.0500311424384952,-0.0975336256370659
"South Yorkshire",6.94694474410213,0.0163923934291756,17.364796996379,16.0373386244176,32.3742137457441,-0.122769119847042,-0.057443296549044,-0.0923470355575839
"Southampton",7.71752643865173,0.0156018313204499,18.931995888335,19.8359961197969,35.082772972243,-0.150787201044512,-0.0715092517598899,-0.0963362516976644
"Southend-on-Sea",NA,NA,NA,NA,NA,NA,NA,NA
"Staffordshire",6.89214422770838,0.0175642184783527,18.6889396898434,11.7524331434699,34.1293269881805,-0.135925390615605,-0.0394189373774062,-0.0974709404688592
"Stockton-on-Tees",NA,NA,NA,NA,NA,NA,NA,NA
"Stoke-on-Trent",5.52464033707065,0.0165236259315086,18.1107653973653,11.3323852317775,28.3543249679721,-0.136699256832969,-0.038456537026981,-0.0812064555084107
"Suffolk",6.99949930145366,0.0151173933611575,17.501739101636,10.9712959131838,36.6356483707346,-0.12647416384223,-0.0376367459297708,-0.101742147300822
"Surrey",10.7087183443568,0.0183112702319965,18.8894513378564,12.8138792004081,40.2984977460998,-0.133265862118707,-0.0442710794430368,-0.112719987695353
"Swindon",9.92439230891666,0.00693379063063693,17.3299666654426,13.9938577497273,31.1572252296523,-0.13601803971489,-0.0492748649914148,-0.0838370470839854
"Thurrock",NA,NA,NA,NA,NA,NA,NA,NA
"Torbay",NA,NA,NA,NA,NA,NA,NA,NA
"Tyne and Wear",8.25631454921655,0.0139785996220914,16.5305122002902,9.271991025887,30.092609982684,-0.10945924461787,-0.0303598647718292,-0.0848792434274885
"Warrington",9.07480745764512,0.0117400375528161,14.0251768462323,20.4165914007489,32.1902431579106,-0.0951537200875216,-0.0759358308126489,-0.0891334353986411
"Warwickshire",9.30694368301908,0.0138608432141023,17.3994918150708,9.55891760402436,33.8350843219758,-0.122111111029459,-0.0297729551853272,-0.0942073249561553
"West Berkshire",NA,NA,NA,NA,NA,NA,NA,NA
"West Midlands",8.31159034237609,0.0122007754408257,17.7063350176004,9.49148261094311,31.165783622551,-0.131970601940008,-0.0314360557598497,-0.0865863893231269
"West Sussex",8.6811655554769,0.0135033228562724,17.3518305404048,14.7496734467906,36.351568116373,-0.127622983846341,-0.0520520756907392,-0.0997458960625958
"West Yorkshire",8.98372563930247,0.0116342905979885,16.7498707672296,14.1931451089968,32.0618783825919,-0.120469165521608,-0.0490492565843828,-0.0892234571057129
"Wiltshire",8.75710704559115,0.00994136155995546,17.1695543036385,14.7800342477077,35.0759310753175,-0.120317049367321,-0.050914072483405,-0.0944234562846376
"Windsor and Maidenhead",NA,NA,NA,NA,NA,NA,NA,NA
"Wokingham",NA,NA,NA,NA,NA,NA,NA,NA
"Worcestershire",7.81546108478052,0.0127958491588878,17.9804332941288,12.6972060510393,34.6329844616623,-0.133277776869731,-0.0420006345213083,-0.0953375309700357
"York",NA,NA,NA,NA,NA,NA,NA,NA
