"","(Intercept)","days_since_lockdown","dayMonday","dayTuesday","dayWednesday","dayThursday","dayFriday","daySaturday"
"Stockton-on-Tees",25.9755102040816,-0.220408163265306,-15.0295918367347,-9.05918367346937,-17.0887755102041,-9.91122448979591,-14.1908163265306,-5.72040816326529
"Stoke-on-Trent",27.4336734693878,-0.346938775510204,-13.4030612244898,7.44387755102041,-13.9591836734694,2.20918367346939,-7.9438775510204,-28.5969387755102
"Suffolk",15.8591836734694,-0.76734693877551,-4.48265306122448,12.534693877551,2.30204081632653,0.447959183673463,-2.03469387755101,-17.2673469387755
"Surrey",8.72857142857142,0.0571428571428573,2.44285714285715,2.38571428571429,-1.17142857142857,0.671428571428571,1.61428571428572,-8.44285714285714
"Swindon",-2,1,NA,NA,NA,NA,NA,-20.5
"Thurrock",-11.6748120300752,0.319548872180452,NA,1.72180451127819,13.6390977443609,16.2800751879699,NA,24.8953634085213
"Torbay",10.5142857142857,-0.371428571428571,31.6214285714286,32.9928571428571,-10.8857142857143,32.6357142857143,5.50714285714287,-28.3714285714286
"Tyne and Wear",-4.15816326530612,-0.673469387755102,5.67346938775511,19.3469387755102,7.77040816326531,12.9795918367347,0.6530612244898,1.8265306122449
"Warrington",70.8271103896104,-0.709415584415585,NA,NA,-34.6160714285714,NA,-37.1858766233766,-44.9594155844156
"Warwickshire",-0.272448979591845,-0.20204081632653,1.45204081632654,19.1540816326531,-4.14387755102041,23.1438775510204,11.8459183673469,-12.7020408163265
"West Berkshire",6.67755102040816,0.0979591836734693,-14.3479591836735,-13.4459183673469,-15.5438775510204,-6.70612244897959,-12.554081632653,-16.4020408163265
"West Midlands",8.25816326530611,-0.426530612244898,-9.07346938775509,0.103061224489808,-16.7204081632653,-3.02959183673469,-9.10306122448978,-13.9265306122449
"West Sussex",23.4520408163265,-0.181632653061224,3.43163265306124,6.36326530612245,-4.70510204081632,15.7051020408163,-15.6132653061224,-12.4316326530612
"West Yorkshire",14.2428571428571,-0.314285714285714,-4.43571428571427,6.12857142857144,-17.8071428571428,-1.69285714285714,-12.6285714285714,-19.0642857142857
"Wiltshire",-3.46020408163266,0.108163265306122,-3.85816326530611,3.53367346938776,-17.3244897959184,5.32448979591837,-9.53367346938774,-17.3918367346939
"Windsor and Maidenhead",-18.8887755102041,-0.248979591836735,-0.00102040816325662,6.49795918367347,-2.50306122448979,3.0030612244898,-3.49795918367347,-16.2489795918367
"Wokingham",51.1836734693878,-0.0136054421768707,NA,NA,-33.9115646258503,NA,-32.9319727891156,-28.0136054421769
"Worcestershire",15.6795918367347,-0.383673469387755,4.63367346938777,15.0173469387755,-4.09897959183673,20.3489795918367,1.9826530612245,-15.3836734693878
"York",-39.595918367347,0.636734693877551,8.36326530612247,19.9765306122449,11.3397959183674,18.1602040816327,-1.97653061224489,-21.8632653061224
