"","(Intercept)","days_since_lockdown","bank_holiday1","dayMonday","dayTuesday","dayWednesday","dayThursday","dayFriday","daySaturday"
"Bath and North East Somerset",-72.0116769563125,0.357711091316767,-2.44522683293915,-7.36683995249358,-6.47858487817636,-9.1999323331295,-7.09353339271635,-9.04370667854328,-6.39228890868324
"Bedford",-67.8877251179981,0.318579721718831,-5.97393033756182,-2.32292466545853,-4.12819102348236,-3.26495256338301,-2.87759416817681,-1.61718550030203,-1.09808694494784
"Blackburn with Darwen",-67.0482999047824,0.434898792886323,-5.14685013975489,-4.16042376959385,-4.43856090157961,-4.50982333082957,-5.02863695467439,-5.52239405760154,-5.39843454044702
"Blackpool",-61.5182833184876,0.626946585987652,3.96635132229629,-5.95467180637037,-0.28685284829125,-3.55016307064254,-6.11916024203703,-10.0738320484074,-5.95638674734568
"Borough of Halton",-55.6554069273377,0.333062014313358,-7.65227907976779,-6.97434883435207,-6.21252819065118,-7.27286293223727,-5.66748062372659,-5.05849612474532,-3.66693798568665
"Bracknell Forest",-59.0296838365533,0.35212089565992,-5.84218447645667,-17.3784234829172,-18.1460610807525,-19.043636521867,-18.6936373130202,-16.3220607959374,-11.6478791043401
"Brighton and Hove",-72.1123977434448,0.295881070123168,-2.86459901096538,-4.65178123496228,-5.35920869784555,-6.65508976796872,-6.02902345629716,-6.51413802459277,-3.20411892987683
"Bristol City",-79.8138290792559,0.204349295082471,-3.38346592130725,-3.3071049748646,-3.72377908767932,-4.9281283827618,-4.55361878141925,-4.19405708961719,-1.79565070491753
"Buckinghamshire",-69.2664531949094,0.369874374174525,-5.793055256934,-6.3210318313522,-5.89215813570791,-6.44385069170062,-6.3070435441431,-6.21140870882862,-3.79679229249215
"Cambridgeshire",-79.6807573384116,0.283472064379396,-7.91883465921307,0.703000378822784,1.06914749050849,0.149311789765455,1.18374952647153,-0.279916761372365,0.0334720643793931
"Central Bedfordshire",-75.1048315262463,0.538670639186657,-8.47516663083208,1.95719046595203,3.64891504968908,2.56478986504787,3.36601191755998,4.07320238351199,2.28867063918665
"Cheshire East",-79.9774139713937,0.374957766378966,-8.60035476241669,5.30843469402382,6.70637604350784,5.0586910044016,4.95820663247027,4.34997465982738,0.79162443304563
"Cheshire West and Chester",-77.3869265186187,0.324584574745831,-7.77348957213503,6.22099702061001,6.4944526196945,5.07895895403958,5.22375372423748,3.52808407818083,-1.25874875858751
"Cornwall",-60.9227099138946,0.536290198728384,-5.99516233068157,1.04623685638521,0.0165565102137859,-3.33791550669641,0.19220392951848,-4.17822588076297,-4.21370980127162
"County Durham",-60.9573338043021,0.386522099702061,-6.05321436250269,2.70568029404838,3.13281345258339,-0.0718904653004934,1.49289963243951,-2.46808674017877,0.803188766368714
"Cumbria",-74.517387453799,0.438169978806401,-5.91937217802623,5.54839205086464,8.62695193790657,5.37060014091835,7.48117660308587,1.5295686539505,0.0215033121397272
"Darlington",-73.8345209939491,0.273120987806002,-5.85578370242959,2.3695096292656,3.27331784534536,0.81837867572118,-0.18063703658201,-1.0611274073164,6.85645432113933
"Derby",-80.5877281895342,0.208941241514881,-6.244893571275,1.08187435369762,0.139169438029897,-0.342499076212258,-0.456509608788684,0.375364744908928,-1.04105875848512
"Derbyshire",-65.7746925904311,0.514651227078662,-5.77692969253924,2.53150372167788,3.7340980527392,2.31035591656963,2.71062034790266,-0.424542597086141,-0.818682106254681
"Devon",-68.6577566524352,0.459624658291612,-5.18915287035047,0.988567486766791,1.36367941167984,-1.18685433752086,0.0455406415414961,-3.54922520502504,-5.04037534170839
"Dorset",-64.8075196322347,0.503394047363086,-1.82149000215007,-0.366479047004733,-1.96460589865234,-3.28618176419724,-1.15648452457739,-5.10629690491548,-1.66327261930358
"East Riding of Yorkshire",-39.3746326954777,0.402601591055687,-5.11814663513223,-11.2162438185337,-5.27488549220435,-9.40475981053277,-9.12552856016626,-14.6751057120333,-16.014065075611
"East Sussex",-59.9809027244525,0.427250668059096,-4.66109438830359,-7.15040160334183,-7.29094217972954,-7.90001102960682,-7.63491466248935,-8.11864959916454,-5.65608266527424
"Essex",-83.1735904209028,0.273259206929385,-4.50462266179316,0.644177903369478,3.97049487100014,3.78814475497984,1.73644428745483,0.6306221908243,1.93992587359605
"Gloucestershire",-71.8664726479712,0.508830666216175,-6.67582240378414,3.10380640108118,1.78597327205153,0.549869878562629,2.60982533198186,-1.11970160027029,-1.9078360004505
"Greater London",-79.2145570333057,0.220029486746322,-4.6017523113309,-2.61973743485784,-3.13207698200173,-3.80665192329351,-3.42324487309437,-2.20964897461888,0.0533628200796493
"Greater Manchester",-79.1438067594271,0.234388917897841,-5.23113308965814,0.970799930378515,1.58643186169524,0.624770216524675,0.369833420360172,-0.159366649261296,0.484388917897836
