"","(Intercept)","days_since_lockdown","bank_holiday1","dayMonday","dayTuesday","dayWednesday","dayThursday","dayFriday","daySaturday"
"Bath and North East Somerset",-93.2942377983229,0.181788862610191,-2.67297355407439,6.84704006306888,6.02268329391528,4.02271261312328,5.37869992116391,2.72573998423278,-1.31821113738981
"Bedford",-90.6417001976021,0.344779924440212,-4.85384863470222,12.2141948480102,10.0323214018118,9.50572329555344,9.95100643998734,7.83186795466412,1.01144659110687
"Blackburn with Darwen",-86.4315380204974,0.333691679208772,-6.24698989464631,11.124139969899,9.81114357941922,8.11381553657408,9.66774170429299,6.04188167419193,-0.832974987457895
"Blackpool",-89.4583448515936,0.213855699235187,-4.95361212642443,13.8617463218356,12.9041168821861,12.2357157284055,12.5582337643722,8.41998008620778,0.213855699235185
"Borough of Halton",-78.9291780569463,0.239257302577019,-9.39023865835305,11.6591158071485,10.6316132265928,8.1196286512885,11.0511052410644,8.71022104821288,1.48925730257701
"Bracknell Forest",-85.8552513028432,0.221411677980158,-4.34014190496667,12.5852786395143,11.089693274546,10.2319179602022,11.4975683672738,8.24951367345476,1.30474501131349
"Brighton and Hove",-91.0604657472535,0.258485118407715,-1.42872500537519,9.97963571582149,6.90287919276309,5.3716668016281,6.44212202188983,3.4217577377113,-0.991514881592289
"Bristol City",-88.4961196260917,0.176613324323494,-3.76644807568265,7.11779468829029,6.522495744061,4.25497332882841,5.11317330630383,3.39763466126076,-2.15672000900984
"Buckinghamshire",-87.053772358223,0.262339896182081,-5.99634487207053,14.070384249163,11.741994692758,11.0251093420304,12.2036863552129,9.69073727104258,3.01233989618207
"Cambridgeshire",-89.0415220485098,0.203811776269312,-4.13798107933778,11.1525184036203,8.79814190682821,6.95796649419527,9.1947686621413,7.34728706576159,0.870478442935978
"Central Bedfordshire",-84.5368635521291,0.322173418926805,-5.59374328101484,14.5267837945757,9.55901770414778,9.69138973976643,10.7165202567804,7.82663738468942,1.40550675226014
"Cheshire East",-85.830868425633,0.234880363669871,-5.92700494517308,13.3362871271923,11.7083811515654,10.2007735151683,11.4546410910096,8.20759488486859,1.06821369700321
"Cheshire West and Chester",-91.4812841068485,0.230472709401972,-6.26402924102344,12.7301988307686,11.4441939125878,9.66826665773129,10.9414181282059,8.58828362564119,1.14713937606864
"Cornwall",-89.2619892291468,0.377798937248518,-5.57648892711245,12.9682825506036,10.8773044664788,8.13586916559395,10.1333968117456,7.01834602901578,0.877798937248512
