"","x","p","lb_2.5","lb_25","ub_97.5","ub_75","d_comb","region"
"714",18442.0229007634,0.000512509905725746,0.000230808047553563,0.000398442412681323,0.000967605180932751,0.000644730702408608,2020-06-29,"EAST MIDLANDS"
"715",18443.0229007634,0.000506395017516909,0.000228402435015618,0.000393458226684055,0.000964029565548328,0.000638361781132001,2020-06-30,"EAST MIDLANDS"
"716",18444.0229007634,0.000500758574362956,0.000225009012063288,0.00038829096444367,0.000964229432166561,0.000632956055045497,2020-07-01,"EAST MIDLANDS"
"717",18445.0229007634,0.000494843646782587,0.000222008145865527,0.000383125145830407,0.000965781396617034,0.000629371275124132,2020-07-02,"EAST MIDLANDS"
"718",18446.0229007634,0.000489777713318844,0.000218752406055243,0.000378896446983519,0.000972116919570666,0.000626108245246877,2020-07-03,"EAST MIDLANDS"
"719",18447.0229007634,0.000485568036459903,0.000215747880286363,0.000374762086517928,0.000979743036857948,0.000623995441022403,2020-07-04,"EAST MIDLANDS"
"720",18448.0229007634,0.000482158579473621,0.00021306222972618,0.00037068362349815,0.000989224369898916,0.000622404267504746,2020-07-05,"EAST MIDLANDS"
"721",18449.0229007634,0.0004793268793819,0.000210715247243681,0.000367432091229097,0.000999582536746287,0.000622009852147867,2020-07-06,"EAST MIDLANDS"
"722",18450.0229007634,0.000477466625943875,0.000208847799512825,0.000364623561899312,0.00101466495728335,0.000622421075294681,2020-07-07,"EAST MIDLANDS"
"723",18451.0229007634,0.000475678211660123,0.000207088278405391,0.000362752898986355,0.00102744843678094,0.000622618925804436,2020-07-08,"EAST MIDLANDS"
"724",18452.0229007634,0.000475043562069558,0.000206004479784187,0.000361339818758399,0.00104006098844815,0.000623458063462804,2020-07-09,"EAST MIDLANDS"
"725",18453.0229007634,0.000474994934951137,0.000205232782804939,0.000360700204268775,0.00104903489195458,0.000624958215708109,2020-07-10,"EAST MIDLANDS"
"726",18454.0229007634,0.000476175345745154,0.000204269272736367,0.000360472775326335,0.00105591962181632,0.000627197058288581,2020-07-11,"EAST MIDLANDS"
"727",18455.0229007634,0.000477867083525744,0.000204631351210244,0.000361286291335164,0.0010638539112487,0.000629939847496815,2020-07-12,"EAST MIDLANDS"
"728",18456.0229007634,0.000479889132936577,0.000204935181886925,0.00036247860890339,0.00107114767026551,0.000632741643977972,2020-07-13,"EAST MIDLANDS"
"729",18457.0229007634,0.000482795243864395,0.00020579312871605,0.000364005457706034,0.00107446799874373,0.000635833651403315,2020-07-14,"EAST MIDLANDS"
"730",18458.0229007634,0.000485279491199904,0.000206460711357629,0.000366159537648388,0.00107411136472035,0.000639323833702041,2020-07-15,"EAST MIDLANDS"
"731",18459.0229007634,0.000487634977233221,0.000207575698373504,0.000368411428778821,0.00107286074007436,0.000641675922684204,2020-07-16,"EAST MIDLANDS"
"732",18460.0229007634,0.000490145812496745,0.000209380363283706,0.000370977298130457,0.00107137651717636,0.000643989749292874,2020-07-17,"EAST MIDLANDS"
"733",18461.0229007634,0.000493079474442217,0.000211153247483229,0.000373782031525917,0.00106623537782072,0.000645531768811322,2020-07-18,"EAST MIDLANDS"
"734",18462.0229007634,0.00049640127353192,0.000213781080632177,0.000376829560801885,0.00106436764090215,0.000647842071274992,2020-07-19,"EAST MIDLANDS"
"735",18463.0229007634,0.000500763723868819,0.000216710699943836,0.000380011484911101,0.00106089210707897,0.00064974038406261,2020-07-20,"EAST MIDLANDS"
"736",18464.0229007634,0.000504684156022364,0.000220336117225626,0.000384007880960721,0.00105355134845475,0.000651747413105527,2020-07-21,"EAST MIDLANDS"
"737",18465.0229007634,0.000508607506510487,0.000225296691049188,0.000388418309509575,0.0010467609824552,0.000654407120106168,2020-07-22,"EAST MIDLANDS"
"738",18466.0229007634,0.000512596219976428,0.000229902638650913,0.00039247417329996,0.0010391366553788,0.000657219044739334,2020-07-23,"EAST MIDLANDS"
"739",18467.0229007634,0.000516300607282163,0.000234081077354293,0.000397289001627501,0.00102918864074173,0.000659242054469323,2020-07-24,"EAST MIDLANDS"
"740",18468.0229007634,0.000520364240248329,0.00023830336850957,0.000401655088945418,0.0010194907062297,0.000661833335903683,2020-07-25,"EAST MIDLANDS"
"741",18469.0229007634,0.000523940709513472,0.000242530654559598,0.000405940477416023,0.0010110083990502,0.000664258813652811,2020-07-26,"EAST MIDLANDS"
"742",18470.0229007634,0.000526531449062493,0.000246597075842977,0.000410088591114458,0.00100312254912266,0.000666074620128847,2020-07-27,"EAST MIDLANDS"
"743",18471.0229007634,0.00052897757426124,0.000250707801449144,0.000414191078452778,0.00099748712773016,0.00066611554758271,2020-07-28,"EAST MIDLANDS"
"744",18472.0229007634,0.000530119710187857,0.000253410878267882,0.000417280889772916,0.000992585002375454,0.000665705375683705,2020-07-29,"EAST MIDLANDS"
"745",18473.0229007634,0.000531387372150199,0.00025588362058435,0.000419010868158985,0.000986697641536194,0.000664576843182372,2020-07-30,"EAST MIDLANDS"
"746",18474.0229007634,0.000531251863076757,0.000257648456465303,0.000420452721087074,0.000983649734910483,0.000663001551916508,2020-07-31,"EAST MIDLANDS"
"747",18475.0229007634,0.000530928852853076,0.000258826766676773,0.000420528414906921,0.000979413616920744,0.000660888370324345,2020-08-01,"EAST MIDLANDS"
"748",18476.0229007634,0.000529034839064498,0.000259773057025275,0.000419359597871834,0.000974229046143379,0.000658750360606445,2020-08-02,"EAST MIDLANDS"
"749",18477.0229007634,0.00052662105524885,0.000258681274463246,0.000416970753911692,0.000972136489639899,0.000655721416022619,2020-08-03,"EAST MIDLANDS"
"750",18478.0229007634,0.000522684871589167,0.000256498167442117,0.000414038038431129,0.000971235155561538,0.000652193484978127,2020-08-04,"EAST MIDLANDS"
"751",18479.0229007634,0.000518219831269264,0.000254508211127991,0.00041021299924562,0.000970389884694246,0.000648548114935903,2020-08-05,"EAST MIDLANDS"
"752",18480.0229007634,0.000513311290780886,0.000251275238480739,0.00040561028990445,0.000967909690072686,0.000644066231532569,2020-08-06,"EAST MIDLANDS"
"753",18481.0229007634,0.000508848244324769,0.000247716877109945,0.000401019503512144,0.000967707584377549,0.000638995770383618,2020-08-07,"EAST MIDLANDS"
"754",18482.0229007634,0.000504213476252712,0.000243995983992815,0.000396500626829989,0.000967420188157714,0.000634609663207382,2020-08-08,"EAST MIDLANDS"
"755",18483.0229007634,0.000500366404292513,0.000241058618490682,0.000392451854700918,0.000966254370556636,0.000629989989289134,2020-08-09,"EAST MIDLANDS"
"756",18484.0229007634,0.000496937546130726,0.00023889314212939,0.000389580038216259,0.000964417077905414,0.000626789515573585,2020-08-10,"EAST MIDLANDS"
"757",18485.0229007634,0.000494405828512928,0.00023689776900042,0.000387524704667494,0.000962112673687795,0.000624156419387651,2020-08-11,"EAST MIDLANDS"
"758",18486.0229007634,0.000493098997551186,0.000235957254716835,0.000387238071184915,0.000961256865644763,0.000621954699524779,2020-08-12,"EAST MIDLANDS"
"759",18487.0229007634,0.000492696416576477,0.000236213501309085,0.000387662429932122,0.000955915206130231,0.000621383447858603,2020-08-13,"EAST MIDLANDS"
"760",18488.0229007634,0.000494303289255045,0.000236982489799611,0.000389498550771812,0.000953532159894267,0.000622191479600722,2020-08-14,"EAST MIDLANDS"
"761",18489.0229007634,0.000496948088417103,0.000239254509915594,0.000392360091338278,0.000952226220238776,0.000624583718529114,2020-08-15,"EAST MIDLANDS"
"762",18490.0229007634,0.000501751329946312,0.000242504362311619,0.00039661715959111,0.000948653646625365,0.000628420735668514,2020-08-16,"EAST MIDLANDS"
"763",18491.0229007634,0.000507818615346747,0.00024750442836038,0.000402459097772055,0.000950759651508476,0.000634189077003897,2020-08-17,"EAST MIDLANDS"
"764",18492.0229007634,0.00051563599834683,0.000253885073913366,0.000410248291458941,0.000954803577361578,0.000642062857929547,2020-08-18,"EAST MIDLANDS"
"765",18493.0229007634,0.000525633177294083,0.000261826530975806,0.000419173177022176,0.000961560697734956,0.000652482027328054,2020-08-19,"EAST MIDLANDS"
"766",18494.0229007634,0.000538315388187585,0.000271880120967631,0.000430845322039637,0.000975750766129607,0.000665694555994477,2020-08-20,"EAST MIDLANDS"
"767",18495.0229007634,0.000552832933276261,0.0002835726488586,0.000444572660678863,0.000993369436901889,0.000680912624396085,2020-08-21,"EAST MIDLANDS"
"768",18496.0229007634,0.000570418757023668,0.000296793062231384,0.000460504890520467,0.00101593266194828,0.00070003171373201,2020-08-22,"EAST MIDLANDS"
"769",18497.0229007634,0.000591027535545596,0.0003119473821497,0.000479196139727899,0.00104681372717202,0.000723915260373624,2020-08-23,"EAST MIDLANDS"
"770",18498.0229007634,0.000614333525983213,0.000329237056729472,0.000499783280926343,0.00108043739886186,0.000751601915761814,2020-08-24,"EAST MIDLANDS"
"771",18499.0229007634,0.000642031368893614,0.000348920760949432,0.000524256421772201,0.00112080280889157,0.000783091350138254,2020-08-25,"EAST MIDLANDS"
"772",18500.0229007634,0.000674040141930431,0.000370031044538168,0.000552065177111155,0.00116942292014437,0.000820454490113394,2020-08-26,"EAST MIDLANDS"
"773",18501.0229007634,0.000711616936692988,0.000393144080071691,0.00058344221489812,0.00122508857470953,0.000862588573149361,2020-08-27,"EAST MIDLANDS"
"774",18502.0229007634,0.000753293505427968,0.000418246314503884,0.000619083181476265,0.00128933116440815,0.00091148777385581,2020-08-28,"EAST MIDLANDS"
"775",18503.0229007634,0.000802233147280923,0.000447501819558244,0.0006600140571534,0.00136420425265126,0.000967848407125994,2020-08-29,"EAST MIDLANDS"
"776",18504.0229007634,0.000857056381321137,0.000480545267414274,0.000706247508651518,0.00145019831024015,0.00103239462551517,2020-08-30,"EAST MIDLANDS"
"777",18505.0229007634,0.000918878273665452,0.000518360814314335,0.000758639331554745,0.00154588935986751,0.00110500440585044,2020-08-31,"EAST MIDLANDS"
"778",18506.0229007634,0.000988643787307753,0.000560530253601816,0.000817060789062312,0.00165732002672646,0.00118818448251443,2020-09-01,"EAST MIDLANDS"
"779",18507.0229007634,0.0010672603407256,0.000609695639820813,0.000882962735333858,0.00178650800214371,0.00128199342457561,2020-09-02,"EAST MIDLANDS"
"780",18508.0229007634,0.00115553492854875,0.000663838466616163,0.000958131295152751,0.00192973785772222,0.0013867068784104,2020-09-03,"EAST MIDLANDS"
"781",18509.0229007634,0.00125502232256081,0.000725180434156516,0.00104192768460597,0.00209063673181884,0.00150349011842972,2020-09-04,"EAST MIDLANDS"
"782",18510.0229007634,0.00136643194147112,0.000794245636748983,0.00113506465850322,0.00226904039875671,0.0016368136042143,2020-09-05,"EAST MIDLANDS"
"783",18511.0229007634,0.00148875901564761,0.000870465730955043,0.00123745364167276,0.00246074181419203,0.00178111384562478,2020-09-06,"EAST MIDLANDS"
"784",18512.0229007634,0.00162247240670587,0.000955208821667911,0.0013506393580352,0.00267091058517915,0.00193859718298872,2020-09-07,"EAST MIDLANDS"
"785",18513.0229007634,0.00176708429554807,0.00105150956949964,0.00147680423247884,0.00289170724608449,0.00210715891981509,2020-09-08,"EAST MIDLANDS"
"786",18514.0229007634,0.0019230705214165,0.00115717579551612,0.00161320877396238,0.00311676151909945,0.00228362948635553,2020-09-09,"EAST MIDLANDS"
"787",18515.0229007634,0.0020893577149427,0.00127328377575634,0.00176153981291634,0.00335510379215831,0.00247030374446161,2020-09-10,"EAST MIDLANDS"
"788",18516.0229007634,0.00226657071558593,0.00139835842491729,0.00192202203696161,0.00359030365570588,0.00266779509634314,2020-09-11,"EAST MIDLANDS"
"789",18517.0229007634,0.00245405903857873,0.00153615040062112,0.00209238951990087,0.00382855920249824,0.00287450683575833,2020-09-12,"EAST MIDLANDS"
"790",18518.0229007634,0.00265157663430253,0.00168743703838993,0.00227513692995478,0.00406856861442736,0.00308721974588633,2020-09-13,"EAST MIDLANDS"
"791",18519.0229007634,0.00285498455456121,0.00185640998992936,0.00246757747082645,0.00429637483329434,0.00330142990229292,2020-09-14,"EAST MIDLANDS"
"792",18520.0229007634,0.00306791639945574,0.00204007769784964,0.00266989150416882,0.00452078964409262,0.0035196580554154,2020-09-15,"EAST MIDLANDS"
"793",18521.0229007634,0.00328234376645475,0.00223452262754824,0.00287956307692498,0.00474097095641516,0.00373857016468577,2020-09-16,"EAST MIDLANDS"
"794",18522.0229007634,0.00350219047397649,0.00243607528064925,0.00309243912610054,0.00495144488952585,0.00395649247810072,2020-09-17,"EAST MIDLANDS"
"795",18523.0229007634,0.00372028376657155,0.00264619481567465,0.00331181483577936,0.00515016125612242,0.00416677993837599,2020-09-18,"EAST MIDLANDS"
"796",18524.0229007634,0.00393817375812939,0.00286251377400381,0.00353304143614479,0.00532869114062183,0.00437606696294454,2020-09-19,"EAST MIDLANDS"
"797",18525.0229007634,0.00415360027450574,0.00308091574728552,0.00375239174607442,0.00550584479821905,0.00458234852410955,2020-09-20,"EAST MIDLANDS"
"798",18526.0229007634,0.00436960270509733,0.00330042793673805,0.00397253612077027,0.00569387001482811,0.00479202591561977,2020-09-21,"EAST MIDLANDS"
"799",18527.0229007634,0.0045850240284117,0.00351315530495635,0.00419182299033348,0.00589400196158949,0.00500890398022558,2020-09-22,"EAST MIDLANDS"
"800",18528.0229007634,0.00480514907203231,0.00372314290231567,0.00441213478754513,0.0061133215751797,0.00523216975932493,2020-09-23,"EAST MIDLANDS"
